name,division,max,min,mean,median,twentyfive,seventyfive
Oklahoma City Thunder,northwest,1.33,1.25,1.2833333333333334,1.2850000000000001,1.2575000000000001,1.2975000000000001
Portland Trail Blazers,northwest,3.5,2.9,3.3142857142857141,3.3999999999999999,3.2000000000000002,3.5
Denver Nuggets,northwest,67.0,4.8,49.542857142857144,51.0,51.0,61.0
Minnesota Timberwolves,northwest,67.0,4.8,54.971428571428575,67.0,56.0,67.0
Utah Jazz,northwest,2501.0,9.55,1335.7583333333334,1001.0,1001.0,2126.0
Los Angeles Clippers,pacific,1.36,1.03,1.2942857142857143,1.3300000000000001,1.3300000000000001,1.3400000000000001
Golden State Warriors,pacific,3.25,1.95,3.0500000000000003,3.25,3.2000000000000002,3.25
Phoenix Suns,pacific,17.0,2.9,13.700000000000001,15.0,14.0,16.5
Los Angeles Lakers,pacific,301.0,6.7,208.95714285714286,251.0,201.0,251.0
Sacramento Kings,pacific,751.0,9.55,502.42500000000001,626.0,313.5,751.0
San Antonio Spurs,southwest,1.3,1.01,1.2414285714285713,1.28,1.26,1.29
Houston Rockets,southwest,3.75,1.99,3.3342857142857141,3.5,3.5,3.5499999999999998
Dallas Mavericks,southwest,41.0,4.04,33.862857142857145,41.0,34.5,41.0
Memphis Grizzlies,southwest,67.0,4.23,42.461428571428577,41.0,38.5,54.0
New Orleans Pelicans,southwest,251.0,9.55,159.3642857142857,151.0,126.0,226.0
Toronto Raptors,atlantic,2.1,1.1,1.9000000000000001,2.0499999999999998,2.0,2.1000000000000001
Brooklyn Nets,atlantic,2.1,1.48,1.9466666666666665,2.0,2.0,2.0750000000000002
New York Knicks,atlantic,9.5,1.97,7.8283333333333331,9.0,8.625,9.0
Boston Celtics,atlantic,51.0,2.95,39.658333333333331,46.0,41.0,51.0
Philadelphia 76ers,atlantic,101.0,2.95,68.99166666666666,74.0,62.5,96.0
Indiana Pacers,central,1.0,1.0,1.0,1.0,1.0,1.0
Chicago Bulls,central,26.0,1.97,20.661666666666665,26.0,20.0,26.0
Detroit Pistons,central,34.0,7.84,26.640000000000001,31.5,23.0,34.0
Cleveland Cavaliers,central,301.0,7.84,168.80666666666667,151.0,113.5,263.5
Milwaukee Bucks,central,1001.0,10.0,802.79999999999995,1001.0,1001.0,1001.0
Miami Heat,southeast,1.01,1.0,1.0024999999999999,1.0,1.0,1.0024999999999999
Atlanta Hawks,southeast,17.0,6.7,14.940000000000001,17.0,17.0,17.0
Washington Wizards,southeast,26.0,6.7,22.140000000000001,26.0,26.0,26.0
Charlotte Bobcats,southeast,101.0,9.55,82.710000000000008,101.0,101.0,101.0
Orlando Magic,southeast,501.0,9.55,242.70999999999998,201.0,201.0,301.0
