name,division,max,min,mean,median,twentyfive,seventyfive
Oklahoma City Thunder,northwest,1.29,1.1,1.236,1.25,1.25,1.29
Portland Trail Blazers,northwest,4.33,1.95,3.6159999999999997,4.0,3.7999999999999998,4.0
Denver Nuggets,northwest,29.0,4.8,20.559999999999999,23.0,23.0,23.0
Minnesota Timberwolves,northwest,51.0,4.8,28.560000000000002,29.0,29.0,29.0
Utah Jazz,northwest,2001.0,9.55,702.71000000000004,501.0,501.0,501.0
Los Angeles Clippers,pacific,1.36,1.19,1.3200000000000001,1.3600000000000001,1.3300000000000001,1.3600000000000001
Golden State Warriors,pacific,3.5,1.95,3.0800000000000001,3.2999999999999998,3.25,3.3999999999999999
Phoenix Suns,pacific,34.0,2.9,20.18,19.0,19.0,26.0
Los Angeles Lakers,pacific,41.0,6.7,27.939999999999998,29.0,29.0,34.0
Sacramento Kings,pacific,501.0,9.55,262.70999999999998,301.0,201.0,301.0
San Antonio Spurs,southwest,1.36,1.01,1.2600000000000002,1.3100000000000001,1.29,1.3300000000000001
Houston Rockets,southwest,3.6,1.99,3.1680000000000001,3.5,3.25,3.5
Dallas Mavericks,southwest,26.0,4.04,21.608000000000001,26.0,26.0,26.0
Memphis Grizzlies,southwest,67.0,4.23,41.445999999999998,51.0,34.0,51.0
New Orleans Pelicans,southwest,101.0,9.55,67.909999999999997,81.0,67.0,81.0
Brooklyn Nets,atlantic,2.2,1.97,2.0740000000000003,2.0,2.0,2.2000000000000002
New York Knicks,atlantic,4.0,1.97,3.5539999999999998,4.0,3.7999999999999998,4.0
Toronto Raptors,atlantic,5.0,1.95,3.9299999999999997,4.2000000000000002,4.0,4.5
Boston Celtics,atlantic,7.5,2.95,6.29,7.0,6.5,7.5
Philadelphia 76ers,atlantic,67.0,2.95,41.189999999999998,51.0,34.0,51.0
Indiana Pacers,central,1.01,1.01,1.01,1.01,1.01,1.01
Chicago Bulls,central,21.0,1.97,15.994,19.0,17.0,21.0
Detroit Pistons,central,23.0,7.84,19.167999999999999,21.0,21.0,23.0
Cleveland Cavaliers,central,151.0,7.84,117.36800000000001,151.0,126.0,151.0
Milwaukee Bucks,central,501.0,10.0,362.80000000000001,501.0,301.0,501.0
Miami Heat,southeast,1.01,1.01,1.01,1.01,1.01,1.01
Atlanta Hawks,southeast,21.0,6.7,16.140000000000001,17.0,15.0,21.0
Washington Wizards,southeast,23.0,6.7,18.539999999999999,21.0,21.0,21.0
Charlotte Bobcats,southeast,151.0,9.55,93.710000000000008,101.0,81.0,126.0
Orlando Magic,southeast,301.0,9.55,192.70999999999998,251.0,151.0,251.0
