name,division,max,min,mean,median,twentyfive,seventyfive
Oklahoma City Thunder,northwest,1.33,1.1,1.2625000000000002,1.3100000000000001,1.2425000000000002,1.3300000000000001
Portland Trail Blazers,northwest,3.5,1.95,2.9874999999999998,3.25,2.9249999999999998,3.3125
Denver Nuggets,northwest,34.0,4.8,21.949999999999999,24.5,18.449999999999999,28.0
Minnesota Timberwolves,northwest,34.0,4.8,24.199999999999999,29.0,22.949999999999999,30.25
Utah Jazz,northwest,501.0,9.55,378.13749999999999,501.0,378.13749999999999,501.0
Los Angeles Clippers,pacific,1.38,1.19,1.3149999999999999,1.3450000000000002,1.2949999999999999,1.365
Golden State Warriors,pacific,3.3,1.95,2.9249999999999998,3.2250000000000001,2.8875000000000002,3.2625000000000002
Phoenix Suns,pacific,34.0,2.9,20.975000000000001,23.5,16.475000000000001,28.0
Los Angeles Lakers,pacific,41.0,6.7,26.425000000000001,29.0,23.425000000000001,32.0
Sacramento Kings,pacific,501.0,9.55,253.13749999999999,251.0,153.13749999999999,351.0
San Antonio Spurs,southwest,1.36,1.01,1.22,1.2549999999999999,1.1675,1.3075000000000001
Houston Rockets,southwest,4.0,1.99,3.21,3.4249999999999998,2.9350000000000001,3.7000000000000002
Dallas Mavericks,southwest,34.0,3.94,23.234999999999999,27.5,20.484999999999999,30.25
Memphis Grizzlies,southwest,101.0,4.23,51.557499999999997,50.5,26.557500000000001,75.5
New Orleans Pelicans,southwest,101.0,9.55,69.637500000000003,84.0,52.637500000000003,101.0
Brooklyn Nets,atlantic,2.38,1.97,2.2124999999999999,2.25,2.1425000000000001,2.3199999999999998
Toronto Raptors,atlantic,3.6,1.95,3.0125000000000002,3.25,2.7374999999999998,3.5249999999999999
New York Knicks,atlantic,5.0,1.97,3.9925000000000002,4.5,3.8675000000000002,4.625
Boston Celtics,atlantic,6.5,2.95,5.4874999999999998,6.25,5.2374999999999998,6.5
Philadelphia 76ers,atlantic,51.0,2.95,34.737499999999997,42.5,26.237500000000001,51.0
Indiana Pacers,central,1.01,1.01,1.01,1.01,1.01,1.01
Chicago Bulls,central,21.0,1.97,14.7425,18.0,13.2425,19.5
Detroit Pistons,central,23.0,7.84,18.710000000000001,22.0,17.710000000000001,23.0
Cleveland Cavaliers,central,201.0,7.84,121.45999999999999,138.5,96.459999999999994,163.5
Milwaukee Bucks,central,501.0,10.0,328.25,401.0,228.25,501.0
Miami Heat,southeast,1.01,1.01,1.01,1.01,1.01,1.01
Atlanta Hawks,southeast,17.0,6.7,13.925000000000001,16.0,12.925000000000001,17.0
Washington Wizards,southeast,26.0,6.7,18.675000000000001,21.0,17.425000000000001,22.25
Charlotte Bobcats,southeast,126.0,9.55,79.387500000000003,91.0,63.137500000000003,107.25
Orlando Magic,southeast,301.0,9.55,178.13749999999999,201.0,115.6375,263.5
