name,division,max,min,mean,median,twentyfive,seventyfive
Oklahoma City Thunder,northwest,1.44,1.1,1.3533333333333333,1.3999999999999999,1.3700000000000001,1.415
Portland Trail Blazers,northwest,2.8,1.95,2.625,2.75,2.75,2.75
Minnesota Timberwolves,northwest,37.0,4.8,27.133333333333336,29.0,29.0,32.75
Denver Nuggets,northwest,67.0,4.8,34.300000000000004,30.0,24.5,46.0
Utah Jazz,northwest,2001.0,9.55,769.0916666666667,751.0,201.0,1001.0
Los Angeles Clippers,pacific,1.43,1.19,1.3533333333333333,1.3700000000000001,1.3600000000000001,1.3949999999999998
Golden State Warriors,pacific,3.25,1.95,2.9666666666666668,3.1749999999999998,3.0375000000000001,3.2374999999999998
Phoenix Suns,pacific,17.0,2.9,14.65,17.0,17.0,17.0
Los Angeles Lakers,pacific,67.0,6.7,42.783333333333331,41.0,35.75,60.5
Sacramento Kings,pacific,501.0,9.55,235.75833333333333,251.0,126.0,301.0
San Antonio Spurs,southwest,1.3,1.01,1.2383333333333333,1.29,1.26,1.29
Houston Rockets,southwest,4.0,1.99,3.4483333333333337,3.7250000000000001,3.5499999999999998,3.75
Dallas Mavericks,southwest,29.0,3.94,21.489999999999998,24.5,21.5,26.0
Memphis Grizzlies,southwest,101.0,4.23,57.038333333333334,51.0,38.25,88.5
New Orleans Pelicans,southwest,101.0,9.55,74.424999999999997,84.0,67.0,101.0
Brooklyn Nets,atlantic,2.5,1.97,2.355,2.3899999999999997,2.3799999999999999,2.4750000000000001
Toronto Raptors,atlantic,2.75,1.01,2.4083333333333337,2.6600000000000001,2.6200000000000001,2.7374999999999998
New York Knicks,atlantic,6.0,1.97,5.0366666666666662,5.5,5.3125,5.875
Boston Celtics,atlantic,7.5,2.95,6.2416666666666671,6.75,6.5,7.0
Philadelphia 76ers,atlantic,51.0,2.95,32.824999999999996,34.0,34.0,39.25
Indiana Pacers,central,1.02,1.01,1.012,1.01,1.01,1.01
Chicago Bulls,central,21.0,1.97,16.661666666666665,19.5,17.25,21.0
Detroit Pistons,central,23.0,7.84,19.473333333333333,21.0,21.0,22.5
Cleveland Cavaliers,central,201.0,7.84,118.80666666666667,126.0,107.25,144.75
Milwaukee Bucks,central,501.0,10.0,302.5,351.0,126.0,501.0
Miami Heat,southeast,1.01,1.01,1.01,1.01,1.01,1.01
Atlanta Hawks,southeast,21.0,6.7,15.283333333333333,16.0,15.0,17.0
Washington Wizards,southeast,26.0,6.7,20.616666666666667,22.0,21.0,25.25
Charlotte Bobcats,southeast,151.0,9.55,94.924999999999997,101.0,86.0,119.75
Orlando Magic,southeast,301.0,9.55,177.42499999999998,201.0,113.5,251.0
