name,division,max,min,mean,median,twentyfive,seventyfive
Oklahoma City Thunder,northwest,1.29,1.19,1.26,1.27,1.25,1.29
Portland Trail Blazers,northwest,4.5,1.95,3.7416666666666667,4.0,3.8499999999999996,4.1500000000000004
Denver Nuggets,northwest,26.0,4.8,20.133333333333333,23.0,21.5,23.0
Minnesota Timberwolves,northwest,41.0,4.8,27.800000000000001,29.0,29.0,32.75
Utah Jazz,northwest,2001.0,9.55,669.0916666666667,501.0,501.0,501.0
Los Angeles Clippers,pacific,1.36,1.28,1.3266666666666669,1.3300000000000001,1.3300000000000001,1.3300000000000001
Golden State Warriors,pacific,3.5,1.95,3.0833333333333335,3.25,3.25,3.2874999999999996
Phoenix Suns,pacific,34.0,2.9,27.483333333333334,34.0,28.0,34.0
Los Angeles Lakers,pacific,34.0,6.7,25.616666666666664,29.0,26.75,29.0
Sacramento Kings,pacific,501.0,9.55,285.75833333333333,301.0,226.0,376.0
San Antonio Spurs,southwest,1.33,1.01,1.258,1.3300000000000001,1.29,1.3300000000000001
Houston Rockets,southwest,3.6,1.99,3.198,3.5,3.3999999999999999,3.5
Dallas Mavericks,southwest,26.0,4.04,21.008000000000003,26.0,23.0,26.0
Memphis Grizzlies,southwest,51.0,4.23,38.245999999999995,51.0,34.0,51.0
New Orleans Pelicans,southwest,81.0,9.55,61.109999999999999,67.0,67.0,81.0
Brooklyn Nets,atlantic,2.0,1.91,1.9439999999999997,1.95,1.9099999999999999,1.95
New York Knicks,atlantic,4.0,1.97,3.5439999999999996,4.0,3.75,4.0
Toronto Raptors,atlantic,7.0,2.42,5.0840000000000005,5.0,5.0,6.0
Boston Celtics,atlantic,7.5,2.95,6.3899999999999997,7.5,6.5,7.5
Philadelphia 76ers,atlantic,51.0,2.95,31.189999999999998,34.0,34.0,34.0
Indiana Pacers,central,1.01,1.01,1.01,1.01,1.01,1.01
Chicago Bulls,central,21.0,1.97,15.161666666666667,17.0,17.0,17.0
Detroit Pistons,central,23.0,7.84,19.140000000000001,21.0,21.0,21.0
Cleveland Cavaliers,central,151.0,7.84,114.64,138.5,107.25,151.0
Milwaukee Bucks,central,501.0,10.0,352.5,401.0,301.0,501.0
Miami Heat,southeast,1.02,1.01,1.0125,1.01,1.01,1.0125000000000002
Atlanta Hawks,southeast,21.0,6.7,15.74,17.0,15.0,19.0
Washington Wizards,southeast,23.0,6.7,18.940000000000001,21.0,21.0,23.0
Charlotte Bobcats,southeast,151.0,9.55,107.70999999999999,126.0,101.0,151.0
Orlando Magic,southeast,251.0,9.55,172.70999999999998,201.0,151.0,251.0
