name,division,max,min,mean,median,twentyfive,seventyfive
Oklahoma City Thunder,northwest,1.29,1.19,1.246,1.25,1.25,1.25
Portland Trail Blazers,northwest,4.75,1.95,4.0060000000000002,4.5,4.3300000000000001,4.5
Denver Nuggets,northwest,17.0,4.8,14.16,17.0,15.0,17.0
Minnesota Timberwolves,northwest,34.0,4.8,23.960000000000001,26.0,26.0,29.0
Utah Jazz,northwest,2001.0,9.55,702.71000000000004,501.0,501.0,501.0
Los Angeles Clippers,pacific,1.4,1.28,1.3699999999999999,1.3999999999999999,1.3699999999999999,1.3999999999999999
Golden State Warriors,pacific,3.1,1.95,2.7875000000000001,3.0499999999999998,2.7374999999999998,3.1000000000000001
Los Angeles Lakers,pacific,29.0,6.7,20.675000000000001,23.5,17.425000000000001,26.75
Phoenix Suns,pacific,51.0,3.85,32.462499999999999,37.5,26.462499999999999,43.5
Sacramento Kings,pacific,301.0,9.55,165.63749999999999,176.0,115.6375,226.0
San Antonio Spurs,southwest,1.4,1.01,1.2875000000000001,1.3700000000000001,1.2725,1.3849999999999998
Houston Rockets,southwest,3.4,1.99,3.0099999999999998,3.3250000000000002,2.9350000000000001,3.3999999999999999
Dallas Mavericks,southwest,26.0,3.94,19.734999999999999,24.5,18.234999999999999,26.0
Memphis Grizzlies,southwest,34.0,4.23,22.307500000000001,25.5,13.807500000000001,34.0
New Orleans Pelicans,southwest,81.0,9.55,59.637500000000003,74.0,52.637500000000003,81.0
Brooklyn Nets,atlantic,2.0,1.69,1.9224999999999999,2.0,1.9224999999999999,2.0
New York Knicks,atlantic,3.6,1.97,3.1425000000000001,3.5,3.1175000000000002,3.5249999999999999
Toronto Raptors,atlantic,6.0,2.42,4.9800000000000004,5.75,4.7300000000000004,6.0
Boston Celtics,atlantic,11.0,2.95,8.3625000000000007,9.75,7.8624999999999998,10.25
Philadelphia 76ers,atlantic,21.0,2.95,16.487500000000001,21.0,16.487500000000001,21.0
Indiana Pacers,central,1.02,1.02,1.02,1.02,1.02,1.02
Chicago Bulls,central,13.0,1.97,10.394,12.0,12.0,13.0
Detroit Pistons,central,29.0,7.84,24.167999999999999,29.0,26.0,29.0
Cleveland Cavaliers,central,126.0,7.84,102.36799999999999,126.0,126.0,126.0
Milwaukee Bucks,central,501.0,10.0,252.80000000000001,301.0,151.0,301.0
Miami Heat,southeast,1.02,1.01,1.0125,1.01,1.01,1.0125000000000002
Atlanta Hawks,southeast,23.0,6.7,16.940000000000001,19.0,17.0,19.0
Washington Wizards,southeast,26.0,6.7,19.539999999999999,21.0,21.0,23.0
Charlotte Bobcats,southeast,151.0,9.55,107.70999999999999,126.0,101.0,151.0
Orlando Magic,southeast,251.0,9.55,162.70999999999998,201.0,151.0,201.0
