name,division,max,min,mean,median,twentyfive,seventyfive
Oklahoma City Thunder,northwest,1.44,1.05,1.3549999999999998,1.3999999999999999,1.3999999999999999,1.4300000000000002
Portland Trail Blazers,northwest,2.75,1.95,2.6166666666666667,2.75,2.75,2.75
Denver Nuggets,northwest,41.0,4.8,33.800000000000004,41.0,35.75,41.0
Minnesota Timberwolves,northwest,41.0,4.8,29.800000000000001,31.5,29.0,39.25
Utah Jazz,northwest,1001.0,9.55,669.0916666666667,751.0,501.0,1001.0
Los Angeles Clippers,pacific,1.62,1.5,1.5366666666666668,1.5150000000000001,1.5,1.5600000000000001
Golden State Warriors,pacific,2.45,1.53,2.2683333333333331,2.3999999999999999,2.3849999999999998,2.4375
Phoenix Suns,pacific,23.0,2.9,15.983333333333334,17.0,17.0,18.5
Los Angeles Lakers,pacific,151.0,6.7,94.450000000000003,101.0,86.0,119.75
Sacramento Kings,pacific,501.0,9.55,294.09166666666664,276.0,213.5,451.0
San Antonio Spurs,southwest,1.29,1.01,1.2166666666666666,1.25,1.25,1.25
Houston Rockets,southwest,4.0,1.99,3.4066666666666667,3.6000000000000001,3.5249999999999999,3.7124999999999999
Dallas Mavericks,southwest,34.0,4.04,26.34,32.5,23.5,34.0
Memphis Grizzlies,southwest,101.0,4.23,59.538333333333334,67.0,55.0,67.0
New Orleans Pelicans,southwest,201.0,9.55,105.75833333333333,101.0,101.0,116.0
Toronto Raptors,atlantic,2.4,1.1,2.165,2.3799999999999999,2.3574999999999999,2.3799999999999999
Brooklyn Nets,atlantic,2.62,1.97,2.3916666666666666,2.4399999999999999,2.3799999999999999,2.5
New York Knicks,atlantic,7.0,1.97,5.7450000000000001,6.5,5.625,7.0
Boston Celtics,atlantic,9.5,2.95,7.4916666666666671,8.0,7.625,8.75
Philadelphia 76ers,atlantic,67.0,2.95,44.991666666666667,46.0,41.0,63.0
Indiana Pacers,central,1.01,1.0,1.006,1.01,1.0,1.01
Chicago Bulls,central,21.0,1.97,16.495000000000001,19.0,17.5,20.5
Detroit Pistons,central,26.0,7.84,21.306666666666668,23.0,22.25,25.25
Cleveland Cavaliers,central,151.0,7.84,93.806666666666672,113.5,63.5,126.0
Milwaukee Bucks,central,751.0,10.0,460.83333333333331,501.0,501.0,501.0
Miami Heat,southeast,1.01,1.01,1.01,1.01,1.01,1.01
Atlanta Hawks,southeast,17.0,6.7,14.950000000000001,17.0,15.5,17.0
Washington Wizards,southeast,29.0,6.7,21.949999999999999,23.0,21.5,27.5
Charlotte Bobcats,southeast,101.0,9.55,82.424999999999997,101.0,86.0,101.0
Orlando Magic,southeast,301.0,9.55,185.75833333333333,201.0,163.5,238.5
