name,division,max,min,mean,median,twentyfive,seventyfive
Oklahoma City Thunder,northwest,1.4,1.1,1.3574999999999999,1.3999999999999999,1.3899999999999999,1.3999999999999999
Portland Trail Blazers,northwest,3.0,1.48,2.67875,2.7749999999999999,2.75,2.9249999999999998
Minnesota Timberwolves,northwest,36.0,4.8,27.850000000000001,29.0,28.5,34.0
Denver Nuggets,northwest,51.0,4.8,38.725000000000001,41.0,39.25,47.25
Utah Jazz,northwest,2001.0,9.55,702.06875000000002,501.0,401.0,1001.0
Los Angeles Clippers,pacific,1.62,1.19,1.5125,1.5700000000000001,1.5375000000000001,1.5700000000000001
Golden State Warriors,pacific,2.62,1.52,2.3224999999999998,2.3899999999999997,2.3799999999999999,2.4249999999999998
Phoenix Suns,pacific,19.0,2.9,16.737500000000001,19.0,18.5,19.0
Los Angeles Lakers,pacific,81.0,6.7,55.212499999999999,59.0,51.0,67.0
Sacramento Kings,pacific,501.0,9.55,258.31875000000002,251.0,138.5,351.0
San Antonio Spurs,southwest,1.3,1.01,1.25125,1.29,1.28,1.29
Houston Rockets,southwest,3.75,1.99,3.3925000000000001,3.5,3.5,3.7000000000000002
Dallas Mavericks,southwest,34.0,3.94,24.1175,26.0,25.75,26.0
Memphis Grizzlies,southwest,101.0,4.23,57.528750000000002,51.0,46.75,75.5
New Orleans Pelicans,southwest,151.0,9.55,84.818749999999994,91.0,67.0,101.0
Toronto Raptors,atlantic,2.62,1.1,2.2662499999999999,2.3899999999999997,2.3725000000000001,2.4249999999999998
Brooklyn Nets,atlantic,2.62,1.97,2.5037500000000001,2.6000000000000001,2.5,2.6200000000000001
New York Knicks,atlantic,7.5,1.97,5.7462499999999999,6.25,5.625,6.625
Boston Celtics,atlantic,7.5,2.95,6.6812500000000004,7.0,7.0,7.5
Philadelphia 76ers,atlantic,51.0,2.95,32.243749999999999,34.0,34.0,34.0
Indiana Pacers,central,1.01,1.01,1.01,1.01,1.01,1.01
Chicago Bulls,central,21.0,1.97,17.28142857142857,21.0,17.5,21.0
Detroit Pistons,central,23.0,7.84,19.977142857142859,21.0,21.0,23.0
Cleveland Cavaliers,central,201.0,7.84,119.83428571428571,126.0,113.5,138.5
Milwaukee Bucks,central,501.0,10.0,330.85714285714283,501.0,151.0,501.0
Miami Heat,southeast,1.01,1.01,1.01,1.01,1.01,1.01
Atlanta Hawks,southeast,21.0,6.7,15.957142857142857,17.0,16.5,17.0
Washington Wizards,southeast,26.0,6.7,21.814285714285713,26.0,21.0,26.0
Charlotte Bobcats,southeast,151.0,9.55,99.364285714285714,101.0,91.0,126.0
Orlando Magic,southeast,301.0,9.55,180.79285714285714,201.0,126.0,251.0
