name,division,max,min,mean,median,twentyfive,seventyfive
Oklahoma City Thunder,northwest,1.44,1.05,1.3483333333333334,1.3999999999999999,1.3999999999999999,1.3999999999999999
Portland Trail Blazers,northwest,2.9,1.95,2.6416666666666666,2.75,2.75,2.75
Denver Nuggets,northwest,41.0,4.8,32.633333333333333,37.5,34.0,41.0
Minnesota Timberwolves,northwest,41.0,4.8,30.133333333333336,32.5,29.5,39.25
Utah Jazz,northwest,2001.0,9.55,769.0916666666667,751.0,201.0,1001.0
Los Angeles Clippers,pacific,1.56,1.5,1.53,1.53,1.5075000000000001,1.5525
Golden State Warriors,pacific,2.45,1.53,2.2766666666666668,2.4249999999999998,2.3849999999999998,2.4500000000000002
Phoenix Suns,pacific,26.0,2.9,17.316666666666666,17.5,17.0,21.75
Los Angeles Lakers,pacific,126.0,6.7,82.783333333333331,91.0,81.0,101.0
Sacramento Kings,pacific,501.0,9.55,269.09166666666664,251.0,126.0,451.0
San Antonio Spurs,southwest,1.24,1.01,1.1783333333333335,1.2,1.2,1.2150000000000001
Houston Rockets,southwest,4.5,1.99,3.9283333333333332,4.29,4.0625,4.4574999999999996
Dallas Mavericks,southwest,34.0,4.04,25.84,28.5,26.0,33.25
Memphis Grizzlies,southwest,101.0,4.23,62.538333333333334,59.0,51.0,92.5
New Orleans Pelicans,southwest,201.0,9.55,122.425,111.0,101.0,181.0
Toronto Raptors,atlantic,2.38,1.1,2.1183333333333336,2.2999999999999998,2.25,2.3725000000000001
Brooklyn Nets,atlantic,2.75,1.97,2.5016666666666665,2.585,2.5125000000000002,2.6200000000000001
New York Knicks,atlantic,5.5,1.97,4.2166666666666668,4.5,4.3725000000000005,4.5
Boston Celtics,atlantic,15.0,2.95,10.658333333333333,11.5,11.0,12.0
Philadelphia 76ers,atlantic,81.0,2.95,46.324999999999996,51.0,43.5,51.0
Indiana Pacers,central,1.01,1.0,1.006,1.01,1.0,1.01
Chicago Bulls,central,21.0,1.97,15.828333333333333,18.0,17.0,19.0
Detroit Pistons,central,26.0,7.84,21.306666666666668,23.0,22.25,25.25
Cleveland Cavaliers,central,151.0,7.84,110.47333333333334,126.0,107.25,144.75
Milwaukee Bucks,central,1001.0,10.0,519.16666666666663,501.0,201.0,876.0
Miami Heat,southeast,1.01,1.0,1.008,1.01,1.01,1.01
Atlanta Hawks,southeast,17.0,6.7,15.116666666666667,17.0,16.25,17.0
Washington Wizards,southeast,51.0,6.7,26.283333333333331,25.0,21.0,29.0
Charlotte Bobcats,southeast,101.0,9.55,79.091666666666669,91.0,81.0,101.0
Orlando Magic,southeast,301.0,9.55,185.75833333333333,201.0,113.5,288.5
