name,division,max,min,mean,median,twentyfive,seventyfive
Oklahoma City Thunder,northwest,1.29,1.19,1.2628571428571429,1.28,1.25,1.29
Portland Trail Blazers,northwest,4.5,1.95,3.7642857142857147,4.0,3.8250000000000002,4.125
Denver Nuggets,northwest,23.0,4.8,19.828571428571429,23.0,21.0,23.0
Minnesota Timberwolves,northwest,41.0,4.8,28.685714285714287,29.0,29.0,34.0
Utah Jazz,northwest,2001.0,9.55,587.93571428571431,501.0,301.0,501.0
Los Angeles Clippers,pacific,1.36,1.28,1.3314285714285714,1.3300000000000001,1.3300000000000001,1.3450000000000002
Golden State Warriors,pacific,3.4,1.95,3.0714285714285716,3.25,3.1749999999999998,3.2749999999999999
Phoenix Suns,pacific,34.0,2.9,28.842857142857145,34.0,31.5,34.0
Los Angeles Lakers,pacific,35.0,6.7,26.957142857142856,29.0,27.5,31.5
Sacramento Kings,pacific,501.0,9.55,259.3642857142857,301.0,151.0,351.0
San Antonio Spurs,southwest,1.34,1.01,1.2857142857142858,1.3300000000000001,1.3300000000000001,1.3300000000000001
Houston Rockets,southwest,3.5,1.99,3.2414285714285715,3.3999999999999999,3.3999999999999999,3.5
Dallas Mavericks,southwest,26.0,4.04,21.148571428571426,23.0,23.0,24.5
Memphis Grizzlies,southwest,67.0,4.23,42.747142857142862,51.0,37.5,51.0
New Orleans Pelicans,southwest,81.0,9.55,64.792857142857144,67.0,67.0,81.0
Brooklyn Nets,atlantic,2.0,1.69,1.89375,1.9099999999999999,1.8899999999999999,1.95
New York Knicks,atlantic,4.0,1.97,3.6462500000000002,3.875,3.7374999999999998,4.0
Toronto Raptors,atlantic,7.0,2.42,5.165,5.0,4.9749999999999996,6.0
Boston Celtics,atlantic,8.5,2.95,6.9312500000000004,7.5,7.25,7.5
Philadelphia 76ers,atlantic,51.0,2.95,35.243749999999999,34.0,34.0,43.5
Indiana Pacers,central,1.02,1.01,1.0116666666666667,1.01,1.01,1.01
Chicago Bulls,central,19.0,1.97,14.995714285714286,17.0,16.5,17.0
Detroit Pistons,central,23.0,7.84,18.548571428571428,21.0,18.0,21.0
Cleveland Cavaliers,central,151.0,7.84,112.69142857142857,126.0,101.0,151.0
Milwaukee Bucks,central,501.0,10.0,316.57142857142856,301.0,201.0,501.0
Miami Heat,southeast,1.02,1.01,1.0133333333333334,1.01,1.01,1.0175000000000001
Atlanta Hawks,southeast,21.0,6.7,15.671428571428573,17.0,14.5,18.0
Washington Wizards,southeast,23.0,6.7,19.814285714285713,21.0,21.0,23.0
Charlotte Bobcats,southeast,151.0,9.55,109.36428571428571,126.0,101.0,138.5
Orlando Magic,southeast,251.0,9.55,166.50714285714284,201.0,126.0,226.0
