name,division,max,min,mean,median,twentyfive,seventyfive
New England Patriots,AFC East,1.12,1.07,1.1023529411764708,1.1000000000000001,1.1000000000000001,1.1100000000000001
New York Jets,AFC East,11.0,7.0,10.176470588235293,11.0,9.5,11.0
Miami Dolphins,AFC East,17.0,10.0,11.941176470588236,11.0,11.0,13.0
Buffalo Bills,AFC East,101.0,32.0,74.705882352941174,81.0,67.0,81.0
Cincinnati Bengals,AFC North,1.16,1.12,1.1347058823529412,1.1299999999999999,1.1200000000000001,1.1499999999999999
Cleveland Browns,AFC North,11.0,7.0,9.5588235294117645,10.0,9.0,10.5
Baltimore Ravens,AFC North,13.0,5.18,10.275294117647059,11.0,10.0,11.0
Pittsburgh Steelers,AFC North,41.0,23.0,38.882352941176471,41.0,41.0,41.0
Indianapolis Colts,AFC South,1.11,1.05,1.0829411764705885,1.0800000000000001,1.0700000000000001,1.1000000000000001
Tennessee Titans,AFC South,10.0,5.75,7.867647058823529,8.0,7.5,8.0
Houston Texans,AFC South,51.0,8.79,26.164117647058823,26.0,26.0,26.0
Jacksonville Jaguars,AFC South,2501.0,741.0,1463.8571428571429,1001.0,1001.0,2001.0
Denver Broncos,AFC West,1.44,1.33,1.3905882352941175,1.3999999999999999,1.3899999999999999,1.3999999999999999
Kansas City Chiefs,AFC West,3.2,2.6,2.7994117647058827,2.7999999999999998,2.75,2.8799999999999999
San Diego Chargers,AFC West,101.0,8.03,62.648823529411764,67.0,67.0,67.0
Oakland Raiders,AFC West,751.0,10.0,401.69230769230768,501.0,251.0,501.0
Dallas Cowboys,NFC East,1.45,1.34,1.4149999999999996,1.4299999999999999,1.3999999999999999,1.4399999999999999
Philadelphia Eagles,NFC East,4.5,2.22,3.9435714285714285,4.0,4.0,4.2475000000000005
Washington Redskins,NFC East,12.0,8.0,10.444285714285714,11.0,10.0,11.0
New York Giants,NFC East,17.0,4.8,13.62857142857143,15.0,13.0,15.0
Green Bay Packers,NFC North,2.62,1.75,2.202666666666667,2.2000000000000002,2.0649999999999999,2.375
Detroit Lions,NFC North,3.25,2.5,2.8159999999999998,2.7999999999999998,2.75,2.8799999999999999
Chicago Bears,NFC North,4.0,2.88,3.3913333333333338,3.25,3.125,3.625
Minnesota Vikings,NFC North,251.0,48.0,191.63636363636363,251.0,126.0,251.0
New Orleans Saints,NFC South,1.33,1.2,1.2758823529411762,1.29,1.25,1.3
Carolina Panthers,NFC South,3.75,2.9,3.4441176470588233,3.5,3.25,3.75
Atlanta Falcons,NFC South,101.0,41.0,82.466666666666669,81.0,74.0,101.0
Tampa Bay Buccaneers,NFC South,1001.0,10.0,702.28571428571433,1001.0,451.0,1001.0
Seattle Seahawks,NFC West,1.5,1.4,1.4435294117647057,1.4399999999999999,1.3999999999999999,1.45
San Francisco 49ers,NFC West,2.88,2.23,2.5864705882352945,2.6000000000000001,2.5,2.6200000000000001
Arizona Cardinals,NFC West,151.0,15.3,55.723529411764702,51.0,51.0,51.0
St Louis Rams,NFC West,501.0,26.0,238.05882352941177,251.0,201.0,301.0
