name,division,max,min,mean,median,twentyfive,seventyfive
New England Patriots,AFC East,1.12,1.06,1.1010526315789477,1.1000000000000001,1.1000000000000001,1.1100000000000001
New York Jets,AFC East,15.0,9.0,12.310526315789474,13.0,11.5,13.0
Miami Dolphins,AFC East,21.0,8.22,11.274736842105263,11.0,11.0,11.0
Buffalo Bills,AFC East,34.0,21.0,30.315789473684209,30.0,29.0,34.0
Cincinnati Bengals,AFC North,1.18,1.05,1.0900000000000001,1.0800000000000001,1.0800000000000001,1.1000000000000001
Baltimore Ravens,AFC North,8.0,7.0,7.25,7.0,7.0,7.5
Pittsburgh Steelers,AFC North,41.0,10.5,33.868421052631582,34.0,34.0,38.0
Cleveland Browns,AFC North,101.0,2.16,43.797894736842103,41.0,37.5,51.0
Indianapolis Colts,AFC South,1.12,1.05,1.0922222222222222,1.1000000000000001,1.0825,1.1074999999999999
Tennessee Titans,AFC South,11.0,7.5,9.3235294117647065,9.5,8.5,10.0
Houston Texans,AFC South,15.0,1.28,12.182222222222222,13.0,12.25,13.0
Jacksonville Jaguars,AFC South,1001.0,741.0,975.0,1001.0,1001.0,1001.0
Denver Broncos,AFC West,1.36,1.26,1.3294736842105264,1.3300000000000001,1.3300000000000001,1.3500000000000001
Kansas City Chiefs,AFC West,3.5,2.95,3.1526315789473687,3.0,3.0,3.3250000000000002
San Diego Chargers,AFC West,34.0,8.6,28.13684210526316,29.0,25.5,34.0
Oakland Raiders,AFC West,501.0,10.0,246.10526315789474,251.0,200.5,301.0
Dallas Cowboys,NFC East,1.45,1.1,1.4036842105263154,1.3999999999999999,1.3999999999999999,1.4399999999999999
Philadelphia Eagles,NFC East,6.0,3.85,4.798947368421052,5.0,4.5,5.0
Washington Redskins,NFC East,8.5,4.89,7.5205263157894731,7.5,7.5,8.0
New York Giants,NFC East,15.0,1.97,12.893157894736841,13.0,13.0,15.0
Green Bay Packers,NFC North,1.36,1.1,1.3110526315789475,1.3300000000000001,1.3,1.3300000000000001
Detroit Lions,NFC North,4.5,2.99,4.1668421052631572,4.25,4.0,4.3300000000000001
Chicago Bears,NFC North,10.0,6.5,8.6257894736842093,8.5,8.5,9.0
Minnesota Vikings,NFC North,276.0,67.0,191.47368421052633,201.0,176.0,201.0
New Orleans Saints,NFC South,1.18,1.07,1.0994736842105266,1.1000000000000001,1.0900000000000001,1.1000000000000001
Carolina Panthers,NFC South,6.5,4.75,6.0599999999999996,6.0,6.0,6.5
Atlanta Falcons,NFC South,51.0,29.0,45.222222222222221,46.0,41.0,51.0
Tampa Bay Buccaneers,NFC South,1001.0,401.0,791.0,1001.0,501.0,1001.0
Seattle Seahawks,NFC West,1.5,1.28,1.4112499999999999,1.4199999999999999,1.3999999999999999,1.4399999999999999
San Francisco 49ers,NFC West,2.88,2.16,2.6362500000000004,2.6200000000000001,2.6150000000000002,2.75
Arizona Cardinals,NFC West,151.0,15.3,56.893749999999997,50.5,41.0,55.0
St Louis Rams,NFC West,151.0,26.0,103.375,101.0,95.25,107.25
