name,division,max,min,mean,median,twentyfive,seventyfive
New England Patriots,AFC East,1.29,1.2,1.2373684210526317,1.24,1.22,1.25
New York Jets,AFC East,8.5,7.0,7.5705263157894738,7.5,7.5,7.6699999999999999
Miami Dolphins,AFC East,9.0,7.0,7.6494736842105269,7.5,7.5,7.6699999999999999
Buffalo Bills,AFC East,26.0,17.0,22.842105263157894,23.0,21.0,26.0
Cincinnati Bengals,AFC North,1.29,1.22,1.2489473684210526,1.25,1.25,1.25
Baltimore Ravens,AFC North,7.0,4.99,5.9205263157894734,6.0,5.5,6.0
Pittsburgh Steelers,AFC North,13.0,9.0,11.231578947368421,11.0,11.0,12.0
Cleveland Browns,AFC North,19.0,13.0,16.768421052631581,17.0,17.0,17.0
Indianapolis Colts,AFC South,1.14,1.06,1.1122222222222222,1.1150000000000002,1.1000000000000001,1.1200000000000001
Tennessee Titans,AFC South,12.0,6.7,9.4833333333333325,9.25,9.0,10.75
Houston Texans,AFC South,15.0,6.89,10.327222222222222,10.5,9.0,11.0
Jacksonville Jaguars,AFC South,1001.0,251.0,875.16666666666663,1001.0,936.0,1001.0
Denver Broncos,AFC West,1.36,1.22,1.3205263157894738,1.3300000000000001,1.3,1.3300000000000001
Kansas City Chiefs,AFC West,4.33,3.0,3.4036842105263152,3.3999999999999999,3.25,3.5
San Diego Chargers,AFC West,29.0,7.84,21.149473684210523,21.0,19.0,23.0
Oakland Raiders,AFC West,501.0,10.0,239.76470588235293,251.0,201.0,251.0
Dallas Cowboys,NFC East,1.44,1.34,1.3810526315789471,1.3999999999999999,1.3600000000000001,1.3999999999999999
Philadelphia Eagles,NFC East,5.0,3.75,4.4042105263157891,4.5,4.415,4.5
Washington Redskins,NFC East,8.5,6.32,7.09578947368421,7.0,6.5,7.5
New York Giants,NFC East,51.0,19.0,34.210526315789473,34.0,26.0,40.5
Green Bay Packers,NFC North,1.44,1.29,1.3499999999999999,1.355,1.3149999999999999,1.3600000000000001
Detroit Lions,NFC North,5.0,3.76,4.5233333333333334,4.5,4.5,4.5
Chicago Bears,NFC North,8.0,5.0,6.9372222222222222,7.0,6.5,7.5
Minnesota Vikings,NFC North,151.0,51.0,88.555555555555557,81.0,70.5,98.75
New Orleans Saints,NFC South,1.17,1.1,1.1226315789473684,1.1200000000000001,1.1100000000000001,1.1299999999999999
Carolina Panthers,NFC South,7.5,5.37,6.7826315789473686,7.0,6.75,7.0
Atlanta Falcons,NFC South,19.0,11.0,13.555555555555555,13.0,13.0,14.5
Tampa Bay Buccaneers,NFC South,501.0,121.0,402.42857142857144,451.0,326.0,501.0
Seattle Seahawks,NFC West,1.45,1.36,1.4084210526315786,1.3999999999999999,1.3999999999999999,1.4299999999999999
San Francisco 49ers,NFC West,3.04,2.6,2.7568421052631584,2.75,2.75,2.75
St Louis Rams,NFC West,81.0,8.79,70.6935294117647,76.0,67.0,81.0
Arizona Cardinals,NFC West,151.0,15.3,70.331578947368413,67.0,67.0,71.5
