name,division,max,min,mean,median,twentyfive,seventyfive
New England Patriots,AFC East,1.11,1.06,1.0923529411764705,1.1000000000000001,1.0800000000000001,1.1000000000000001
New York Jets,AFC East,11.0,6.0,8.3235294117647065,8.5,8.0,9.0
Miami Dolphins,AFC East,26.0,13.0,16.588235294117649,15.0,15.0,17.0
Buffalo Bills,AFC East,151.0,81.0,135.0,151.0,126.0,151.0
Cincinnati Bengals,AFC North,1.36,1.2,1.3194736842105264,1.3300000000000001,1.3,1.3300000000000001
Baltimore Ravens,AFC North,6.5,5.5,6.0,6.0,6.0,6.0
Cleveland Browns,AFC North,7.5,5.5,6.5263157894736841,6.5,6.0,7.0
Pittsburgh Steelers,AFC North,26.0,15.0,22.631578947368421,23.0,21.0,24.0
Indianapolis Colts,AFC South,1.1,1.06,1.0847058823529412,1.0800000000000001,1.0800000000000001,1.1000000000000001
Tennessee Titans,AFC South,9.0,6.5,7.2941176470588234,7.0,7.0,7.5
Houston Texans,AFC South,41.0,23.0,30.882352941176471,34.0,26.0,34.0
Jacksonville Jaguars,AFC South,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0
Denver Broncos,AFC West,1.4,1.25,1.3755555555555554,1.3999999999999999,1.3600000000000001,1.3999999999999999
Kansas City Chiefs,AFC West,3.4,2.6,2.8372222222222221,2.7999999999999998,2.7125000000000004,2.8799999999999999
San Diego Chargers,AFC West,201.0,67.0,115.4375,101.0,96.0,132.25
Oakland Raiders,AFC West,751.0,151.0,506.55555555555554,501.0,501.0,501.0
Dallas Cowboys,NFC East,2.2,1.83,2.0211111111111113,2.0,2.0,2.0499999999999998
Philadelphia Eagles,NFC East,2.6,2.3,2.4644444444444442,2.5,2.4249999999999998,2.5
Washington Redskins,NFC East,10.0,9.0,9.5,9.5,9.0,10.0
New York Giants,NFC East,12.0,7.0,9.2222222222222214,9.0,9.0,9.875
Detroit Lions,NFC North,1.62,1.5,1.5616666666666665,1.5700000000000001,1.5550000000000002,1.5700000000000001
Green Bay Packers,NFC North,4.0,3.5,3.8611111111111112,3.875,3.75,4.0
Chicago Bears,NFC North,5.5,4.25,4.5322222222222219,4.5,4.5,4.5
Minnesota Vikings,NFC North,1001.0,101.0,252.92307692307693,201.0,151.0,251.0
New Orleans Saints,NFC South,1.44,1.25,1.3405882352941176,1.3500000000000001,1.3,1.3600000000000001
Carolina Panthers,NFC South,3.4,2.62,3.0229411764705882,3.0,2.7999999999999998,3.2000000000000002
Atlanta Falcons,NFC South,201.0,41.0,161.0,176.0,151.0,201.0
Tampa Bay Buccaneers,NFC South,2011.0,401.0,1183.0,1501.0,501.0,1501.0
Seattle Seahawks,NFC West,1.14,1.08,1.1111111111111112,1.1100000000000001,1.1000000000000001,1.1200000000000001
San Francisco 49ers,NFC West,6.0,5.0,5.5,5.5,5.5,5.5
Arizona Cardinals,NFC West,101.0,41.0,49.222222222222221,50.0,41.0,51.0
St Louis Rams,NFC West,276.0,81.0,181.0,201.0,151.0,201.0
