name,division,max,min,mean,median,twentyfive,seventyfive
New England Patriots,AFC East,1.29,1.2,1.236842105263158,1.24,1.22,1.25
Miami Dolphins,AFC East,8.5,7.0,7.6131578947368421,7.5,7.5,7.5750000000000002
New York Jets,AFC East,8.5,7.0,7.5905263157894733,7.5,7.5,7.75
Buffalo Bills,AFC East,29.0,17.0,23.105263157894736,23.0,21.0,26.0
Cincinnati Bengals,AFC North,1.29,1.22,1.2473684210526315,1.25,1.25,1.25
Baltimore Ravens,AFC North,7.0,4.8,5.9105263157894736,6.0,5.5,6.0
Pittsburgh Steelers,AFC North,13.0,9.0,11.178947368421053,11.0,11.0,11.5
Cleveland Browns,AFC North,19.0,13.0,16.768421052631581,17.0,17.0,17.0
Indianapolis Colts,AFC South,1.14,1.06,1.1133333333333335,1.1150000000000002,1.1000000000000001,1.1200000000000001
Tennessee Titans,AFC South,12.0,7.5,9.6764705882352935,9.5,9.0,11.0
Houston Texans,AFC South,15.0,1.28,9.9044444444444437,10.0,9.0,11.0
Jacksonville Jaguars,AFC South,1001.0,2.9,813.6583333333333,1001.0,876.0,1001.0
Denver Broncos,AFC West,1.36,1.22,1.3226315789473684,1.3300000000000001,1.3,1.3300000000000001
Kansas City Chiefs,AFC West,4.33,2.62,3.3552631578947363,3.3999999999999999,3.25,3.5
San Diego Chargers,AFC West,29.0,7.84,21.30736842105263,21.0,19.0,25.0
Oakland Raiders,AFC West,501.0,10.0,232.94736842105263,251.0,225.5,251.0
Dallas Cowboys,NFC East,1.4,1.31,1.3773684210526314,1.3999999999999999,1.3600000000000001,1.3999999999999999
Philadelphia Eagles,NFC East,5.0,3.75,4.4305263157894732,4.5,4.5,4.5
Washington Redskins,NFC East,8.5,4.89,6.994210526315789,7.0,6.5,7.5
New York Giants,NFC East,67.0,23.0,36.842105263157897,34.0,31.5,41.0
Green Bay Packers,NFC North,1.44,1.29,1.3466666666666667,1.355,1.3075000000000001,1.3600000000000001
Detroit Lions,NFC North,5.0,3.85,4.5377777777777775,4.5,4.5,4.5
Chicago Bears,NFC North,8.0,5.0,6.958333333333333,7.0,6.5,7.5
Minnesota Vikings,NFC North,151.0,51.0,87.444444444444443,81.0,70.5,94.0
New Orleans Saints,NFC South,1.17,1.1,1.1231578947368424,1.1200000000000001,1.1150000000000002,1.1299999999999999
Carolina Panthers,NFC South,7.5,5.5,6.8026315789473681,7.0,6.75,7.0
Atlanta Falcons,NFC South,19.0,11.0,13.555555555555555,13.0,13.0,14.5
Tampa Bay Buccaneers,NFC South,501.0,121.0,414.625,500.0,376.0,501.0
Seattle Seahawks,NFC West,1.45,1.33,1.4057894736842103,1.3999999999999999,1.3999999999999999,1.4299999999999999
San Francisco 49ers,NFC West,3.0,2.6,2.7521052631578953,2.75,2.75,2.75
St Louis Rams,NFC West,81.0,8.79,69.357368421052627,67.0,67.0,81.0
Arizona Cardinals,NFC West,101.0,15.3,68.542105263157893,67.0,67.0,71.5
