name,division,max,min,mean,median,twentyfive,seventyfive
New England Patriots,AFC East,1.33,1.25,1.29,1.29,1.28,1.3
Miami Dolphins,AFC East,4.5,3.42,4.1281818181818188,4.25,4.0,4.3300000000000001
New York Jets,AFC East,34.0,11.4,18.400000000000002,17.0,15.0,17.0
Buffalo Bills,AFC East,40.0,15.0,27.818181818181817,34.0,19.0,34.0
Cincinnati Bengals,AFC North,1.83,1.31,1.7600000000000002,1.8,1.8,1.8300000000000001
Baltimore Ravens,AFC North,2.62,2.04,2.4618181818181815,2.5,2.4500000000000002,2.5
Pittsburgh Steelers,AFC North,13.0,5.94,10.539999999999999,11.0,10.5,11.5
Cleveland Browns,AFC North,15.0,8.03,12.548181818181819,13.0,12.0,13.0
Houston Texans,AFC South,1.57,1.5,1.5409090909090912,1.53,1.53,1.5700000000000001
Indianapolis Colts,AFC South,4.0,2.95,3.5681818181818183,3.75,3.3999999999999999,3.75
Tennessee Titans,AFC South,6.0,3.38,5.4436363636363643,5.5,5.5,6.0
Jacksonville Jaguars,AFC South,501.0,1.95,205.63181818181818,201.0,126.0,251.0
Denver Broncos,AFC West,1.28,1.17,1.1909090909090907,1.1699999999999999,1.1699999999999999,1.1899999999999999
Kansas City Chiefs,AFC West,5.0,3.94,4.7063636363636361,5.0,4.5,5.0
San Diego Chargers,AFC West,26.0,17.1,22.099999999999998,21.0,21.0,23.0
Oakland Raiders,AFC West,101.0,67.0,78.799999999999997,81.0,70.5,81.0
Dallas Cowboys,NFC East,2.1,1.48,1.9154545454545451,1.9099999999999999,1.9099999999999999,2.0
Philadelphia Eagles,NFC East,5.0,3.38,4.3600000000000003,4.5,4.165,4.5
New York Giants,NFC East,6.7,5.0,5.3136363636363635,5.0,5.0,5.5
Washington Redskins,NFC East,6.7,4.5,5.245454545454546,5.0,5.0,5.5
Green Bay Packers,NFC North,2.2,1.95,2.1545454545454543,2.2000000000000002,2.125,2.2000000000000002
Chicago Bears,NFC North,2.4,2.25,2.2981818181818183,2.25,2.25,2.3500000000000001
Detroit Lions,NFC North,5.5,3.52,4.956363636363637,5.0,5.0,5.0
Minnesota Vikings,NFC North,41.0,21.0,34.090909090909093,34.0,34.0,34.0
New Orleans Saints,NFC South,1.53,1.13,1.4636363636363634,1.5,1.47,1.5150000000000001
Atlanta Falcons,NFC South,3.75,3.04,3.4490909090909088,3.5,3.3250000000000002,3.5
Carolina Panthers,NFC South,11.0,6.7,8.6545454545454543,9.0,8.0,9.0
Tampa Bay Buccaneers,NFC South,26.0,15.3,22.481818181818184,26.0,19.0,26.0
Seattle Seahawks,NFC West,1.4,1.1,1.320909090909091,1.3300000000000001,1.3149999999999999,1.3600000000000001
San Francisco 49ers,NFC West,3.75,3.25,3.4745454545454546,3.5,3.4350000000000001,3.5
St Louis Rams,NFC West,21.0,12.9,18.627272727272729,19.0,17.0,21.0
Arizona Cardinals,NFC West,51.0,18.1,41.918181818181822,41.0,41.0,51.0
