name,division,max,min,mean,median,twentyfive,seventyfive
New England Patriots,AFC East,1.18,1.08,1.1368421052631579,1.1399999999999999,1.1349999999999998,1.1499999999999999
Miami Dolphins,AFC East,6.5,4.89,5.9152631578947368,6.0,6.0,6.0
New York Jets,AFC East,24.0,17.0,20.105263157894736,21.0,19.0,21.0
Buffalo Bills,AFC East,101.0,34.0,46.10526315789474,41.0,41.0,51.0
Cincinnati Bengals,AFC North,1.68,1.5,1.5978947368421057,1.5700000000000001,1.5700000000000001,1.6200000000000001
Baltimore Ravens,AFC North,3.52,2.88,3.1452631578947368,3.2000000000000002,3.0,3.25
Cleveland Browns,AFC North,10.0,7.0,8.8763157894736846,9.0,8.5,9.5
Pittsburgh Steelers,AFC North,26.0,15.0,19.684210526315791,20.0,17.0,22.0
Indianapolis Colts,AFC South,1.4,1.28,1.36625,1.3799999999999999,1.3525,1.3999999999999999
Houston Texans,AFC South,5.5,1.28,4.7518750000000001,5.0,5.0,5.0
Tennessee Titans,AFC South,7.5,5.0,5.7333333333333334,5.5,5.5,6.0
Jacksonville Jaguars,AFC South,1001.0,501.0,801.79999999999995,751.0,633.0,1001.0
Denver Broncos,AFC West,1.35,1.12,1.1566666666666667,1.1399999999999999,1.1399999999999999,1.1499999999999999
Kansas City Chiefs,AFC West,5.5,4.32,5.0455555555555556,5.0,5.0,5.375
San Diego Chargers,AFC West,101.0,7.84,33.880000000000003,34.0,26.75,34.0
Oakland Raiders,AFC West,501.0,10.5,220.86111111111111,201.0,200.25,251.0
Dallas Cowboys,NFC East,1.91,1.55,1.7010526315789478,1.6699999999999999,1.6599999999999999,1.75
Philadelphia Eagles,NFC East,2.75,2.04,2.5673684210526315,2.6200000000000001,2.4850000000000003,2.75
Washington Redskins,NFC East,10.0,6.89,8.7836842105263155,9.0,8.25,9.25
New York Giants,NFC East,67.0,19.0,48.789473684210527,51.0,41.0,51.0
Green Bay Packers,NFC North,1.86,1.65,1.72,1.73,1.6699999999999999,1.74
Chicago Bears,NFC North,4.0,3.23,3.8147368421052632,3.75,3.75,4.0
Detroit Lions,NFC North,4.5,3.5,4.0221052631578944,4.0,4.0,4.0
Minnesota Vikings,NFC North,81.0,51.0,68.05263157894737,67.0,67.0,67.0
New Orleans Saints,NFC South,1.15,1.07,1.0926315789473686,1.1000000000000001,1.0800000000000001,1.1000000000000001
Carolina Panthers,NFC South,15.0,3.33,8.8331578947368428,8.5,8.0,9.0
Atlanta Falcons,NFC South,17.0,9.0,13.722222222222221,15.0,13.0,15.0
Tampa Bay Buccaneers,NFC South,1001.0,9.55,187.92368421052632,151.0,111.0,151.0
Seattle Seahawks,NFC West,1.53,1.42,1.4778947368421054,1.5,1.4399999999999999,1.5
San Francisco 49ers,NFC West,2.95,2.5,2.6394736842105271,2.6200000000000001,2.6000000000000001,2.7000000000000002
St Louis Rams,NFC West,51.0,19.0,36.94736842105263,34.0,34.0,41.0
Arizona Cardinals,NFC West,67.0,34.0,43.578947368421055,41.0,34.5,51.0
