name,division,max,min,mean,median,twentyfive,seventyfive
New England Patriots,AFC East,1.11,1.08,1.0958823529411765,1.1000000000000001,1.0900000000000001,1.1000000000000001
New York Jets,AFC East,9.0,6.0,8.1417647058823519,8.0,8.0,8.5
Miami Dolphins,AFC East,32.0,13.0,16.941176470588236,15.0,15.0,17.0
Buffalo Bills,AFC East,151.0,10.0,128.59999999999999,151.0,113.5,151.0
Cincinnati Bengals,AFC North,1.36,1.2,1.3210000000000002,1.3300000000000001,1.3,1.3300000000000001
Baltimore Ravens,AFC North,6.5,4.89,5.9444999999999997,6.0,6.0,6.0
Cleveland Browns,AFC North,8.0,4.32,6.4409999999999998,6.5,6.0,7.0
Pittsburgh Steelers,AFC North,26.0,12.9,22.145,23.0,21.0,23.5
Indianapolis Colts,AFC South,1.11,1.06,1.0857894736842106,1.0800000000000001,1.0800000000000001,1.1000000000000001
Tennessee Titans,AFC South,10.0,3.94,7.2073684210526316,7.0,7.0,7.75
Houston Texans,AFC South,34.0,4.89,28.783684210526314,29.0,26.0,34.0
Jacksonville Jaguars,AFC South,1001.0,2.9,834.64999999999998,1001.0,1001.0,1001.0
Denver Broncos,AFC West,1.51,1.25,1.3805263157894736,1.3999999999999999,1.3600000000000001,1.3999999999999999
Kansas City Chiefs,AFC West,3.5,2.52,2.8257894736842104,2.7999999999999998,2.7000000000000002,2.8799999999999999
San Diego Chargers,AFC West,209.0,67.0,120.94117647058823,101.0,101.0,151.0
Oakland Raiders,AFC West,751.0,10.0,456.89999999999998,501.0,426.0,501.0
Dallas Cowboys,NFC East,2.3,1.83,2.0257894736842106,2.0,2.0,2.0499999999999998
Philadelphia Eagles,NFC East,2.67,2.3,2.4815789473684209,2.5,2.4500000000000002,2.5
Washington Redskins,NFC East,10.0,8.79,9.4100000000000001,9.0,9.0,10.0
New York Giants,NFC East,12.0,7.0,9.3421052631578956,9.0,9.0,10.0
Detroit Lions,NFC North,1.62,1.5,1.5594736842105263,1.5700000000000001,1.54,1.5700000000000001
Green Bay Packers,NFC North,4.0,3.5,3.8431578947368421,3.75,3.75,4.0
Chicago Bears,NFC North,5.94,4.25,4.6063157894736841,4.5,4.5,4.5
Minnesota Vikings,NFC North,1001.0,48.0,238.28571428571428,201.0,132.25,251.0
New Orleans Saints,NFC South,1.47,1.25,1.337777777777778,1.3450000000000002,1.2925,1.3600000000000001
Carolina Panthers,NFC South,3.4,2.5,3.0177777777777779,3.0,2.8249999999999997,3.2374999999999998
Atlanta Falcons,NFC South,950.0,41.0,231.81818181818181,176.0,151.0,201.0
Tampa Bay Buccaneers,NFC South,2011.0,20.0,990.85714285714289,1001.0,451.0,1501.0
Seattle Seahawks,NFC West,1.14,1.08,1.1121052631578949,1.1100000000000001,1.1000000000000001,1.1200000000000001
San Francisco 49ers,NFC West,6.0,2.18,5.2989473684210529,5.5,5.5,5.5
Arizona Cardinals,NFC West,101.0,15.3,47.436842105263153,50.0,41.0,51.0
St Louis Rams,NFC West,276.0,1.01,170.41235294117649,201.0,151.0,201.0
