name,division,max,min,mean,median,twentyfive,seventyfive
New England Patriots,AFC East,1.33,1.25,1.2899999999999998,1.3,1.28,1.3
Miami Dolphins,AFC East,4.5,3.28,4.2471428571428573,4.3300000000000001,4.2324999999999999,4.4574999999999996
Buffalo Bills,AFC East,17.0,11.9,15.921428571428573,17.0,15.0,17.0
New York Jets,AFC East,21.0,1.95,18.067857142857143,20.0,17.0,21.0
Baltimore Ravens,AFC North,1.95,1.95,1.95,1.95,1.95,1.95
Cincinnati Bengals,AFC North,2.29,2.29,2.29,2.29,2.29,2.29
Pittsburgh Steelers,AFC North,2.73,2.73,2.73,2.73,2.73,2.73
Houston Texans,AFC South,1.37,1.25,1.304,1.3,1.29,1.3
Indianapolis Colts,AFC South,5.0,4.5,4.6538461538461542,4.5,4.5,5.0
Tennessee Titans,AFC South,8.5,4.89,7.7421428571428574,8.0,8.0,8.0
Jacksonville Jaguars,AFC South,225.0,2.9,146.06,151.0,113.5,201.0
Denver Broncos,AFC West,1.2,1.14,1.1780000000000002,1.1699999999999999,1.1699999999999999,1.1899999999999999
Kansas City Chiefs,AFC West,6.0,4.51,5.6435714285714287,5.5,5.5,6.0
San Diego Chargers,AFC West,15.0,8.03,12.502142857142857,13.0,11.25,13.0
Oakland Raiders,AFC West,81.0,7.46,58.032857142857146,67.0,51.0,67.0
Dallas Cowboys,NFC East,3.2,2.42,2.817333333333333,2.7999999999999998,2.75,2.9399999999999999
New York Giants,NFC East,4.0,3.15,3.7306666666666661,3.75,3.7050000000000001,3.875
Philadelphia Eagles,NFC East,4.0,2.93,3.6286666666666672,3.75,3.5499999999999998,3.75
Washington Redskins,NFC East,5.0,3.75,4.3786666666666658,4.5,4.3300000000000001,4.5
Green Bay Packers,NFC North,1.71,1.55,1.6473333333333333,1.6699999999999999,1.6299999999999999,1.6699999999999999
Chicago Bears,NFC North,3.57,2.88,3.0792857142857142,3.0,3.0,3.1750000000000003
Detroit Lions,NFC North,8.5,4.89,7.7064285714285718,8.0,8.0,8.0
Minnesota Vikings,NFC North,23.0,12.9,18.564285714285713,19.0,17.0,21.0
New Orleans Saints,NFC South,2.1,1.77,1.988,2.0,2.0,2.0
Atlanta Falcons,NFC South,2.4,2.14,2.2678571428571428,2.25,2.25,2.25
Carolina Panthers,NFC South,11.0,7.84,9.9885714285714293,10.0,10.0,10.75
Tampa Bay Buccaneers,NFC South,13.0,9.0,11.778571428571428,12.449999999999999,11.0,13.0
Seattle Seahawks,NFC West,1.8,1.67,1.7293333333333332,1.73,1.6850000000000001,1.7650000000000001
San Francisco 49ers,NFC West,2.4,2.25,2.3364285714285713,2.3799999999999999,2.2999999999999998,2.3799999999999999
St Louis Rams,NFC West,15.0,11.0,12.87857142857143,13.0,13.0,13.0
Arizona Cardinals,NFC West,34.0,15.7,27.913333333333334,29.0,26.0,30.5
