name,division,max,min,mean,median,twentyfive,seventyfive
New England Patriots,AFC East,1.1,1.05,1.0687500000000001,1.0700000000000001,1.0674999999999999,1.0700000000000001
Miami Dolphins,AFC East,12.0,11.0,11.25,11.0,11.0,11.25
New York Jets,AFC East,15.0,11.0,13.125,13.0,12.75,14.25
Buffalo Bills,AFC East,101.0,50.0,70.0,67.0,51.0,81.0
Cincinnati Bengals,AFC North,1.15,1.1,1.1100000000000001,1.1000000000000001,1.1000000000000001,1.1200000000000001
Baltimore Ravens,AFC North,13.0,13.0,13.0,13.0,13.0,13.0
Pittsburgh Steelers,AFC North,15.0,13.0,14.176470588235293,15.0,13.0,15.0
Cleveland Browns,AFC North,19.0,12.0,15.529411764705882,17.0,13.0,17.0
Indianapolis Colts,AFC South,1.03,1.01,1.0218750000000001,1.02,1.02,1.0225
Tennessee Titans,AFC South,13.0,10.0,11.4375,11.0,11.0,12.0
Houston Texans,AFC South,251.0,101.0,220.07692307692307,251.0,200.0,251.0
Jacksonville Jaguars,AFC South,1501.0,1001.0,1167.6666666666667,1001.0,1001.0,1251.0
Denver Broncos,AFC West,1.33,1.25,1.274375,1.2650000000000001,1.25,1.2925
Kansas City Chiefs,AFC West,3.75,3.2,3.5,3.5,3.3999999999999999,3.5625
San Diego Chargers,AFC West,201.0,101.0,189.30769230769232,201.0,200.0,201.0
Oakland Raiders,AFC West,251.0,151.0,215.80000000000001,201.0,200.25,251.0
Philadelphia Eagles,NFC East,1.91,1.6,1.7837499999999999,1.8149999999999999,1.7825000000000002,1.8300000000000001
Dallas Cowboys,NFC East,3.0,2.5,2.7293750000000001,2.75,2.7374999999999998,2.75
New York Giants,NFC East,6.0,5.5,5.8125,6.0,5.5,6.0
Washington Redskins,NFC East,67.0,41.0,52.0,51.0,50.0,51.0
Detroit Lions,NFC North,2.0,1.67,1.8956249999999999,1.9099999999999999,1.8300000000000001,1.9624999999999999
Chicago Bears,NFC North,4.0,2.75,3.125,3.0,3.0,3.1375000000000002
Green Bay Packers,NFC North,4.0,3.5,3.890625,4.0,3.75,4.0
Minnesota Vikings,NFC North,301.0,101.0,235.80000000000001,251.0,250.0,251.0
New Orleans Saints,NFC South,1.35,1.2,1.2806250000000001,1.29,1.2774999999999999,1.29
Carolina Panthers,NFC South,3.75,3.2,3.4812500000000002,3.5,3.25,3.5625
Atlanta Falcons,NFC South,751.0,250.0,417.44444444444446,401.0,301.0,501.0
Tampa Bay Buccaneers,NFC South,1001.0,501.0,782.0,750.5,687.75,1001.0
Seattle Seahawks,NFC West,1.02,1.01,1.0106666666666666,1.01,1.01,1.01
San Francisco 49ers,NFC West,21.0,15.0,18.466666666666665,19.0,17.0,21.0
Arizona Cardinals,NFC West,67.0,29.0,37.866666666666667,34.0,34.0,41.0
St Louis Rams,NFC West,501.0,201.0,293.15384615384613,251.0,250.0,301.0
