name,division,max,min,mean,median,twentyfive,seventyfive
New England Patriots,AFC East,1.38,1.25,1.2954999999999999,1.3,1.29,1.3
Miami Dolphins,AFC East,4.5,3.85,4.2214999999999989,4.3149999999999995,4.0,4.3300000000000001
Buffalo Bills,AFC East,17.0,5.75,15.762499999999999,17.0,15.0,17.0
New York Jets,AFC East,23.0,1.95,18.8475,20.5,18.5,21.0
Cincinnati Bengals,AFC North,2.1,1.9,2.0055555555555555,2.0,1.9475,2.0875000000000004
Baltimore Ravens,AFC North,2.88,2.63,2.7688888888888896,2.75,2.75,2.7874999999999996
Pittsburgh Steelers,AFC North,6.0,4.75,5.2522222222222217,5.0,5.0,5.5
Cleveland Browns,AFC North,21.0,12.0,14.944444444444445,15.0,13.0,15.0
Houston Texans,AFC South,1.37,1.25,1.3026315789473686,1.3,1.3,1.3
Indianapolis Colts,AFC South,5.37,4.3,4.662105263157895,4.5,4.5,5.0
Tennessee Titans,AFC South,8.5,5.7,7.7778947368421054,8.0,7.54,8.0
Jacksonville Jaguars,AFC South,225.0,1.74,141.93368421052631,151.0,101.0,201.0
Denver Broncos,AFC West,1.29,1.15,1.2056249999999997,1.2,1.1699999999999999,1.22
Kansas City Chiefs,AFC West,5.5,3.52,4.8512499999999994,5.0,4.5749999999999993,5.0625
San Diego Chargers,AFC West,17.0,13.0,14.866666666666667,15.0,14.0,15.0
Oakland Raiders,AFC West,151.0,3.85,71.553124999999994,67.0,67.0,81.0
Dallas Cowboys,NFC East,2.88,2.3,2.6868749999999997,2.75,2.7124999999999999,2.75
New York Giants,NFC East,4.33,3.25,3.7068750000000001,3.625,3.5,3.8125
Washington Redskins,NFC East,5.0,3.38,4.2437499999999995,4.3300000000000001,4.0,4.5
Philadelphia Eagles,NFC East,5.0,3.5,4.216874999999999,4.3149999999999995,3.9624999999999999,4.3725000000000005
Green Bay Packers,NFC North,1.67,1.55,1.6415,1.6499999999999999,1.6200000000000001,1.6699999999999999
Chicago Bears,NFC North,3.25,2.73,3.0036842105263157,3.0,3.0,3.0
Detroit Lions,NFC North,8.5,6.8,7.7820000000000009,8.0,7.7549999999999999,8.0
Minnesota Vikings,NFC North,26.0,1.07,18.903500000000001,20.0,17.0,21.0
New Orleans Saints,NFC South,2.1,1.67,1.9735000000000003,2.0,2.0,2.0
Atlanta Falcons,NFC South,3.25,2.2,2.3435000000000001,2.25,2.25,2.3799999999999999
Carolina Panthers,NFC South,11.0,7.5,9.8994999999999997,10.0,9.1499999999999986,11.0
Tampa Bay Buccaneers,NFC South,15.0,9.0,12.578947368421053,13.0,11.0,13.0
Seattle Seahawks,NFC West,1.8,1.53,1.6930000000000001,1.7,1.6699999999999999,1.73
San Francisco 49ers,NFC West,2.88,2.25,2.4489999999999998,2.3799999999999999,2.3799999999999999,2.52
St Louis Rams,NFC West,15.0,9.4,12.290000000000001,13.0,11.0,13.0
Arizona Cardinals,NFC West,34.0,16.2,28.060000000000002,29.0,26.0,34.0
