name,division,max,min,mean,median,twentyfive,seventyfive
New England Patriots,AFC East,1.29,1.2,1.2373684210526317,1.24,1.22,1.25
New York Jets,AFC East,8.5,7.0,7.6168421052631574,7.5,7.5,8.0
Miami Dolphins,AFC East,9.0,7.0,7.6494736842105269,7.5,7.5,7.6699999999999999
Buffalo Bills,AFC East,26.0,17.0,22.736842105263158,21.0,21.0,26.0
Cincinnati Bengals,AFC North,1.29,1.22,1.2478947368421054,1.25,1.25,1.25
Baltimore Ravens,AFC North,7.0,4.99,5.9205263157894734,6.0,5.5,6.0
Pittsburgh Steelers,AFC North,13.0,9.0,11.336842105263159,11.0,11.0,12.0
Cleveland Browns,AFC North,19.0,13.0,16.978947368421053,17.0,17.0,17.0
Indianapolis Colts,AFC South,1.14,1.06,1.1127777777777779,1.1200000000000001,1.1000000000000001,1.1200000000000001
Tennessee Titans,AFC South,12.0,6.7,9.4277777777777771,9.25,8.5,10.75
Houston Texans,AFC South,15.0,6.89,10.549444444444443,11.0,9.25,11.0
Jacksonville Jaguars,AFC South,1001.0,251.0,875.16666666666663,1001.0,936.0,1001.0
Denver Broncos,AFC West,1.36,1.3,1.3310526315789477,1.3300000000000001,1.3250000000000002,1.3500000000000001
Kansas City Chiefs,AFC West,3.5,2.65,3.3052631578947369,3.25,3.25,3.5
San Diego Chargers,AFC West,29.0,7.84,21.254736842105263,21.0,19.0,23.0
Oakland Raiders,AFC West,501.0,10.0,239.76470588235293,251.0,201.0,251.0
Dallas Cowboys,NFC East,1.44,1.36,1.392631578947368,1.3999999999999999,1.3799999999999999,1.3999999999999999
Philadelphia Eagles,NFC East,5.0,3.75,4.351578947368421,4.5,4.125,4.5
Washington Redskins,NFC East,8.0,6.32,7.1221052631578941,7.0,6.5,7.5
New York Giants,NFC East,51.0,20.0,32.842105263157897,34.0,26.0,37.5
Green Bay Packers,NFC North,1.44,1.28,1.3577777777777778,1.3600000000000001,1.3300000000000001,1.3999999999999999
Detroit Lions,NFC North,5.0,3.66,4.4622222222222216,4.5,4.5,4.5
Chicago Bears,NFC North,8.0,5.0,6.8816666666666668,7.0,6.5,7.375
Minnesota Vikings,NFC North,151.0,51.0,88.555555555555557,81.0,70.5,98.75
New Orleans Saints,NFC South,1.2,1.1,1.1421428571428571,1.1399999999999999,1.1399999999999999,1.1399999999999999
Carolina Panthers,NFC South,6.5,3.94,5.6207142857142856,5.75,5.5,6.0
Atlanta Falcons,NFC South,19.0,11.0,15.461538461538462,15.0,15.0,17.0
Tampa Bay Buccaneers,NFC South,1001.0,251.0,543.85714285714289,501.0,401.0,626.0
Seattle Seahawks,NFC West,1.45,1.34,1.4047368421052626,1.3999999999999999,1.3999999999999999,1.4299999999999999
San Francisco 49ers,NFC West,3.04,2.6,2.7505263157894744,2.75,2.75,2.75
St Louis Rams,NFC West,81.0,8.79,71.673157894736846,80.0,67.0,81.0
Arizona Cardinals,NFC West,151.0,15.3,68.752631578947373,67.0,67.0,71.5
