name,division,max,min,mean,median,twentyfive,seventyfive
New England Patriots,AFC East,1.33,1.25,1.2985000000000002,1.3,1.29,1.3025000000000002
Miami Dolphins,AFC East,4.5,3.5,3.867,4.0,3.6074999999999999,4.0
New York Jets,AFC East,28.0,15.0,18.149999999999999,17.0,17.0,20.0
Buffalo Bills,AFC East,40.0,17.0,30.399999999999999,34.0,26.0,34.0
Cincinnati Bengals,AFC North,1.83,1.6,1.7642105263157901,1.8,1.73,1.8
Baltimore Ravens,AFC North,2.75,2.38,2.5694736842105264,2.6200000000000001,2.5,2.6299999999999999
Pittsburgh Steelers,AFC North,13.8,8.0,11.726315789473684,12.0,11.0,13.0
Cleveland Browns,AFC North,15.7,11.0,13.089473684210526,13.0,11.5,15.0
Houston Texans,AFC South,1.7,1.5,1.573684210526316,1.5700000000000001,1.53,1.6000000000000001
Indianapolis Colts,AFC South,3.75,3.0,3.5115789473684211,3.5,3.3999999999999999,3.75
Tennessee Titans,AFC South,6.0,4.75,5.4952631578947368,5.5,5.5,5.5800000000000001
Jacksonville Jaguars,AFC South,501.0,101.0,249.31578947368422,251.0,186.0,251.0
Denver Broncos,AFC West,1.21,1.14,1.1664999999999999,1.1699999999999999,1.1499999999999999,1.1699999999999999
Kansas City Chiefs,AFC West,5.27,4.5,4.9284999999999997,5.0,4.9500000000000002,5.0
San Diego Chargers,AFC West,34.0,18.0,24.649999999999999,26.0,23.0,26.0
Oakland Raiders,AFC West,201.0,67.0,124.0,138.5,101.0,151.0
Dallas Cowboys,NFC East,2.0,1.7,1.8919999999999999,1.9099999999999999,1.8874999999999997,1.95
Philadelphia Eagles,NFC East,5.0,4.0,4.3725000000000005,4.3300000000000001,4.2824999999999998,4.5
New York Giants,NFC East,6.7,5.0,5.5350000000000001,5.5,5.5,5.5
Washington Redskins,NFC East,7.0,4.5,5.5909999999999993,5.5,5.0,5.5
Green Bay Packers,NFC North,2.25,2.1,2.1800000000000006,2.2000000000000002,2.1499999999999999,2.2000000000000002
Chicago Bears,NFC North,2.4,2.2,2.2949999999999999,2.2749999999999999,2.25,2.3799999999999999
Detroit Lions,NFC North,5.5,4.75,5.1185,5.0,5.0,5.4024999999999999
Minnesota Vikings,NFC North,81.0,34.0,39.549999999999997,34.0,34.0,41.0
New Orleans Saints,NFC South,1.58,1.4,1.4940000000000002,1.5,1.5,1.5075000000000001
Atlanta Falcons,NFC South,4.33,3.25,3.6745000000000005,3.6000000000000001,3.5,3.7524999999999999
Carolina Panthers,NFC South,9.0,6.5,7.8730000000000002,8.0,7.5,8.0
Tampa Bay Buccaneers,NFC South,35.0,17.0,26.800000000000001,26.0,24.75,29.0
Seattle Seahawks,NFC West,1.36,1.25,1.3210000000000002,1.3300000000000001,1.3,1.3300000000000001
San Francisco 49ers,NFC West,4.04,3.25,3.6020000000000003,3.5,3.5,3.75
St Louis Rams,NFC West,21.0,15.0,19.585000000000001,21.0,19.0,21.0
Arizona Cardinals,NFC West,67.0,29.0,43.350000000000001,41.0,40.0,51.0
