name,division,max,min,mean,median,twentyfive,seventyfive
New England Patriots,AFC East,1.01,1.01,1.01,1.01,1.01,1.01
Miami Dolphins,AFC East,34.0,21.0,27.866666666666667,26.0,26.0,31.5
New York Jets,AFC East,34.0,25.0,31.133333333333333,34.0,29.0,34.0
Buffalo Bills,AFC East,201.0,101.0,151.86666666666667,151.0,138.5,151.0
Cincinnati Bengals,AFC North,1.22,1.14,1.1693749999999998,1.1699999999999999,1.1499999999999999,1.1775
Baltimore Ravens,AFC North,9.0,8.0,8.59375,8.75,8.0,9.0
Pittsburgh Steelers,AFC North,9.5,7.0,8.5,8.5,8.375,9.0
Cleveland Browns,AFC North,51.0,34.0,46.6875,51.0,41.0,51.0
Indianapolis Colts,AFC South,1.08,1.04,1.0633333333333335,1.0700000000000001,1.0600000000000001,1.0700000000000001
Tennessee Titans,AFC South,9.0,7.0,8.1999999999999993,8.0,8.0,9.0
Houston Texans,AFC South,5001.0,5001.0,5001.0,5001.0,5001.0,5001.0
Jacksonville Jaguars,AFC South,5001.0,5001.0,5001.0,5001.0,5001.0,5001.0
Denver Broncos,AFC West,1.3,1.25,1.2886666666666668,1.29,1.2850000000000001,1.3
Kansas City Chiefs,AFC West,3.75,3.2,3.5499999999999998,3.5,3.5,3.6000000000000001
San Diego Chargers,AFC West,151.0,67.0,106.5,101.0,100.0,126.0
Dallas Cowboys,NFC East,2.0,1.73,1.8507142857142858,1.8300000000000001,1.8,1.9074999999999998
Philadelphia Eagles,NFC East,2.1,1.8,2.0142857142857142,2.0249999999999999,2.0,2.1000000000000001
New York Giants,NFC East,26.0,17.0,20.357142857142858,21.0,19.25,21.0
Washington Redskins,NFC East,67.0,40.0,49.142857142857146,51.0,43.5,51.0
Detroit Lions,NFC North,2.1,1.91,1.9886666666666666,2.0,1.9750000000000001,2.0
Chicago Bears,NFC North,3.25,3.0,3.0933333333333333,3.1000000000000001,3.0,3.2000000000000002
Green Bay Packers,NFC North,4.0,3.25,3.5633333333333335,3.5,3.5,3.6000000000000001
Minnesota Vikings,NFC North,501.0,501.0,501.0,501.0,501.0,501.0
New Orleans Saints,NFC South,1.53,1.4,1.4626666666666666,1.45,1.4399999999999999,1.5
Carolina Panthers,NFC South,2.75,2.5,2.6459999999999999,2.6200000000000001,2.6200000000000001,2.7250000000000001
Seattle Seahawks,NFC West,1.01,1.01,1.01,1.01,1.01,1.01
San Francisco 49ers,NFC West,26.0,17.0,21.357142857142858,21.0,19.5,22.5
Arizona Cardinals,NFC West,67.0,23.0,29.285714285714285,26.0,25.25,26.0
St Louis Rams,NFC West,2001.0,2001.0,2001.0,2001.0,2001.0,2001.0
