name,division,max,min,mean,median,twentyfive,seventyfive
New England Patriots,AFC East,1.11,1.05,1.0922222222222222,1.1000000000000001,1.0800000000000001,1.1000000000000001
New York Jets,AFC East,11.0,6.0,8.25,8.25,8.0,8.5
Miami Dolphins,AFC East,26.0,13.0,16.833333333333332,17.0,15.0,17.0
Buffalo Bills,AFC East,201.0,67.0,136.6875,151.0,119.75,151.0
Cincinnati Bengals,AFC North,1.36,1.2,1.321578947368421,1.3300000000000001,1.3200000000000001,1.3300000000000001
Baltimore Ravens,AFC North,6.5,5.5,6.0,6.0,6.0,6.0
Cleveland Browns,AFC North,7.5,5.5,6.6315789473684212,7.0,6.5,7.0
Pittsburgh Steelers,AFC North,26.0,15.0,22.421052631578949,23.0,21.0,23.0
Indianapolis Colts,AFC South,1.05,1.0,1.0270588235294118,1.03,1.02,1.04
Tennessee Titans,AFC South,23.0,8.5,11.147058823529411,11.0,10.0,11.0
Houston Texans,AFC South,251.0,29.0,58.235294117647058,41.0,34.0,51.0
Jacksonville Jaguars,AFC South,1501.0,1001.0,1101.0,1001.0,1001.0,1001.0
Denver Broncos,AFC West,1.4,1.25,1.375,1.3999999999999999,1.3600000000000001,1.3999999999999999
Kansas City Chiefs,AFC West,3.5,2.6,2.8494444444444444,2.8250000000000002,2.7125000000000004,2.8799999999999999
San Diego Chargers,AFC West,151.0,67.0,113.25,101.0,101.0,132.25
Oakland Raiders,AFC West,1001.0,151.0,538.5,501.0,476.0,563.5
Dallas Cowboys,NFC East,2.2,1.83,2.0294444444444446,2.0,2.0,2.1000000000000001
Philadelphia Eagles,NFC East,2.6,2.3,2.4533333333333331,2.5,2.3999999999999999,2.5
New York Giants,NFC East,12.0,7.0,9.0,9.0,9.0,9.0
Washington Redskins,NFC East,12.0,9.0,9.9166666666666661,10.0,9.0,10.0
Detroit Lions,NFC North,1.62,1.5,1.5627777777777778,1.5700000000000001,1.55,1.5700000000000001
Green Bay Packers,NFC North,4.0,3.5,3.9166666666666665,4.0,3.8125,4.0
Chicago Bears,NFC North,5.5,4.25,4.5877777777777773,4.5,4.5,4.5
Minnesota Vikings,NFC North,1001.0,101.0,263.5,226.0,151.0,251.0
New Orleans Saints,NFC South,1.44,1.25,1.3472222222222223,1.3400000000000001,1.3300000000000001,1.3600000000000001
Carolina Panthers,NFC South,3.25,2.62,3.0133333333333336,3.0499999999999998,2.8499999999999996,3.2000000000000002
Atlanta Falcons,NFC South,201.0,41.0,163.77777777777777,176.0,151.0,201.0
Tampa Bay Buccaneers,NFC South,2011.0,401.0,1152.6666666666667,1251.0,626.0,1501.0
Seattle Seahawks,NFC West,1.14,1.08,1.1111111111111112,1.1100000000000001,1.1000000000000001,1.1200000000000001
San Francisco 49ers,NFC West,6.5,5.0,5.5555555555555554,5.5,5.5,5.5
Arizona Cardinals,NFC West,101.0,41.0,49.777777777777779,50.5,41.0,51.0
St Louis Rams,NFC West,276.0,81.0,184.125,201.0,151.0,201.0
