name,group,max,min,mean,median
Swansea,a,1.5,1.29,1.3990909090909089,1.3999999999999999
Valencia,a,4.0,2.9,3.4818181818181815,3.5
St Gallen,a,15.0,6.32,11.574545454545454,12.0
Kuban Krasnodar,a,67.0,11.4,40.218181818181819,34.0
Ludogorets,b,2.1,1.8,1.9580000000000002,2.0
PSV Eindhoven,b,2.5,2.06,2.3489999999999998,2.3399999999999999
Chernomorets Odessa,b,8.0,5.27,6.9769999999999994,7.0
Din Zagreb,b,51.0,15.7,31.669999999999998,30.0
Salzburg,c,1.25,1.16,1.234,1.25
Esbjerg fB,c,9.0,4.51,7.3510000000000009,7.5
Standard Liege,c,9.0,4.51,7.3010000000000002,7.5
Elfsborg,c,29.0,10.5,23.449999999999999,25.5
Rubin Kazan,d,1.18,1.12,1.1618181818181816,1.1699999999999999
Wigan,d,5.5,3.94,5.1309090909090909,5.25
Zulte Waregem,d,26.0,10.5,20.863636363636363,21.0
Maribor,d,126.0,67.0,99.900000000000006,101.0
Fiorentina,e,1.12,1.09,1.1080000000000001,1.1100000000000001
Dnipro,e,7.0,3.94,6.194,6.5
Pacos Ferreira,e,51.0,13.4,36.439999999999998,35.0
Pandurii,e,56.0,17.1,45.910000000000004,50.5
Eintracht Frankfurt,f,1.25,1.12,1.152222222222222,1.1299999999999999
Maccabi Tel Aviv,f,8.0,4.5,6.6111111111111107,7.0
Bordeaux,f,29.0,25.0,26.111111111111111,26.0
APOEL Nicosia,f,34.0,17.0,25.333333333333332,25.0
Genk,g,1.45,1.38,1.4075,1.3999999999999999
Dynamo Kiev,g,4.0,3.61,3.9024999999999999,4.0
Thun,g,10.0,8.6,9.2750000000000004,9.25
Rapid Vienna,g,30.0,23.0,26.25,26.0
Sevilla,h,1.25,1.19,1.2275,1.2349999999999999
Slovan Liberec,h,5.0,4.5,4.7000000000000002,4.6500000000000004
Freiburg,h,15.0,13.4,14.35,14.5
Estoril,h,81.0,57.0,71.0,73.0
Betis,i,2.6,2.5,2.5500000000000003,2.5499999999999998
Lyon,i,2.75,2.5,2.6000000000000001,2.5499999999999998
Guimaraes,i,3.3,3.2,3.2666666666666671,3.2999999999999998
Rijeka,i,51.0,41.0,47.333333333333336,50.0
Lazio,j,1.45,1.4,1.4166666666666667,1.3999999999999999
Trabzonspor,j,3.75,3.6,3.6666666666666665,3.6499999999999999
Apollon Limassol,j,11.0,11.0,11.0,11.0
Legia Warsaw,j,51.0,26.0,39.0,40.0
Tottenham,k,1.04,1.01,1.0249999999999999,1.0249999999999999
Anzhi Makhachkala,k,19.0,13.0,16.324999999999999,16.649999999999999
FC Sheriff,k,41.0,25.0,34.5,36.0
Tromso,k,67.0,40.0,55.5,57.5
AZ Alkmaar,l,1.73,1.67,1.7,1.7
PAOK Saloniki,l,2.25,2.08,2.165,2.165
Maccabi Haifa,l,19.0,17.0,18.0,18.0
Shakhter Karagandy,l,38.0,26.0,32.0,32.0
