name,group,max,min,mean,median
Swansea,a,1.67,1.48,1.6150000000000002,1.6200000000000001
Valencia,a,5.0,3.4,3.8927777777777774,3.75
St Gallen,a,8.5,6.0,7.5427777777777782,8.0
Kuban Krasnodar,a,13.0,8.0,10.197222222222223,10.0
PSV Eindhoven,b,2.88,2.25,2.5338888888888884,2.5
Chernomorets Odessa,b,3.75,2.75,3.3088888888888888,3.375
Ludogorets,b,5.0,2.88,3.5755555555555554,3.5
Din Zagreb,b,9.0,7.0,7.8617647058823534,8.0
Salzburg,c,1.8,1.6,1.677777777777778,1.6699999999999999
Standard Liege,c,4.5,3.75,4.0788888888888879,4.0
Esbjerg fB,c,17.0,4.0,5.4061111111111115,5.0
Elfsborg,c,21.0,5.0,17.727777777777778,18.5
Rubin Kazan,d,1.33,1.19,1.2555555555555555,1.25
Wigan,d,6.0,5.0,5.820555555555555,6.0
Zulte Waregem,d,10.0,8.0,9.0333333333333332,9.0
Maribor,d,41.0,20.0,28.333333333333332,27.5
Fiorentina,e,1.5,1.4,1.4611111111111112,1.4399999999999999
Dnipro,e,3.0,2.71,2.9083333333333332,3.0
Pacos Ferreira,e,31.0,17.0,22.5,21.0
Pandurii,e,41.0,26.0,36.166666666666664,34.0
Eintracht Frankfurt,f,1.53,1.4,1.4672222222222224,1.5
Bordeaux,f,5.0,4.0,4.3588888888888881,4.3300000000000001
APOEL Nicosia,f,9.0,5.5,8.0916666666666668,8.25
Maccabi Tel Aviv,f,15.0,10.0,12.433333333333334,13.0
Genk,g,2.1,1.9,1.9855555555555557,2.0
Dynamo Kiev,g,2.9,2.25,2.6477777777777778,2.625
Thun,g,8.5,5.0,6.9555555555555557,7.0
Rapid Vienna,g,21.0,10.0,12.18888888888889,11.0
Sevilla,h,1.44,1.3,1.3588888888888888,1.3600000000000001
Freiburg,h,6.0,4.0,5.0350000000000001,5.0
Slovan Liberec,h,9.0,5.0,7.5916666666666668,7.8250000000000002
Estoril,h,36.0,17.0,24.444444444444443,24.0
Lyon,i,2.38,2.04,2.2316666666666669,2.25
Betis,i,2.5,2.14,2.338888888888889,2.3149999999999999
Guimaraes,i,5.5,4.0,4.7300000000000004,4.9000000000000004
Rijeka,i,67.0,26.0,40.888888888888886,41.0
Lazio,j,1.45,1.33,1.415555555555555,1.3999999999999999
Trabzonspor,j,4.0,3.3,3.5988888888888884,3.5
Legia Warsaw,j,13.0,9.0,11.086111111111112,11.0
Apollon Limassol,j,34.0,23.0,27.611111111111111,26.0
Tottenham,k,1.17,1.11,1.1416666666666666,1.1399999999999999
Anzhi Makhachkala,k,7.0,5.5,6.2466666666666661,6.0
FC Sheriff,k,51.0,17.0,26.5,26.0
Tromso,k,67.0,17.0,41.5,41.0
AZ Alkmaar,l,1.62,1.36,1.4744444444444442,1.46
PAOK Saloniki,l,3.5,2.75,3.0872222222222221,3.1699999999999999
Maccabi Haifa,l,21.0,13.0,17.894444444444446,19.0
Shakhter Karagandy,l,26.0,17.0,19.116666666666667,17.550000000000001
