name,group,max,min,mean,median
Swansea,a,1.5,1.29,1.4052941176470581,1.3999999999999999
Valencia,a,4.0,3.14,3.4582352941176469,3.5
St Gallen,a,15.0,9.55,11.502941176470589,11.0
Kuban Krasnodar,a,67.0,23.0,43.705882352941174,50.0
Ludogorets,b,2.1,1.8,1.9749999999999999,2.0
PSV Eindhoven,b,2.5,2.2,2.3249999999999997,2.2999999999999998
Chernomorets Odessa,b,8.0,6.5,7.1062500000000002,7.0
Din Zagreb,b,51.0,26.0,32.600000000000001,30.0
Salzburg,c,1.29,1.18,1.2424999999999999,1.25
Standard Liege,c,9.0,6.5,7.3799999999999999,7.5
Esbjerg fB,c,9.0,7.0,7.5793749999999998,7.5
Elfsborg,c,29.0,17.0,24.875,26.0
Rubin Kazan,d,1.2,1.13,1.1658823529411764,1.1699999999999999
Wigan,d,5.5,4.5,5.1499999999999995,5.0
Zulte Waregem,d,26.0,17.0,21.117647058823529,21.0
Maribor,d,126.0,67.0,97.705882352941174,101.0
Fiorentina,e,1.13,1.1,1.1100000000000001,1.1100000000000001
Dnipro,e,7.0,5.5,6.4143749999999997,6.5
Pacos Ferreira,e,51.0,26.0,36.4375,34.0
Pandurii,e,56.0,38.0,47.875,51.0
Eintracht Frankfurt,f,1.25,1.1,1.1531250000000002,1.1399999999999999
Maccabi Tel Aviv,f,8.0,4.5,6.2937500000000002,6.5999999999999996
APOEL Nicosia,f,34.0,17.0,25.875,26.0
Bordeaux,f,34.0,21.0,26.375,26.0
Genk,g,1.5,1.36,1.4081249999999996,1.3999999999999999
Dynamo Kiev,g,4.0,3.5,3.9037500000000001,4.0
Thun,g,11.0,8.0,9.5062499999999996,9.5
Rapid Vienna,g,34.0,17.0,25.5,26.0
Sevilla,h,1.25,1.15,1.223125,1.22
Slovan Liberec,h,5.5,4.33,4.6956249999999997,4.5
Freiburg,h,17.0,13.0,14.7125,15.0
Estoril,h,101.0,57.0,78.125,74.0
Betis,i,2.63,2.38,2.5325000000000002,2.5249999999999999
Lyon,i,2.8,2.5,2.5887500000000006,2.5499999999999998
Guimaraes,i,3.5,3.0,3.2306249999999994,3.25
Rijeka,i,67.0,29.0,45.75,50.0
Lazio,j,1.45,1.33,1.3974999999999997,1.3999999999999999
Trabzonspor,j,3.75,3.4,3.6356250000000001,3.6499999999999999
Apollon Limassol,j,17.0,9.0,11.096875000000001,11.0
Legia Warsaw,j,56.0,26.0,41.25,40.5
Tottenham,k,1.03,1.01,1.0193749999999997,1.02
Anzhi Makhachkala,k,21.0,13.0,16.664705882352941,17.0
FC Sheriff,k,51.0,21.0,35.352941176470587,34.0
Tromso,k,81.0,40.0,60.705882352941174,67.0
AZ Alkmaar,l,1.8,1.65,1.6949999999999998,1.6699999999999999
PAOK Saloniki,l,2.38,2.08,2.2650000000000001,2.25
Maccabi Haifa,l,26.0,15.0,21.9375,22.0
Shakhter Karagandy,l,41.0,26.0,30.0625,29.0
