name,group,max,min,mean,median
Salzburg,c,1.07,1.03,1.0442857142857143,1.04
Esbjerg fB,c,13.0,7.0,9.8571428571428577,10.0
Fiorentina,e,1.29,1.2,1.2442857142857144,1.25
Dnipro,e,4.0,3.5,3.6857142857142859,3.75
Sevilla,h,1.29,1.25,1.2842857142857143,1.29
Freiburg,h,3.6,3.4,3.4857142857142853,3.5
Lyon,i,1.83,1.65,1.7,1.6699999999999999
Betis,i,2.1,1.83,2.04,2.1000000000000001
Lazio,j,1.67,1.44,1.5700000000000001,1.5700000000000001
Trabzonspor,j,2.62,2.1,2.2814285714285716,2.25
PAOK Saloniki,l,1.5,1.4,1.4342857142857142,1.3999999999999999
AZ Alkmaar,l,2.75,2.5,2.6600000000000001,2.75
