name,group,max,min,mean,median
Swansea,a,1.5,1.29,1.4033333333333329,1.3999999999999999
Valencia,a,4.0,3.25,3.5020000000000002,3.5
St Gallen,a,15.0,10.0,11.699999999999999,11.0
Kuban Krasnodar,a,67.0,23.0,45.0,50.0
Ludogorets,b,2.2,1.8,2.0657142857142858,2.1000000000000001
PSV Eindhoven,b,2.5,2.08,2.2414285714285715,2.25
Chernomorets Odessa,b,8.0,6.13,6.9378571428571423,7.0
Din Zagreb,b,51.0,26.0,32.46153846153846,30.0
Salzburg,c,1.29,1.19,1.2449999999999999,1.25
Esbjerg fB,c,9.0,7.0,7.6535714285714294,7.5750000000000002
Standard Liege,c,9.0,6.5,7.4750000000000005,7.5
Elfsborg,c,29.0,17.0,25.0,26.0
Rubin Kazan,d,1.2,1.13,1.1664285714285714,1.1699999999999999
Wigan,d,5.5,4.5,5.1885714285714286,5.25
Zulte Waregem,d,26.0,17.0,21.071428571428573,21.0
Maribor,d,126.0,67.0,98.357142857142861,101.0
Fiorentina,e,1.13,1.06,1.1069230769230769,1.1100000000000001
Dnipro,e,7.0,6.0,6.5484615384615381,6.5
Pacos Ferreira,e,51.0,26.0,37.153846153846153,35.0
Pandurii,e,56.0,41.0,49.46153846153846,51.0
Eintracht Frankfurt,f,1.25,1.1,1.1492307692307691,1.1299999999999999
Maccabi Tel Aviv,f,8.0,4.5,6.5538461538461537,7.0
APOEL Nicosia,f,34.0,17.0,26.692307692307693,26.0
Bordeaux,f,34.0,21.0,25.76923076923077,26.0
Genk,g,1.5,1.33,1.4061538461538463,1.3999999999999999
Dynamo Kiev,g,4.0,3.5,3.904615384615385,4.0
Thun,g,11.0,8.0,9.5846153846153843,10.0
Rapid Vienna,g,51.0,17.0,28.153846153846153,26.0
Sevilla,h,1.25,1.14,1.2269230769230768,1.25
Slovan Liberec,h,5.5,4.32,4.7423076923076923,4.5
Freiburg,h,17.0,13.0,14.492307692307692,14.0
Estoril,h,101.0,65.0,74.07692307692308,67.0
Betis,i,2.63,2.5,2.5683333333333338,2.5750000000000002
Lyon,i,2.75,2.5,2.6125000000000003,2.6000000000000001
Guimaraes,i,3.5,3.0,3.2250000000000001,3.25
Rijeka,i,67.0,29.0,45.916666666666664,50.0
Lazio,j,1.45,1.33,1.4016666666666666,1.3999999999999999
Trabzonspor,j,3.75,3.4,3.6583333333333332,3.6499999999999999
Apollon Limassol,j,17.0,9.0,11.416666666666666,11.0
Legia Warsaw,j,56.0,26.0,43.833333333333336,46.0
Tottenham,k,1.03,1.01,1.0199999999999998,1.02
Anzhi Makhachkala,k,21.0,13.0,17.307692307692307,17.0
FC Sheriff,k,51.0,21.0,34.92307692307692,34.0
Tromso,k,81.0,40.0,60.230769230769234,67.0
AZ Alkmaar,l,1.8,1.65,1.6866666666666665,1.6699999999999999
PAOK Saloniki,l,2.38,2.1,2.3033333333333337,2.3500000000000001
Maccabi Haifa,l,26.0,15.0,22.75,23.0
Shakhter Karagandy,l,41.0,26.0,30.166666666666668,29.5
