name,group,max,min,mean,median
Salzburg,c,1.07,1.03,1.0409999999999999,1.04
Esbjerg fB,c,13.0,7.0,10.4,10.0
Fiorentina,e,1.26,1.2,1.2429999999999999,1.25
Dnipro,e,4.0,3.5,3.7149999999999999,3.75
Sevilla,h,1.29,1.25,1.2849999999999999,1.29
Slovan Liberec,h,3.5,3.5,3.5,3.5
Freiburg,h,3.6,3.4,3.4777777777777779,3.5
Lyon,i,1.83,1.65,1.6969999999999998,1.6699999999999999
Betis,i,2.1,1.83,2.0379999999999998,2.0750000000000002
Lazio,j,1.73,1.53,1.6160000000000001,1.585
Trabzonspor,j,2.38,2.0,2.1930000000000001,2.2250000000000001
PAOK Saloniki,l,1.4,1.3,1.3799999999999999,1.3999999999999999
AZ Alkmaar,l,3.25,2.7,2.8399999999999999,2.75
