name,group,max,min,mean,median
Swansea,a,1.67,1.48,1.6012500000000005,1.6000000000000001
Valencia,a,2.5,1.28,2.355,2.5
St Gallen,a,101.0,4.8,24.987500000000001,21.0
Kuban Krasnodar,a,126.0,3.85,51.053125000000001,45.5
Ludogorets,b,1.3,1.2,1.2507142857142859,1.25
PSV Eindhoven,b,4.0,3.5,3.7678571428571428,3.75
Chernomorets Odessa,b,50.0,26.0,37.214285714285715,34.0
Din Zagreb,b,501.0,51.0,186.53846153846155,101.0
Salzburg,c,1.17,1.09,1.1499999999999999,1.1499999999999999
Esbjerg fB,c,5.5,2.18,4.8550000000000004,5.0
Standard Liege,c,81.0,2.18,41.261249999999997,34.0
Elfsborg,c,501.0,2.18,135.57374999999999,91.0
Rubin Kazan,d,1.2,1.12,1.1473333333333331,1.1399999999999999
Wigan,d,5.5,4.5,5.2000000000000002,5.25
Maribor,d,55.0,29.0,46.06666666666667,51.0
Zulte Waregem,d,81.0,41.0,56.333333333333336,51.0
Fiorentina,e,1.12,1.07,1.0966666666666669,1.1000000000000001
Dnipro,e,7.0,5.0,6.4000000000000004,6.5
Pacos Ferreira,e,201.0,80.0,98.533333333333331,81.0
Pandurii,e,251.0,81.0,137.86666666666667,126.0
Eintracht Frankfurt,f,1.12,1.05,1.0653333333333337,1.0600000000000001
Maccabi Tel Aviv,f,13.0,9.0,11.466666666666667,11.0
Bordeaux,f,23.0,13.0,15.666666666666666,15.0
APOEL Nicosia,f,151.0,41.0,106.59999999999999,101.0
Genk,g,1.67,1.53,1.6013333333333335,1.6200000000000001
Dynamo Kiev,g,2.75,2.38,2.5233333333333334,2.5
Thun,g,29.0,10.0,18.399999999999999,19.0
Rapid Vienna,g,41.0,19.0,35.133333333333333,34.0
Sevilla,h,1.2,1.12,1.1780000000000002,1.1799999999999999
Slovan Liberec,h,5.5,4.5,5.0,5.0
Freiburg,h,26.0,13.0,20.266666666666666,21.0
Estoril,h,251.0,67.0,110.26666666666667,101.0
Betis,i,2.38,2.1,2.2738461538461539,2.2999999999999998
Lyon,i,2.38,2.25,2.3069230769230771,2.2999999999999998
Guimaraes,i,5.0,3.75,4.3646153846153846,4.5
Rijeka,i,151.0,67.0,96.692307692307693,101.0
Lazio,j,1.85,1.67,1.7313333333333338,1.73
Trabzonspor,j,2.5,2.2,2.3820000000000001,2.3500000000000001
Apollon Limassol,j,13.0,8.0,9.9000000000000004,10.0
Legia Warsaw,j,201.0,67.0,117.93333333333334,101.0
Tottenham,k,1.02,1.0,1.0092307692307689,1.01
Anzhi Makhachkala,k,21.0,14.0,16.928571428571427,17.0
FC Sheriff,k,151.0,51.0,103.21428571428571,101.0
Tromso,k,201.0,81.0,167.28571428571428,175.5
PAOK Saloniki,l,1.8,1.57,1.6686666666666667,1.6699999999999999
AZ Alkmaar,l,2.38,2.05,2.2153333333333336,2.2000000000000002
Shakhter Karagandy,l,51.0,21.0,33.133333333333333,32.0
Maccabi Haifa,l,81.0,29.0,52.533333333333331,51.0
