name,group,max,min,mean,median
Salzburg,c,1.07,1.03,1.04125,1.04
Esbjerg fB,c,13.0,7.0,10.125,10.0
Fiorentina,e,1.26,1.2,1.24125,1.25
Dnipro,e,4.0,3.5,3.7062499999999998,3.75
Sevilla,h,1.29,1.25,1.2850000000000001,1.29
Freiburg,h,3.6,3.4,3.4874999999999998,3.5
Lyon,i,1.83,1.65,1.7037499999999999,1.6850000000000001
Betis,i,2.1,1.83,2.0350000000000001,2.0750000000000002
Lazio,j,1.73,1.53,1.6174999999999999,1.585
Trabzonspor,j,2.38,2.0,2.1912500000000001,2.2250000000000001
PAOK Saloniki,l,1.5,1.4,1.4299999999999999,1.3999999999999999
AZ Alkmaar,l,2.75,2.5,2.6712500000000001,2.75
