name,country,max,min,mean,median,twentyfive,seventyfive
bayern munich,Germany,1.14,1.05,1.1047619047619048,1.1000000000000001,1.1000000000000001,1.1200000000000001
bor dortmund,Germany,8.0,6.5,7.3214285714285712,7.5,7.0,7.5
bayer leverkusen,Germany,33.0,13.0,21.742857142857144,21.0,19.0,21.0
vfl wolfsburg,Germany,428.0,66.0,107.42857142857143,67.0,67.0,101.0
schalke 04,Germany,437.0,41.0,101.57142857142857,66.0,51.0,101.0
bor monchengladbach,Germany,251.0,51.0,138.0,101.0,101.0,176.0
hoffenheim,Germany,257.0,101.0,211.38095238095238,201.0,176.0,251.0
mainz 05,Germany,950.0,218.0,447.0,401.0,401.0,501.0
hannover 96,Germany,751.0,251.0,499.8095238095238,501.0,475.0,501.0
fc koln,Germany,1001.0,182.0,751.23809523809518,751.0,751.0,1001.0
vfb stuttgart,Germany,1001.0,251.0,514.09523809523807,501.0,301.0,501.0
werder bremen,Germany,1001.0,251.0,809.23809523809518,950.0,751.0,1001.0
eintracht frankfurt,Germany,1501.0,251.0,949.80952380952385,1001.0,1001.0,1001.0
hamburg,Germany,1501.0,251.0,700.38095238095241,501.0,501.0,751.0
freiburg,Germany,2001.0,344.0,1333.952380952381,1501.0,1001.0,1501.0
hertha berlin,Germany,2001.0,501.0,1119.4285714285713,1001.0,1001.0,1501.0
augsburg,Germany,2501.0,186.0,921.66666666666663,751.0,501.0,1001.0
paderborn,Germany,2501.0,209.0,1579.9047619047619,1501.0,1001.0,2001.0
barcelona,Spain,1.83,1.62,1.7595454545454545,1.75,1.73,1.8
real madrid,Spain,2.92,2.38,2.5554545454545452,2.5,2.5,2.6000000000000001
atletico madrid,Spain,11.0,7.0,8.9927272727272722,9.0,8.625,9.8350000000000009
valencia,Spain,201.0,81.0,134.22727272727272,138.5,101.0,151.0
athletic bilbao,Spain,251.0,101.0,181.0,201.0,151.0,201.0
seville,Spain,335.0,126.0,204.81818181818181,201.0,151.0,238.5
villarreal,Spain,501.0,201.0,289.31818181818181,301.0,251.0,301.0
real sociedad,Spain,501.0,99.0,287.27272727272725,226.0,201.0,301.0
celta vigo,Spain,2501.0,501.0,1025.909090909091,1001.0,751.0,1001.0
espanyol,Spain,2501.0,751.0,1596.3636363636363,1501.0,1501.0,2001.0
malaga,Spain,2501.0,751.0,1369.090909090909,1501.0,1001.0,1501.0
getafe,Spain,3001.0,849.0,1766.8181818181818,1751.0,1063.5,2501.0
deportivo la coruna,Spain,5001.0,849.0,2266.818181818182,2001.0,1313.5,2501.0
granada,Spain,5001.0,849.0,1812.2727272727273,1501.0,1126.0,2001.0
levante,Spain,5001.0,849.0,2016.8181818181818,2001.0,1501.0,2501.0
rayo vallecano,Spain,5001.0,849.0,1925.909090909091,2001.0,1063.5,2376.0
almeria,Spain,7501.0,849.0,3062.2727272727275,3001.0,2501.0,4001.0
cordoba,Spain,7501.0,849.0,3660.4285714285716,3001.0,2501.0,5001.0
eibar,Spain,7501.0,849.0,3335.0,3001.0,2501.0,5001.0
