name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Betfair,Betdaq,Matchbook
watford,England,4501.0,5001.0,,5001.0,5001.0,5001.0,,5001.0,7001.0,8001.0,8001.0,5001.0,7501.0,7501.0,2501.0,5001.0,1001.0,7501.0,8001.0,5001.0,8001.0,5001.0,950.0,970.0,496.0
sunderland,England,4501.0,5001.0,,5001.0,2001.0,5001.0,,4001.0,8001.0,7501.0,10001.0,5001.0,3001.0,7501.0,2501.0,5001.0,1001.0,7501.0,7501.0,5001.0,7501.0,5001.0,950.0,970.0,496.0
psg,France,1.1,1.07,1.05,1.05,1.05,1.06,1.08,1.07,1.06,1.04,1.07,1.06,1.05,,1.05,1.05,,,1.04,1.07,1.04,1.04,1.07,,
monaco,France,13.0,13.0,13.0,13.0,13.0,12.0,11.0,13.0,11.0,13.0,13.0,11.0,13.0,,13.0,13.0,,,13.0,13.0,13.0,12.0,11.4,,
lyon,France,17.0,17.0,17.0,17.0,17.0,17.0,15.0,17.0,17.0,17.0,17.0,21.0,21.0,,17.0,17.0,,,17.0,17.0,17.0,19.0,14.8,,
marseille,France,41.0,34.0,34.0,34.0,34.0,41.0,34.0,34.0,34.0,36.0,41.0,34.0,34.0,,34.0,31.0,,,36.0,34.0,36.0,34.0,28.0,,
st etienne,France,81.0,,81.0,81.0,81.0,101.0,101.0,101.0,81.0,101.0,81.0,101.0,101.0,,101.0,101.0,,,101.0,81.0,101.0,111.0,81.0,,
bordeaux,France,151.0,,151.0,151.0,151.0,126.0,151.0,201.0,151.0,151.0,201.0,251.0,251.0,,151.0,151.0,,,151.0,151.0,151.0,151.0,95.0,,
lille,France,251.0,,251.0,301.0,251.0,201.0,501.0,201.0,251.0,251.0,501.0,201.0,251.0,,251.0,251.0,,,251.0,201.0,251.0,251.0,95.0,,
montpellier,France,501.0,,251.0,401.0,251.0,251.0,501.0,326.0,251.0,351.0,501.0,251.0,251.0,,501.0,251.0,,,351.0,251.0,351.0,401.0,95.0,,
lorient,France,1001.0,,751.0,751.0,751.0,501.0,751.0,501.0,751.0,501.0,751.0,501.0,751.0,,501.0,501.0,,,501.0,751.0,501.0,501.0,95.0,,
nantes,France,401.0,,401.0,401.0,401.0,501.0,501.0,501.0,401.0,801.0,751.0,501.0,501.0,,501.0,501.0,,,801.0,401.0,801.0,1001.0,95.0,,
nice,France,501.0,,401.0,501.0,401.0,501.0,1001.0,501.0,401.0,801.0,751.0,501.0,501.0,,301.0,501.0,,,801.0,501.0,801.0,751.0,95.0,,
rennes,France,501.0,,301.0,301.0,301.0,301.0,1001.0,501.0,501.0,501.0,501.0,251.0,401.0,,501.0,401.0,,,501.0,501.0,501.0,601.0,95.0,,
toulouse,France,501.0,,751.0,751.0,751.0,751.0,1001.0,501.0,501.0,801.0,1001.0,501.0,751.0,,501.0,1001.0,,,801.0,501.0,801.0,1001.0,95.0,,
caen,France,501.0,,751.0,751.0,751.0,1001.0,751.0,501.0,501.0,1001.0,1251.0,751.0,751.0,,751.0,1001.0,,,1001.0,501.0,1001.0,1001.0,95.0,,
guingamp,France,1501.0,,1001.0,1001.0,1001.0,751.0,1501.0,501.0,1001.0,1051.0,1001.0,501.0,751.0,,1001.0,501.0,,,1051.0,1001.0,1051.0,1251.0,95.0,,
reims,France,751.0,,1001.0,1001.0,1001.0,751.0,1001.0,751.0,751.0,1501.0,1001.0,1001.0,1001.0,,1001.0,1001.0,,,1501.0,1001.0,1501.0,1501.0,95.0,,
bastia,France,751.0,,751.0,751.0,751.0,751.0,751.0,501.0,751.0,2001.0,1001.0,501.0,1001.0,,1001.0,751.0,,,2001.0,501.0,2001.0,2001.0,95.0,,
troyes,France,2001.0,,1501.0,1001.0,1501.0,1001.0,1501.0,751.0,1501.0,1601.0,1501.0,1501.0,1001.0,,1501.0,1001.0,,,1601.0,1001.0,1601.0,1501.0,95.0,,
angers,France,1001.0,,1501.0,1001.0,1501.0,1001.0,2001.0,1001.0,1001.0,1301.0,2501.0,1501.0,1501.0,,2001.0,1501.0,,,1301.0,1001.0,1301.0,,95.0,,
gfco ajaccio,France,2001.0,,1501.0,1001.0,1501.0,1501.0,2001.0,1001.0,2001.0,2751.0,1501.0,1501.0,1501.0,,1001.0,1001.0,,,2751.0,1001.0,2751.0,,95.0,,
juventus,Italy,1.67,1.62,1.67,1.62,1.67,1.07,1.62,1.62,1.62,1.7,1.67,1.73,1.73,1.62,1.72,1.62,,1.62,1.7,1.7,1.7,1.67,1.79,1.81,
roma,Italy,5.5,5.5,6.0,6.0,6.0,1.67,6.0,6.0,5.5,6.0,5.5,5.5,6.0,6.0,5.0,5.5,,6.0,6.0,6.0,6.0,5.5,4.8,6.04,
inter,Italy,11.0,11.0,11.0,12.0,11.0,2.5,11.0,12.0,11.0,12.0,11.0,12.0,9.0,13.0,9.0,11.0,,13.0,12.0,11.0,12.0,11.0,10.5,9.54,
napoli,Italy,13.0,11.0,12.0,11.0,12.0,2.25,11.0,11.0,11.0,12.0,11.0,9.0,13.0,11.0,9.0,11.0,,11.0,12.0,11.0,12.0,13.0,11.4,9.54,
lazio,Italy,17.0,15.0,15.0,15.0,15.0,2.88,15.0,13.0,17.0,16.0,19.0,12.0,15.0,13.0,19.0,17.0,,13.0,16.0,13.0,16.0,17.0,19.0,17.0,
ac milan,Italy,21.0,13.0,19.0,19.0,19.0,3.5,15.0,17.0,17.0,18.0,19.0,17.0,15.0,17.0,21.0,14.0,,17.0,18.0,17.0,18.0,21.0,12.4,10.7,
fiorentina,Italy,23.0,29.0,21.0,26.0,21.0,4.33,21.0,17.0,26.0,31.0,34.0,17.0,26.0,21.0,34.0,34.0,,21.0,31.0,17.0,31.0,25.0,27.0,20.0,
sampdoria,Italy,151.0,201.0,151.0,201.0,151.0,67.0,251.0,81.0,201.0,501.0,201.0,101.0,101.0,251.0,301.0,251.0,,251.0,501.0,101.0,501.0,151.0,95.0,412.0,
torino,Italy,401.0,201.0,251.0,401.0,251.0,67.0,251.0,101.0,401.0,501.0,301.0,101.0,251.0,251.0,251.0,501.0,,251.0,501.0,201.0,501.0,401.0,95.0,,
udinese,Italy,251.0,201.0,251.0,251.0,251.0,101.0,201.0,151.0,251.0,501.0,351.0,501.0,151.0,501.0,501.0,251.0,,501.0,501.0,151.0,501.0,301.0,95.0,844.0,
genoa,Italy,501.0,201.0,501.0,301.0,501.0,51.0,751.0,151.0,501.0,501.0,501.0,501.0,251.0,501.0,301.0,251.0,,501.0,501.0,251.0,501.0,501.0,95.0,417.0,
palermo,Italy,401.0,501.0,301.0,401.0,301.0,101.0,401.0,401.0,501.0,1501.0,751.0,251.0,501.0,501.0,751.0,501.0,,501.0,1501.0,501.0,1501.0,501.0,95.0,844.0,
atalanta,Italy,1501.0,501.0,1001.0,1001.0,1001.0,151.0,1001.0,501.0,1501.0,2001.0,1501.0,1001.0,1001.0,501.0,1001.0,1001.0,,501.0,2001.0,1001.0,2001.0,2001.0,95.0,844.0,
bologna,Italy,1501.0,2001.0,2001.0,1501.0,2001.0,251.0,2001.0,501.0,1501.0,2001.0,2001.0,2001.0,2001.0,501.0,1501.0,2001.0,,501.0,2001.0,1501.0,2001.0,2001.0,95.0,844.0,
empoli,Italy,1501.0,501.0,2001.0,1001.0,2001.0,301.0,1001.0,501.0,1001.0,1501.0,2001.0,1001.0,1001.0,501.0,2001.0,1501.0,,501.0,1501.0,1001.0,1501.0,1751.0,95.0,844.0,
sassuolo,Italy,501.0,751.0,501.0,751.0,501.0,151.0,751.0,501.0,501.0,2001.0,1251.0,2001.0,501.0,1001.0,751.0,1001.0,,1001.0,2001.0,501.0,2001.0,2001.0,95.0,844.0,
chievo,Italy,1501.0,1501.0,1501.0,1501.0,1501.0,501.0,2501.0,501.0,1501.0,2501.0,2001.0,2001.0,2001.0,501.0,1001.0,2001.0,,501.0,2501.0,1001.0,2501.0,2501.0,95.0,844.0,
verona,Italy,1001.0,751.0,1001.0,1001.0,1001.0,151.0,1001.0,401.0,1001.0,2001.0,1501.0,1001.0,751.0,751.0,501.0,751.0,,751.0,2001.0,1001.0,2001.0,2501.0,95.0,844.0,
carpi fc,Italy,5000.0,2001.0,5001.0,2501.0,5001.0,601.0,5001.0,501.0,5001.0,5001.0,5001.0,2001.0,5001.0,501.0,2501.0,5001.0,,501.0,5001.0,3501.0,5001.0,5001.0,95.0,844.0,
frosinone,Italy,5000.0,2001.0,5001.0,2501.0,5001.0,1001.0,5001.0,501.0,5001.0,5001.0,5001.0,2001.0,5001.0,501.0,5001.0,5001.0,,501.0,5001.0,3001.0,5001.0,5001.0,95.0,844.0,
celtic,Scotland,1.04,1.04,1.03,1.03,1.03,1.03,1.02,1.04,1.02,1.03,1.03,1.03,1.03,1.03,1.02,1.03,,1.03,1.03,1.04,1.03,1.04,1.1,1.06,
aberdeen,Scotland,17.0,17.0,21.0,21.0,21.0,21.0,17.0,17.0,21.0,21.0,19.0,23.0,17.0,21.0,17.0,21.0,,21.0,21.0,17.0,21.0,15.0,17.6,16.0,
hearts,Scotland,29.0,21.0,21.0,21.0,21.0,26.0,21.0,21.0,26.0,21.0,19.0,26.0,21.0,21.0,21.0,21.0,,21.0,21.0,21.0,21.0,29.0,16.2,15.1,
dundee,Scotland,251.0,301.0,501.0,301.0,501.0,301.0,201.0,251.0,201.0,301.0,501.0,501.0,301.0,401.0,501.0,401.0,,401.0,301.0,251.0,301.0,251.0,95.0,188.0,
dundee utd,Scotland,251.0,401.0,251.0,401.0,251.0,151.0,401.0,251.0,301.0,201.0,501.0,501.0,251.0,201.0,251.0,501.0,,201.0,201.0,251.0,201.0,251.0,95.0,153.0,
inverness,Scotland,501.0,501.0,501.0,501.0,501.0,251.0,751.0,501.0,251.0,301.0,501.0,501.0,501.0,301.0,501.0,501.0,,301.0,301.0,251.0,301.0,501.0,95.0,194.0,
st johnstone,Scotland,251.0,1001.0,251.0,301.0,251.0,301.0,301.0,376.0,401.0,301.0,501.0,301.0,301.0,301.0,201.0,251.0,,301.0,301.0,251.0,301.0,276.0,95.0,213.0,
partick,Scotland,1001.0,1001.0,1001.0,1001.0,1001.0,751.0,751.0,501.0,501.0,751.0,1001.0,1001.0,751.0,751.0,1501.0,1001.0,,751.0,751.0,1001.0,751.0,1001.0,95.0,151.0,
ross county,Scotland,1501.0,1001.0,501.0,1001.0,501.0,1001.0,251.0,251.0,751.0,1001.0,1001.0,501.0,501.0,1001.0,501.0,1001.0,,1001.0,1001.0,1001.0,1001.0,1501.0,95.0,151.0,
hamilton,Scotland,1501.0,2501.0,1001.0,1001.0,1001.0,1001.0,501.0,501.0,1001.0,751.0,1501.0,1501.0,1001.0,1501.0,501.0,1001.0,,1501.0,751.0,1001.0,751.0,1501.0,95.0,151.0,
motherwell,Scotland,1001.0,2501.0,1001.0,1001.0,1001.0,751.0,751.0,501.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,501.0,1001.0,,1001.0,1001.0,751.0,1001.0,1001.0,95.0,151.0,
kilmarnock,Scotland,2501.0,10001.0,1001.0,2001.0,1001.0,2501.0,5001.0,501.0,1001.0,2001.0,3501.0,1501.0,1251.0,2001.0,2501.0,2501.0,,2001.0,2001.0,1001.0,2001.0,2501.0,95.0,151.0,
ajax,Holland,2.38,2.25,2.25,2.25,2.25,2.25,2.0,2.2,2.38,2.4,2.62,2.62,,,2.25,2.25,,,2.4,2.2,2.4,2.5,2.23,,
psv,Holland,2.63,2.5,2.5,2.6,2.5,2.38,3.0,2.62,2.5,2.3,2.62,2.5,,,2.5,2.45,,,2.3,2.6,2.3,2.25,2.37,,
feyenoord,Holland,5.5,5.0,5.0,4.5,5.0,5.2,4.5,4.5,5.5,6.0,3.5,3.5,,,4.5,5.0,,,6.0,5.0,6.0,5.5,4.51,,
vitesse,Holland,34.0,51.0,34.0,51.0,34.0,26.0,26.0,51.0,34.0,26.0,51.0,34.0,,,34.0,34.0,,,26.0,34.0,26.0,26.0,19.0,,
az alkmaar,Holland,34.0,51.0,41.0,67.0,41.0,34.0,67.0,31.0,34.0,51.0,81.0,81.0,,,34.0,41.0,,,51.0,34.0,51.0,51.0,30.0,,
twente,Holland,67.0,51.0,67.0,81.0,67.0,67.0,67.0,61.0,67.0,71.0,101.0,101.0,,,67.0,51.0,,,71.0,51.0,71.0,71.0,48.0,,
heerenveen,Holland,81.0,81.0,81.0,81.0,81.0,81.0,81.0,91.0,81.0,71.0,101.0,101.0,,,81.0,81.0,,,71.0,101.0,71.0,71.0,62.0,,
groningen,Holland,151.0,201.0,201.0,201.0,201.0,151.0,201.0,201.0,201.0,201.0,201.0,151.0,,,151.0,201.0,,,201.0,151.0,201.0,201.0,95.0,,
zwolle,Holland,151.0,201.0,201.0,201.0,201.0,151.0,67.0,201.0,101.0,201.0,201.0,201.0,,,201.0,201.0,,,201.0,151.0,201.0,201.0,95.0,,
utrecht,Holland,151.0,501.0,251.0,401.0,251.0,201.0,501.0,276.0,201.0,251.0,501.0,101.0,,,251.0,251.0,,,251.0,201.0,251.0,251.0,95.0,,
willem ii,Holland,251.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,151.0,,,501.0,501.0,,,501.0,301.0,501.0,501.0,95.0,,
den haag,Holland,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,751.0,501.0,1001.0,751.0,1001.0,501.0,,,751.0,1001.0,,,751.0,501.0,751.0,751.0,95.0,,
nec nijmegen,Holland,401.0,751.0,501.0,501.0,501.0,501.0,501.0,251.0,501.0,751.0,1001.0,1001.0,,,251.0,501.0,,,751.0,201.0,751.0,751.0,95.0,,
cambuur,Holland,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,501.0,1001.0,501.0,1501.0,1501.0,,,501.0,1001.0,,,501.0,301.0,501.0,501.0,95.0,,
heracles,Holland,1501.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,501.0,1001.0,751.0,1501.0,1001.0,,,1501.0,1001.0,,,751.0,501.0,751.0,751.0,285.0,,
roda,Holland,751.0,1501.0,751.0,1001.0,751.0,1001.0,1501.0,501.0,501.0,801.0,1501.0,1501.0,,,751.0,1001.0,,,801.0,501.0,801.0,801.0,285.0,,
de graafschap,Holland,2001.0,1501.0,1501.0,1001.0,1501.0,1001.0,1501.0,501.0,1001.0,901.0,2501.0,2501.0,,,751.0,1001.0,,,901.0,501.0,901.0,1001.0,285.0,,
sbv excelsior,Holland,1501.0,1501.0,1501.0,1001.0,1501.0,1001.0,1501.0,501.0,1001.0,901.0,2501.0,2501.0,,,1001.0,1001.0,,,901.0,501.0,901.0,1001.0,285.0,,
porto,Portugal,2.0,2.1,2.0,1.91,2.0,2.05,2.1,2.1,2.0,2.2,,,,,,,,,2.2,2.05,2.2,,1.94,,
benfica,Portugal,2.63,2.38,2.25,2.62,2.25,2.3,2.25,2.3,2.5,2.7,,,,,,,,,2.7,2.3,2.7,,2.04,,
sporting lisbon,Portugal,5.5,5.5,6.0,5.0,6.0,5.5,6.0,5.5,5.0,4.5,,,,,,,,,4.5,5.5,4.5,,5.46,,
