name,country,max,min,mean,median,twentyfive,seventyfive
bayern munich,Germany,1.12,1.05,1.0950000000000002,1.105,1.0775000000000001,1.1125
bor dortmund,Germany,21.0,14.0,16.625,16.0,14.75,17.5
vfl wolfsburg,Germany,21.0,13.0,17.268750000000001,17.0,17.0,18.0
bayer leverkusen,Germany,41.0,26.0,34.399999999999999,34.0,34.0,34.0
bor monchengladbach,Germany,51.0,26.0,36.4375,34.0,32.75,41.0
schalke 04,Germany,51.0,35.0,43.75,41.0,41.0,51.0
eintracht frankfurt,Germany,501.0,351.0,472.875,501.0,476.0,501.0
mainz 05,Germany,501.0,351.0,485.375,501.0,501.0,501.0
augsburg,Germany,751.0,251.0,422.875,301.0,288.5,501.0
hoffenheim,Germany,751.0,151.0,316.625,251.0,251.0,313.5
fc koln,Germany,801.0,501.0,651.0,751.0,501.0,751.0
hamburg,Germany,1001.0,251.0,488.5,501.0,376.0,501.0
hannover 96,Germany,1001.0,251.0,635.375,501.0,501.0,801.0
hertha berlin,Germany,1001.0,501.0,797.875,751.0,751.0,851.0
vfb stuttgart,Germany,1001.0,251.0,463.5,351.0,301.0,563.5
werder bremen,Germany,1001.0,251.0,501.0,501.0,338.5,501.0
ingolstadt,Germany,2001.0,501.0,1391.625,1251.0,1001.0,2001.0
darmstadt,Germany,10001.0,501.0,2501.0,1501.0,1001.0,3001.0
barcelona,Spain,1.73,1.67,1.704,1.7,1.6699999999999999,1.73
real madrid,Spain,2.65,2.3,2.5439999999999996,2.5,2.5,2.6299999999999999
atletico madrid,Spain,21.0,15.0,17.466666666666665,17.0,15.0,19.5
seville,Spain,67.0,41.0,49.133333333333333,51.0,41.0,51.0
valencia,Spain,67.0,29.0,43.866666666666667,41.0,34.0,51.0
villarreal,Spain,301.0,101.0,192.66666666666666,226.0,101.0,276.0
athletic bilbao,Spain,501.0,101.0,291.0,251.0,226.0,351.0
celta vigo,Spain,751.0,501.0,536.71428571428567,501.0,501.0,501.0
malaga,Spain,1001.0,501.0,551.0,501.0,501.0,501.0
