name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,
vfl wolfsburg,Germany,101.0,29.0,29.0,,29.0,29.0,26.0,31.0,41.0,,,,34.0,34.0,151.0,26.0,34.0,,34.0,,,,,45.0,
schalke 04,Germany,,,,,,,151.0,201.0,,,,,,,,,,,,,,,,,
bor dortmund,Germany,,,,,,,501.0,501.0,,,,,,,,,,,,,,,,,
hannover 96,Germany,,,,,,,501.0,501.0,,,,,,,,,,,,,,,,,
mainz 05,Germany,,,,,,,401.0,501.0,,,,,,,,,,,,,,,,,
hoffenheim,Germany,,,,,,,751.0,501.0,,,,,,,,,,,,,,,,,
eintracht frankfurt,Germany,,,,,,,1001.0,501.0,,,,,,,,,,,,,,,,,
fc koln,Germany,,,,,,,1001.0,501.0,,,,,,,,,,,,,,,,,
vfb stuttgart,Germany,,,,,,,1001.0,501.0,,,,,,,,,,,,,,,,,
hertha berlin,Germany,,,,,,,1501.0,501.0,,,,,,,,,,,,,,,,,
augsburg,Germany,,,,,,,2001.0,501.0,,,,,,,,,,,,,,,,,
freiburg,Germany,,,,,,,2001.0,501.0,,,,,,,,,,,,,,,,,
werder bremen,Germany,,,,,,,2001.0,501.0,,,,,,,,,,,,,,,,,
hamburg,Germany,,,,,,,2501.0,501.0,,,,,,,,,,,,,,,,,
paderborn,Germany,,,,,,,2501.0,501.0,,,,,,,,,,,,,,,,,
bayer leverkusen,Germany,,,501.0,,501.0,201.0,251.0,201.0,,,,,,,5001.0,,,,,,,,,970.0,
bor monchengladbach,Germany,,,501.0,,501.0,201.0,201.0,201.0,,,,,,,5001.0,,,,,,,,,171.0,
barcelona,Spain,1.25,1.29,,1.29,1.29,1.25,1.33,1.3,1.25,1.25,1.3,1.17,1.3,1.29,1.22,1.28,1.29,,1.29,1.25,1.25,1.25,1.32,1.3,
real madrid,Spain,4.0,4.0,,3.6,4.0,3.6,3.25,3.5,4.0,4.0,3.4,4.33,3.75,3.75,4.0,3.75,3.75,,3.75,4.0,3.75,4.0,3.94,3.86,
atletico madrid,Spain,81.0,34.0,,51.0,51.0,51.0,41.0,51.0,51.0,81.0,67.0,101.0,67.0,51.0,126.0,51.0,51.0,,51.0,81.0,51.0,81.0,76.0,107.0,
valencia,Spain,126.0,151.0,,126.0,151.0,101.0,201.0,101.0,101.0,126.0,151.0,501.0,101.0,151.0,501.0,101.0,101.0,,151.0,126.0,101.0,126.0,124.0,136.0,
almeria,Spain,,,,,,,,1001.0,,,,,,,,,,,,,,,,,
celta vigo,Spain,,,,,,,,1001.0,,,,,,,,,,,,,,,,,
cordoba,Spain,,,,,,,,1001.0,,,,,,,,,,,,,,,,,
deportivo la coruna,Spain,,,,,,,,1001.0,,,,,,,,,,,,,,,,,
eibar,Spain,,,,,,,,1001.0,,,,,,,,,,,,,,,,,
elche,Spain,,,,,,,,1001.0,,,,,,,,,,,,,,,,,
espanyol,Spain,,,,,,,,1001.0,,,,,,,,,,,,,,,,,
getafe,Spain,,,,,,,,1001.0,,,,,,,,,,,,,,,,,
granada,Spain,,,,,,,,1001.0,,,,,,,,,,,,,,,,,
levante,Spain,,,,,,,,1001.0,,,,,,,,,,,,,,,,,
rayo vallecano,Spain,,,,,,,,1001.0,,,,,,,,,,,,,,,,,
real sociedad,Spain,,,,,,,,1001.0,,,,,,,,,,,,,,,,,
seville,Spain,1501.0,,,,,,,501.0,,1001.0,,,,,,,,,,1001.0,,1001.0,238.0,771.0,
villarreal,Spain,5001.0,,,,,,,501.0,,2501.0,,,,,,,,,,2501.0,,2501.0,950.0,771.0,
malaga,Spain,10001.0,,,,,,,1001.0,,,,,,,,,,,,,,,380.0,771.0,
