name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,1.08,,,1.08,,1.06,1.08,,,,,,1.08,,1.08,,,1.08,,,,1.08,1.02,
bor dortmund,Germany,,11.0,,,8.0,,13.0,10.0,,,,,,11.0,,11.0,,,11.0,,,,15.3,11.7,
bayer leverkusen,Germany,,23.0,,,26.0,,17.0,21.0,,,,,,23.0,,26.0,,,23.0,,,,28.0,25.0,
vfl wolfsburg,Germany,,67.0,,,51.0,,81.0,51.0,,,,,,51.0,,51.0,,,51.0,,,,247.0,204.0,
schalke 04,Germany,,67.0,,,51.0,,81.0,67.0,,,,,,67.0,,67.0,,,67.0,,,,561.0,325.0,
bor monchengladbach,Germany,,101.0,,,101.0,,251.0,101.0,,,,,,101.0,,101.0,,,101.0,,,,171.0,78.0,
hoffenheim,Germany,,151.0,,,151.0,,151.0,176.0,,,,,,151.0,,251.0,,,151.0,,,,428.0,159.0,
mainz 05,Germany,,251.0,,,251.0,,401.0,501.0,,,,,,351.0,,401.0,,,351.0,,,,428.0,97.0,
vfb stuttgart,Germany,,501.0,,,501.0,,501.0,201.0,,,,,,501.0,,501.0,,,501.0,,,,475.0,97.0,
hannover 96,Germany,,501.0,,,501.0,,501.0,501.0,,,,,,501.0,,751.0,,,501.0,,,,105.0,87.0,
hamburg,Germany,,501.0,,,501.0,,501.0,301.0,,,,,,501.0,,751.0,,,501.0,,,,722.0,640.0,
fc koln,Germany,,751.0,,,751.0,,1001.0,501.0,,,,,,751.0,,1001.0,,,751.0,,,,950.0,97.0,
eintracht frankfurt,Germany,,1001.0,,,1001.0,,1001.0,251.0,,,,,,1001.0,,1501.0,,,1001.0,,,,475.0,97.0,
hertha berlin,Germany,,1001.0,,,1001.0,,1501.0,501.0,,,,,,1001.0,,1501.0,,,1001.0,,,,950.0,844.0,
werder bremen,Germany,,1001.0,,,1001.0,,2001.0,376.0,,,,,,1001.0,,1001.0,,,1001.0,,,,950.0,97.0,
augsburg,Germany,,501.0,,,401.0,,2001.0,501.0,,,,,,1001.0,,2501.0,,,1001.0,,,,950.0,97.0,
freiburg,Germany,,1501.0,,,1251.0,,2001.0,501.0,,,,,,2001.0,,2501.0,,,2001.0,,,,950.0,97.0,
paderborn,Germany,,1501.0,,,1001.0,,2501.0,501.0,,,,,,1001.0,,2501.0,,,1001.0,,,,950.0,97.0,
barcelona,Spain,,1.91,,,1.73,,2.0,1.91,,1.9,,,,1.85,,,,,1.85,1.9,,1.9,1.99,1.89,
real madrid,Spain,,2.1,,,2.25,,2.1,2.1,,2.1,,,,2.1,,,,,2.1,2.1,,2.1,2.04,1.96,
atletico madrid,Spain,,11.0,,,15.0,,11.0,10.0,,12.0,,,,12.0,,,,,12.0,12.0,,12.0,15.7,9.54,
valencia,Spain,,67.0,,,101.0,,101.0,81.0,,101.0,,,,81.0,,,,,81.0,101.0,,101.0,38.0,25.0,
seville,Spain,,251.0,,,201.0,,251.0,201.0,,201.0,,,,251.0,,,,,251.0,201.0,,201.0,428.0,330.0,
villarreal,Spain,,301.0,,,251.0,,301.0,376.0,,301.0,,,,251.0,,,,,251.0,301.0,,301.0,950.0,844.0,
athletic bilbao,Spain,,251.0,,,201.0,,201.0,201.0,,501.0,,,,251.0,,,,,251.0,501.0,,501.0,950.0,844.0,
celta vigo,Spain,,751.0,,,751.0,,501.0,1001.0,,1501.0,,,,501.0,,,,,501.0,1501.0,,1501.0,950.0,844.0,
real sociedad,Spain,,501.0,,,251.0,,301.0,201.0,,1501.0,,,,501.0,,,,,501.0,1501.0,,1501.0,950.0,844.0,
granada,Spain,,1501.0,,,1251.0,,1501.0,1001.0,,2001.0,,,,1501.0,,,,,1501.0,2001.0,,2001.0,950.0,844.0,
malaga,Spain,,1501.0,,,1501.0,,751.0,1001.0,,2001.0,,,,751.0,,,,,751.0,2001.0,,2001.0,950.0,844.0,
espanyol,Spain,,1501.0,,,1501.0,,1501.0,1001.0,,2501.0,,,,1501.0,,,,,1501.0,2501.0,,2501.0,950.0,844.0,
rayo vallecano,Spain,,1501.0,,,1501.0,,2001.0,1001.0,,3001.0,,,,2001.0,,,,,2001.0,3001.0,,3001.0,950.0,844.0,
almeria,Spain,,3001.0,,,2501.0,,3001.0,1001.0,,4001.0,,,,2501.0,,,,,2501.0,4001.0,,4001.0,950.0,844.0,
eibar,Spain,,2001.0,,,2501.0,,4001.0,1001.0,,4001.0,,,,2501.0,,,,,2501.0,4001.0,,4001.0,950.0,844.0,
getafe,Spain,,2501.0,,,1251.0,,2501.0,1001.0,,4001.0,,,,2001.0,,,,,2001.0,4001.0,,4001.0,950.0,844.0,
cordoba,Spain,,3001.0,,,4001.0,,5001.0,1001.0,,5001.0,,,,5001.0,,,,,5001.0,5001.0,,5001.0,950.0,844.0,
deportivo la coruna,Spain,,2001.0,,,1501.0,,5001.0,1001.0,,4001.0,,,,1501.0,,,,,1501.0,4001.0,,4001.0,950.0,844.0,
elche,Spain,,2501.0,,,2501.0,,5001.0,1001.0,,4001.0,,,,2501.0,,,,,2501.0,4001.0,,4001.0,950.0,844.0,
levante,Spain,,2001.0,,,2501.0,,2001.0,1001.0,,5001.0,,,,2001.0,,,,,2001.0,5001.0,,5001.0,950.0,844.0,
chelsea,England,1.62,1.62,1.57,1.62,1.57,,1.57,1.62,1.62,1.6,1.57,1.57,1.62,1.57,1.57,1.61,1.65,,1.57,1.6,,1.6,1.65,1.64,1.67
man city,England,3.75,3.75,3.75,3.6,3.75,,3.75,3.75,3.75,3.75,3.4,4.0,3.5,3.75,3.75,3.75,3.75,,3.75,3.75,,3.75,3.8,3.76,3.87
arsenal,England,11.0,13.0,13.0,12.0,13.0,,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,13.0,11.0,11.0,,12.0,13.0,,13.0,14.3,14.1,14.9
man utd,England,15.0,15.0,13.0,13.0,13.0,,15.0,13.0,11.0,15.0,17.0,13.0,13.0,15.0,15.0,13.0,15.0,,15.0,15.0,,15.0,15.7,15.6,15.9
liverpool,England,34.0,29.0,26.0,34.0,26.0,,34.0,36.0,34.0,34.0,34.0,34.0,26.0,34.0,34.0,34.0,34.0,,34.0,34.0,,34.0,40.0,41.0,41.0
tottenham,England,151.0,101.0,126.0,101.0,126.0,,101.0,151.0,151.0,151.0,151.0,151.0,101.0,101.0,151.0,101.0,151.0,,101.0,151.0,,151.0,190.0,188.0,150.0
everton,England,301.0,251.0,251.0,301.0,251.0,,301.0,251.0,301.0,301.0,401.0,251.0,251.0,251.0,301.0,201.0,251.0,,251.0,301.0,,301.0,390.0,364.0,298.0
southampton,England,501.0,751.0,751.0,751.0,751.0,,751.0,1001.0,1001.0,501.0,1001.0,501.0,751.0,751.0,751.0,1001.0,501.0,,751.0,501.0,,501.0,646.0,679.0,496.0
swansea,England,2001.0,2001.0,2001.0,1501.0,2001.0,,1501.0,2501.0,1501.0,2001.0,2001.0,1501.0,2501.0,1501.0,2501.0,1501.0,2001.0,,1501.0,2001.0,,2001.0,950.0,970.0,496.0
stoke,England,2501.0,2501.0,2501.0,2501.0,2501.0,,2501.0,2001.0,2001.0,2501.0,4001.0,2501.0,2501.0,2501.0,2501.0,3001.0,2501.0,,2501.0,2501.0,,2501.0,950.0,970.0,496.0
aston villa,England,2501.0,2501.0,2501.0,2501.0,2501.0,,5001.0,1001.0,2001.0,2501.0,2501.0,5001.0,2501.0,2501.0,2501.0,2001.0,2001.0,,2501.0,2501.0,,2501.0,950.0,970.0,496.0
leicester,England,5001.0,5001.0,2501.0,5001.0,2501.0,,3001.0,2501.0,3001.0,2501.0,5001.0,5001.0,5001.0,5001.0,5001.0,1501.0,5001.0,,5001.0,2501.0,,2501.0,950.0,970.0,496.0
newcastle,England,1001.0,2001.0,2001.0,1501.0,2001.0,,5001.0,1001.0,2001.0,2501.0,2501.0,5001.0,2501.0,1501.0,2501.0,1501.0,1501.0,,1501.0,2501.0,,2501.0,950.0,970.0,496.0
