name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,1.12,,1.11,,,1.1,1.12,,,,,,1.12,,1.14,,,,,1.13,,,1.11,
bor dortmund,Germany,,8.0,,8.0,,,8.0,7.5,,,,,,7.5,,7.0,,,,,6.75,,,7.79,
bayer leverkusen,Germany,,17.0,,21.0,,,21.0,19.0,,,,,,21.0,,21.0,,,,,13.0,,,12.6,
vfl wolfsburg,Germany,,81.0,,81.0,,,67.0,67.0,,,,,,81.0,,81.0,,,,,75.0,,,204.0,
bor monchengladbach,Germany,,101.0,,101.0,,,251.0,151.0,,,,,,151.0,,151.0,,,,,67.0,,,97.0,
hoffenheim,Germany,,201.0,,151.0,,,201.0,151.0,,,,,,201.0,,251.0,,,,,101.0,,,204.0,
vfb stuttgart,Germany,,501.0,,501.0,,,501.0,251.0,,,,,,501.0,,501.0,,,,,251.0,,,97.0,
mainz 05,Germany,,401.0,,301.0,,,501.0,501.0,,,,,,401.0,,401.0,,,,,251.0,,,223.0,
schalke 04,Germany,,661.0,,51.0,,,67.0,41.0,,,,,,67.0,,81.0,,,,,67.0,,,223.0,
hannover 96,Germany,,501.0,,751.0,,,501.0,501.0,,,,,,501.0,,751.0,,,,,251.0,,,87.0,
hamburg,Germany,,501.0,,401.0,,,501.0,251.0,,,,,,501.0,,751.0,,,,,251.0,,,631.0,
werder bremen,Germany,,1001.0,,1001.0,,,1001.0,251.0,,,,,,1001.0,,1001.0,,,,,501.0,,,97.0,
fc koln,Germany,,1001.0,,751.0,,,1001.0,501.0,,,,,,751.0,,1001.0,,,,,251.0,,,97.0,
eintracht frankfurt,Germany,,1501.0,,1001.0,,,1001.0,251.0,,,,,,1001.0,,1501.0,,,,,251.0,,,97.0,
hertha berlin,Germany,,1001.0,,1501.0,,,1501.0,501.0,,,,,,1501.0,,1501.0,,,,,501.0,,,839.0,
freiburg,Germany,,1501.0,,1001.0,,,2001.0,501.0,,,,,,2001.0,,2501.0,,,,,501.0,,,97.0,
augsburg,Germany,,751.0,,401.0,,,2501.0,501.0,,,,,,751.0,,2501.0,,,,,251.0,,,97.0,
paderborn,Germany,,2001.0,,501.0,,,2501.0,501.0,,,,,,1501.0,,2501.0,,,,,501.0,,,291.0,
barcelona,Spain,,1.73,,1.73,,,1.8,1.73,,1.75,,,,1.73,,1.75,,,1.73,1.75,,1.75,1.75,1.75,
real madrid,Spain,,2.5,,2.4,,,2.25,2.5,,2.5,,,,2.37,,2.5,,,2.37,2.5,,2.5,2.46,2.36,
atletico madrid,Spain,,11.0,,13.0,,,13.0,11.0,,15.0,,,,11.0,,13.0,,,11.0,15.0,,15.0,9.55,8.76,
valencia,Spain,,201.0,,101.0,,,201.0,151.0,,151.0,,,,151.0,,101.0,,,151.0,151.0,,151.0,48.0,34.0,
athletic bilbao,Spain,,201.0,,251.0,,,201.0,151.0,,251.0,,,,201.0,,201.0,,,201.0,251.0,,251.0,295.0,257.0,
seville,Spain,,251.0,,126.0,,,201.0,201.0,,201.0,,,,201.0,,251.0,,,201.0,201.0,,201.0,390.0,340.0,
villarreal,Spain,,251.0,,301.0,,,251.0,251.0,,301.0,,,,251.0,,501.0,,,251.0,301.0,,301.0,485.0,427.0,
real sociedad,Spain,,301.0,,201.0,,,301.0,201.0,,501.0,,,,251.0,,501.0,,,251.0,501.0,,501.0,580.0,109.0,
celta vigo,Spain,,1001.0,,751.0,,,751.0,1001.0,,1001.0,,,,1501.0,,2501.0,,,1501.0,1001.0,,1001.0,950.0,849.0,
espanyol,Spain,,1501.0,,1501.0,,,1501.0,1001.0,,2001.0,,,,1501.0,,2501.0,,,1501.0,2001.0,,2001.0,950.0,849.0,
getafe,Spain,,2501.0,,2001.0,,,2001.0,1001.0,,2501.0,,,,1501.0,,2501.0,,,1501.0,2501.0,,2501.0,950.0,849.0,
malaga,Spain,,1001.0,,1501.0,,,751.0,1001.0,,1501.0,,,,1501.0,,2501.0,,,1501.0,1501.0,,1501.0,950.0,849.0,
levante,Spain,,2001.0,,2001.0,,,2001.0,1001.0,,3001.0,,,,1501.0,,2501.0,,,1501.0,3001.0,,3001.0,950.0,849.0,
rayo vallecano,Spain,,1501.0,,2001.0,,,2001.0,1001.0,,2001.0,,,,2501.0,,3001.0,,,2501.0,2001.0,,2001.0,950.0,849.0,
almeria,Spain,,3001.0,,3001.0,,,3001.0,1001.0,,4001.0,,,,2501.0,,5001.0,,,2501.0,4001.0,,4001.0,950.0,849.0,
cordoba,Spain,,3001.0,,3001.0,,,5001.0,1001.0,,5001.0,,,,2501.0,,5001.0,,,2501.0,5001.0,,5001.0,950.0,849.0,
deportivo la coruna,Spain,,2001.0,,1501.0,,,2001.0,1001.0,,4001.0,,,,2501.0,,5001.0,,,2501.0,4001.0,,4001.0,950.0,849.0,
