name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,1.06,,1.05,1.06,1.05,1.05,1.07,,,1.06,,,1.07,,1.06,1.06,,1.07,,1.05,,1.08,1.07,
bor dortmund,Germany,,15.0,,17.0,13.0,15.0,15.0,13.0,,,13.0,,,15.0,,15.0,15.0,,15.0,,17.0,,14.8,12.2,
bayer leverkusen,Germany,,21.0,,26.0,21.0,23.0,21.0,26.0,,,21.0,,,21.0,,21.0,21.0,,21.0,,26.0,,52.0,40.0,
vfl wolfsburg,Germany,,41.0,,51.0,41.0,51.0,67.0,41.0,,,41.0,,,51.0,,51.0,41.0,,51.0,,101.0,,105.0,97.0,
schalke 04,Germany,,81.0,,67.0,67.0,67.0,81.0,67.0,,,67.0,,,67.0,,67.0,67.0,,67.0,,101.0,,209.0,223.0,
bor monchengladbach,Germany,,126.0,,81.0,51.0,101.0,126.0,101.0,,,151.0,,,101.0,,126.0,76.0,,101.0,,75.0,,171.0,97.0,
hoffenheim,Germany,,151.0,,101.0,101.0,151.0,126.0,176.0,,,81.0,,,151.0,,101.0,101.0,,151.0,,101.0,,342.0,159.0,
mainz 05,Germany,,251.0,,301.0,301.0,301.0,401.0,501.0,,,301.0,,,251.0,,251.0,351.0,,251.0,,251.0,,437.0,180.0,
hannover 96,Germany,,,,751.0,751.0,501.0,501.0,501.0,,,501.0,,,501.0,,751.0,601.0,,501.0,,251.0,,950.0,844.0,
eintracht frankfurt,Germany,,,,501.0,501.0,1001.0,1001.0,251.0,,,501.0,,,251.0,,751.0,601.0,,251.0,,501.0,,475.0,97.0,
fc koln,Germany,,,,1001.0,1251.0,751.0,1001.0,501.0,,,1251.0,,,751.0,,1251.0,1001.0,,751.0,,751.0,,950.0,97.0,
hertha berlin,Germany,,,,751.0,751.0,1001.0,1501.0,501.0,,,1001.0,,,751.0,,1001.0,1001.0,,751.0,,501.0,,950.0,844.0,
vfb stuttgart,Germany,,,,751.0,501.0,401.0,1001.0,201.0,,,1501.0,,,751.0,,1001.0,601.0,,751.0,,501.0,,950.0,844.0,
augsburg,Germany,,,,401.0,401.0,501.0,2001.0,501.0,,,751.0,,,751.0,,751.0,601.0,,751.0,,501.0,,950.0,97.0,
freiburg,Germany,,,,1001.0,1251.0,1501.0,2001.0,501.0,,,1501.0,,,1501.0,,1501.0,1501.0,,1501.0,,1001.0,,950.0,97.0,
werder bremen,Germany,,,,1001.0,1251.0,1001.0,2001.0,376.0,,,1251.0,,,1001.0,,1251.0,1251.0,,1001.0,,1001.0,,950.0,97.0,
paderborn,Germany,,,,1001.0,1501.0,1001.0,2501.0,501.0,,,751.0,,,751.0,,1501.0,1251.0,,751.0,,1001.0,,504.0,97.0,
hamburg,Germany,,,,501.0,501.0,501.0,2501.0,301.0,,,1001.0,,,501.0,,501.0,501.0,,501.0,,501.0,,950.0,844.0,
barcelona,Spain,,1.83,,1.83,,1.83,1.91,1.83,,1.9,,,,1.85,,1.83,1.85,,1.85,1.9,,1.9,1.84,1.81,
real madrid,Spain,,2.1,,2.1,,2.1,2.1,2.1,,2.1,,,,2.1,,2.1,2.1,,2.1,2.1,,2.1,2.14,2.03,
atletico madrid,Spain,,15.0,,17.0,,15.0,15.0,15.0,,15.0,,,,15.0,,15.0,15.0,,15.0,15.0,,15.0,27.0,18.9,
valencia,Spain,,41.0,,51.0,,51.0,67.0,51.0,,51.0,,,,51.0,,51.0,51.0,,51.0,51.0,,51.0,38.0,21.0,
seville,Spain,,251.0,,201.0,,201.0,251.0,201.0,,201.0,,,,251.0,,201.0,201.0,,251.0,201.0,,201.0,523.0,432.0,
villarreal,Spain,,301.0,,301.0,,251.0,301.0,376.0,,301.0,,,,301.0,,301.0,301.0,,301.0,301.0,,301.0,950.0,844.0,
athletic bilbao,Spain,,251.0,,251.0,,251.0,251.0,201.0,,501.0,,,,351.0,,301.0,301.0,,351.0,501.0,,501.0,950.0,844.0,
