name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,1.0,,1.01,,1.01,1.01,1.01,1.01,,,,,1.01,,1.01,,,1.01,,,,1.01,1.01,
vfl wolfsburg,Germany,,67.0,,41.0,,67.0,51.0,51.0,67.0,,,,,41.0,,67.0,,,41.0,,,,40.0,34.0,
bayer leverkusen,Germany,,101.0,,67.0,,101.0,67.0,81.0,67.0,,,,,81.0,,67.0,,,81.0,,,,48.0,97.0,
bor monchengladbach,Germany,,81.0,,101.0,,126.0,126.0,126.0,101.0,,,,,101.0,,126.0,,,101.0,,,,76.0,116.0,
schalke 04,Germany,,126.0,,151.0,,201.0,201.0,201.0,151.0,,,,,101.0,,151.0,,,101.0,,,,48.0,252.0,
bor dortmund,Germany,,101.0,,151.0,,251.0,251.0,201.0,126.0,,,,,151.0,,126.0,,,151.0,,,,95.0,153.0,
hannover 96,Germany,,,,,,501.0,501.0,501.0,,,,,,501.0,,,,,501.0,,,,190.0,761.0,
mainz 05,Germany,,,,,,501.0,401.0,501.0,401.0,,,,,501.0,,,,,501.0,,,,494.0,761.0,
hoffenheim,Germany,,251.0,,401.0,,501.0,751.0,501.0,251.0,,,,,751.0,,251.0,,,751.0,,,,219.0,257.0,
vfb stuttgart,Germany,,,,,,,1001.0,501.0,501.0,,,,,1001.0,,,,,1001.0,,,,114.0,761.0,
fc koln,Germany,,,,,,,1001.0,501.0,,,,,,751.0,,,,,751.0,,,,475.0,761.0,
eintracht frankfurt,Germany,,,,,,,1001.0,501.0,,,,,,751.0,,,,,751.0,,,,950.0,761.0,
hertha berlin,Germany,,,,,,,1501.0,501.0,,,,,,1001.0,,,,,1001.0,,,,57.0,761.0,
augsburg,Germany,,,,,,,2001.0,501.0,,,,,,751.0,,,,,751.0,,,,57.0,761.0,
freiburg,Germany,,,,,,,2001.0,501.0,,,,,,1001.0,,,,,1001.0,,,,57.0,761.0,
werder bremen,Germany,,,,,,,2001.0,501.0,,,,,,1001.0,,,,,1001.0,,,,57.0,761.0,
paderborn,Germany,,,,,,,2501.0,501.0,,,,,,1001.0,,,,,1001.0,,,,133.0,761.0,
hamburg,Germany,,,,,,,2501.0,501.0,,,,,,1501.0,,,,,1501.0,,,,732.0,761.0,
real madrid,Spain,,1.4,,1.4,,,1.44,1.44,,1.45,,,,1.4,,1.44,,,,1.45,,1.45,1.48,1.43,
barcelona,Spain,,2.88,,2.88,,,2.75,2.88,,3.0,,,,2.88,,2.88,,,,3.0,,3.0,3.04,2.84,
atletico madrid,Spain,,21.0,,23.0,,,21.0,19.0,,21.0,,,,21.0,,21.0,,,,21.0,,21.0,15.3,13.1,
valencia,Spain,,101.0,,151.0,,,201.0,151.0,,251.0,,,,151.0,,81.0,,,,251.0,,251.0,48.0,132.0,
seville,Spain,,251.0,,251.0,,,201.0,201.0,,401.0,,,,201.0,,251.0,,,,401.0,,401.0,76.0,223.0,
villarreal,Spain,,,,,,,,501.0,,501.0,,,,501.0,,501.0,,,,501.0,,501.0,950.0,761.0,
malaga,Spain,,,,,,,,1001.0,,1501.0,,,,1501.0,,,,,,1501.0,,1501.0,11.9,761.0,
athletic bilbao,Spain,,,,,,,,501.0,,1501.0,,,,501.0,,501.0,,,,1501.0,,1501.0,380.0,761.0,
