name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Betfair,Betdaq,Matchbook
moreirense,Portugal,501.0,251.0,501.0,301.0,501.0,251.0,,501.0,501.0,501.0,501.0,501.0,501.0,251.0,151.0,501.0,451.0,251.0,501.0,501.0,501.0,,95.0,,
rio ave,Portugal,251.0,251.0,501.0,301.0,501.0,251.0,,501.0,301.0,201.0,501.0,251.0,501.0,251.0,201.0,501.0,251.0,251.0,201.0,251.0,201.0,,95.0,,
academica viseu,Portugal,751.0,751.0,751.0,751.0,751.0,501.0,,501.0,751.0,751.0,751.0,501.0,751.0,501.0,301.0,751.0,701.0,501.0,751.0,501.0,751.0,,95.0,,
arouca,Portugal,751.0,501.0,751.0,751.0,751.0,501.0,,501.0,751.0,501.0,751.0,501.0,751.0,501.0,501.0,501.0,601.0,501.0,501.0,751.0,501.0,,95.0,,
guimaraes,Portugal,151.0,151.0,201.0,151.0,201.0,201.0,,226.0,201.0,151.0,751.0,251.0,251.0,151.0,251.0,201.0,180.0,151.0,151.0,201.0,151.0,,95.0,,
tondela,Portugal,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,,501.0,1001.0,1001.0,1001.0,1001.0,1001.0,501.0,1001.0,1001.0,951.0,501.0,1001.0,1001.0,1001.0,,95.0,,
u madeira,Portugal,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,,501.0,1001.0,1001.0,1001.0,1001.0,1001.0,501.0,1001.0,1001.0,951.0,501.0,1001.0,1001.0,1001.0,,95.0,,
vitoria setubal,Portugal,501.0,501.0,1001.0,751.0,1001.0,251.0,,501.0,1001.0,751.0,1001.0,501.0,1001.0,501.0,1001.0,1001.0,751.0,501.0,751.0,751.0,751.0,,95.0,,
chaves,Portugal,,,,,,,,,,,,,1001.0,,,,,,,,,,,,
fenerbahce,Turkey,2.0,2.0,2.25,,2.25,2.0,2.38,2.1,2.05,2.0,2.25,2.2,,,2.1,,,,2.0,2.4,2.0,1.95,1.99,,
galatasaray,Turkey,2.75,2.75,2.75,,2.75,2.8,2.38,2.75,2.6,2.8,2.8,2.8,,,2.62,,,,2.8,2.6,2.8,2.75,2.48,,
besiktas,Turkey,9.0,8.0,8.0,,8.0,9.0,7.0,8.5,7.5,9.5,9.0,9.0,,,8.0,,,,9.5,7.0,9.5,9.0,7.08,,
trabzonspor,Turkey,17.0,17.0,15.0,,15.0,15.0,11.0,13.0,12.0,18.0,17.0,17.0,,,13.0,,,,18.0,11.0,18.0,17.5,11.0,,
bursaspor,Turkey,21.0,21.0,21.0,,21.0,19.0,13.0,21.0,15.0,22.0,21.0,21.0,,,17.0,,,,22.0,12.0,22.0,21.0,14.8,,
istanbul bb,Turkey,41.0,34.0,34.0,,34.0,41.0,34.0,34.0,29.0,46.0,41.0,41.0,,,34.0,,,,46.0,21.0,46.0,41.0,28.0,,
kasimpasa,Turkey,51.0,34.0,41.0,,41.0,41.0,34.0,34.0,34.0,56.0,51.0,51.0,,,34.0,,,,56.0,26.0,56.0,51.0,28.0,,
mersin i y,Turkey,67.0,67.0,67.0,,67.0,67.0,67.0,67.0,51.0,71.0,67.0,67.0,,,67.0,,,,71.0,51.0,71.0,67.0,48.0,,
gaziantepspor,Turkey,101.0,67.0,81.0,,81.0,81.0,51.0,67.0,51.0,106.0,101.0,101.0,,,67.0,,,,106.0,41.0,106.0,101.0,48.0,,
genclerbirligi,Turkey,101.0,67.0,81.0,,81.0,81.0,51.0,101.0,67.0,121.0,101.0,101.0,,,67.0,,,,121.0,41.0,121.0,101.0,48.0,,
konyaspor,Turkey,101.0,101.0,101.0,,101.0,101.0,151.0,101.0,101.0,156.0,101.0,101.0,,,101.0,,,,156.0,101.0,156.0,101.0,81.0,,
eskisehirspor,Turkey,201.0,151.0,151.0,,151.0,201.0,151.0,101.0,151.0,206.0,201.0,201.0,,,151.0,,,,206.0,101.0,206.0,201.0,95.0,,
kayserispor,Turkey,201.0,151.0,201.0,,201.0,201.0,201.0,101.0,176.0,211.0,201.0,201.0,,,151.0,,,,211.0,151.0,211.0,201.0,95.0,,
sivasspor,Turkey,201.0,151.0,201.0,,201.0,201.0,151.0,101.0,126.0,211.0,201.0,201.0,,,151.0,,,,211.0,81.0,211.0,201.0,95.0,,
akhisar,Turkey,251.0,101.0,151.0,,151.0,201.0,101.0,101.0,151.0,256.0,251.0,251.0,,,151.0,,,,256.0,81.0,256.0,251.0,95.0,,
rizespor,Turkey,251.0,201.0,201.0,,201.0,251.0,151.0,101.0,176.0,261.0,251.0,251.0,,,201.0,,,,261.0,101.0,261.0,251.0,95.0,,
antalyaspor,Turkey,101.0,201.0,151.0,,151.0,67.0,251.0,276.0,176.0,281.0,276.0,101.0,,,101.0,,,,281.0,34.0,281.0,101.0,81.0,,
osmanlispor,Turkey,501.0,501.0,501.0,,501.0,501.0,501.0,501.0,401.0,,501.0,501.0,,,501.0,,,,,501.0,,501.0,95.0,,
