name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,1.02,1.02,,1.02,1.02,1.05,1.02,,1.01,,,,,1.02,,,,1.01,,1.01,1.01,,1.03,,
bor dortmund,Germany,,17.0,21.0,,21.0,17.0,15.0,34.0,,31.0,,,,,15.0,,,,31.0,,31.0,29.0,,29.0,,
schalke 04,Germany,,67.0,51.0,,51.0,81.0,51.0,151.0,,121.0,,,,,81.0,,,,121.0,,121.0,151.0,,190.0,,
wolfsburg,Germany,,51.0,51.0,,51.0,51.0,21.0,101.0,,161.0,,,,,51.0,,,,161.0,,161.0,151.0,,95.0,,
bayer leverkusen,Germany,,81.0,67.0,,67.0,51.0,21.0,101.0,,271.0,,,,,81.0,,,,271.0,,271.0,251.0,,81.0,,
bor monchengladbach,Germany,,,126.0,,126.0,201.0,81.0,301.0,,701.0,,,,,251.0,,,,701.0,,701.0,751.0,,19.0,,
mainz 05,Germany,,,751.0,,751.0,401.0,751.0,501.0,,1801.0,,,,,501.0,,,,1801.0,,1801.0,2001.0,,29.0,,
fc koln,Germany,,,1251.0,,1251.0,501.0,501.0,501.0,,2001.0,,,,,501.0,,,,2001.0,,2001.0,1751.0,,95.0,,
hertha berlin,Germany,,,751.0,,751.0,501.0,751.0,501.0,,1201.0,,,,,501.0,,,,1201.0,,1201.0,2501.0,,19.0,,
hamburg,Germany,,,601.0,,601.0,501.0,1001.0,501.0,,2001.0,,,,,501.0,,,,2001.0,,2001.0,3001.0,,19.0,,
eintracht frankfurt,Germany,,,1251.0,,1251.0,501.0,751.0,501.0,,3001.0,,,,,501.0,,,,3001.0,,3001.0,4001.0,,29.0,,
vfb stuttgart,Germany,,,751.0,,751.0,501.0,1001.0,501.0,,5001.0,,,,,501.0,,,,5001.0,,5001.0,4501.0,,19.0,,
werder bremen,Germany,,,1251.0,,1251.0,301.0,1501.0,501.0,,5001.0,,,,,501.0,,,,5001.0,,5001.0,4001.0,,19.0,,
ingolstadt,Germany,,,1001.0,,1001.0,751.0,1501.0,501.0,,3001.0,,,,,1001.0,,,,3001.0,,3001.0,5001.0,,90.0,,
hannover,Germany,,,1751.0,,1751.0,501.0,751.0,501.0,,6001.0,,,,,501.0,,,,6001.0,,6001.0,4501.0,,19.0,,
darmstadt,Germany,,,2001.0,,2001.0,1001.0,5001.0,501.0,,6001.0,,,,,1501.0,,,,6001.0,,6001.0,5001.0,,90.0,,
augsburg,Germany,,,1251.0,,1251.0,501.0,1001.0,501.0,,6001.0,,,,,1001.0,,,,6001.0,,6001.0,4501.0,,95.0,,
hoffenheim,Germany,,,751.0,,751.0,501.0,1001.0,501.0,,8001.0,,,,,1001.0,,,,8001.0,,8001.0,3001.0,,19.0,,
barcelona,Spain,,,,,,1.83,1.83,1.83,,,,,,,1.8,,1.83,,,,,,,1.8,1.73,
real madrid,Spain,,,,,,2.05,2.0,2.0,,,,,,,2.1,,2.1,,,,,,,2.2,1.97,
atletico madrid,Spain,,,,,,17.0,17.0,18.0,,,,,,,15.0,,17.0,,,,,,,23.0,,
villarreal,Spain,,,,,,126.0,201.0,176.0,,,,,,,251.0,,251.0,,,,,,,200.0,,
valencia,Spain,,,,,,151.0,251.0,201.0,,,,,,,126.0,,221.0,,,,,,,219.0,,
celta vigo,Spain,,,,,,201.0,501.0,501.0,,,,,,,126.0,,301.0,,,,,,,143.0,,
seville,Spain,,,,,,501.0,201.0,276.0,,,,,,,251.0,,551.0,,,,,,,143.0,,
athletic bilbao,Spain,,,,,,501.0,,301.0,,,,,,,,,1001.0,,,,,,,27.0,,
espanyol,Spain,,,,,,1001.0,1001.0,501.0,,,,,,,,,1001.0,,,,,,,27.0,,
malaga,Spain,,,,,,1001.0,501.0,501.0,,,,,,,,,1001.0,,,,,,,228.0,,
