name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,1.01,1.02,1.02,1.01,1.02,1.02,1.05,1.02,1.02,1.01,1.02,1.02,1.0,1.02,1.02,1.02,1.02,1.02,1.01,1.03,1.01,1.01,,1.03,,
bor dortmund,Germany,29.0,17.0,17.0,23.0,17.0,15.0,15.0,34.0,15.0,31.0,19.0,19.0,34.0,15.0,15.0,15.0,16.0,15.0,31.0,15.0,31.0,29.0,,29.0,,
wolfsburg,Germany,101.0,51.0,41.0,101.0,41.0,51.0,21.0,101.0,34.0,171.0,67.0,81.0,151.0,29.0,51.0,51.0,62.0,29.0,171.0,51.0,171.0,101.0,,95.0,,
schalke 04,Germany,126.0,67.0,51.0,101.0,51.0,81.0,51.0,151.0,84.0,121.0,81.0,81.0,201.0,51.0,81.0,67.0,72.0,51.0,121.0,67.0,121.0,126.0,,190.0,,
bayer leverkusen,Germany,201.0,81.0,67.0,126.0,67.0,51.0,21.0,101.0,34.0,301.0,81.0,67.0,201.0,21.0,81.0,51.0,94.0,21.0,301.0,67.0,301.0,201.0,,81.0,,
bor monchengladbach,Germany,1001.0,,126.0,,126.0,201.0,81.0,301.0,251.0,701.0,151.0,251.0,,81.0,251.0,,301.0,81.0,701.0,501.0,701.0,1001.0,,19.0,,
fc koln,Germany,1501.0,,1251.0,,1251.0,501.0,501.0,501.0,501.0,2001.0,751.0,751.0,,501.0,501.0,,701.0,501.0,2001.0,501.0,2001.0,1751.0,,95.0,,
mainz 05,Germany,2001.0,,751.0,,751.0,401.0,751.0,501.0,501.0,1201.0,751.0,1501.0,,751.0,501.0,,701.0,751.0,1201.0,501.0,1201.0,2001.0,,95.0,,
hertha berlin,Germany,2501.0,,751.0,,751.0,501.0,751.0,501.0,751.0,1501.0,1001.0,401.0,,751.0,501.0,,801.0,751.0,1501.0,501.0,1501.0,2501.0,,19.0,,
hamburg,Germany,3001.0,,751.0,,751.0,501.0,1001.0,501.0,501.0,4001.0,1001.0,751.0,,1001.0,501.0,,1001.0,1001.0,4001.0,501.0,4001.0,3001.0,,19.0,,
hoffenheim,Germany,3001.0,,501.0,,501.0,501.0,1001.0,501.0,251.0,4001.0,1001.0,1501.0,,1001.0,1001.0,,1001.0,1001.0,4001.0,501.0,4001.0,3001.0,,19.0,,
eintracht frankfurt,Germany,4001.0,,1251.0,,1251.0,501.0,751.0,501.0,501.0,4001.0,1001.0,501.0,,751.0,501.0,,1001.0,751.0,4001.0,501.0,4001.0,4001.0,,95.0,,
vfb stuttgart,Germany,4501.0,,751.0,,751.0,501.0,1001.0,501.0,1501.0,4001.0,1001.0,401.0,,1001.0,501.0,,1001.0,1001.0,4001.0,501.0,4001.0,4501.0,,19.0,,
werder bremen,Germany,4001.0,,1251.0,,1251.0,301.0,1501.0,501.0,501.0,5001.0,1501.0,1501.0,,1501.0,501.0,,1001.0,1501.0,5001.0,501.0,5001.0,4001.0,,19.0,,
ingolstadt,Germany,4501.0,,1001.0,,1001.0,751.0,1501.0,501.0,751.0,2501.0,751.0,1001.0,,1501.0,1001.0,,1001.0,1501.0,2501.0,501.0,2501.0,5001.0,,90.0,,
hannover,Germany,4501.0,,1751.0,,1751.0,501.0,751.0,501.0,751.0,6001.0,1001.0,1501.0,,751.0,501.0,,1001.0,751.0,6001.0,1001.0,6001.0,4501.0,,19.0,,
darmstadt,Germany,4501.0,,2001.0,,2001.0,1001.0,5001.0,501.0,1001.0,6001.0,1501.0,2001.0,,5001.0,1501.0,,1001.0,5001.0,6001.0,1001.0,6001.0,5001.0,,90.0,,
augsburg,Germany,4501.0,,1251.0,,1251.0,501.0,1001.0,501.0,751.0,6001.0,2001.0,1001.0,,1001.0,1001.0,,1001.0,1001.0,6001.0,501.0,6001.0,4501.0,,95.0,,
barcelona,Spain,1.83,1.8,1.83,1.83,1.83,1.83,1.83,1.8,1.83,1.85,1.73,1.83,1.83,1.83,1.8,1.83,1.8,1.83,1.85,1.83,1.85,1.8,,1.77,,
real madrid,Spain,2.1,2.1,2.1,2.1,2.1,2.05,2.0,2.1,2.0,2.1,2.15,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.05,,2.35,,
atletico madrid,Spain,17.0,15.0,15.0,17.0,15.0,17.0,17.0,18.0,17.0,18.0,17.0,17.0,15.0,17.0,15.0,17.0,17.0,17.0,18.0,17.0,18.0,17.0,,24.0,,
valencia,Spain,251.0,201.0,126.0,251.0,126.0,151.0,251.0,201.0,251.0,251.0,251.0,251.0,251.0,251.0,126.0,201.0,221.0,251.0,251.0,251.0,251.0,276.0,,219.0,,
villarreal,Spain,401.0,201.0,251.0,301.0,251.0,126.0,201.0,176.0,151.0,401.0,251.0,201.0,251.0,201.0,251.0,201.0,251.0,201.0,401.0,401.0,401.0,451.0,,190.0,,
celta vigo,Spain,401.0,101.0,151.0,301.0,151.0,201.0,501.0,501.0,201.0,401.0,201.0,251.0,201.0,251.0,126.0,151.0,351.0,251.0,401.0,401.0,401.0,,,143.0,,
seville,Spain,751.0,501.0,201.0,501.0,201.0,501.0,201.0,276.0,401.0,751.0,751.0,251.0,251.0,501.0,251.0,251.0,551.0,501.0,751.0,751.0,751.0,751.0,,143.0,,
athletic bilbao,Spain,1501.0,,751.0,,751.0,501.0,,301.0,1001.0,1501.0,1501.0,1001.0,1001.0,751.0,,,1001.0,751.0,1501.0,1501.0,1501.0,1501.0,,20.0,,
espanyol,Spain,1501.0,,2001.0,,2001.0,1001.0,1001.0,501.0,1001.0,2001.0,2001.0,1001.0,1001.0,1501.0,,,1001.0,1501.0,2001.0,1501.0,2001.0,1501.0,,20.0,,
betis,Spain,4501.0,,2001.0,,2001.0,1001.0,5001.0,501.0,3001.0,2501.0,5001.0,1001.0,5001.0,5001.0,,,1001.0,5001.0,2501.0,4501.0,2501.0,4501.0,,22.0,,
deportivo la coruna,Spain,4501.0,,1751.0,,1751.0,1001.0,5001.0,501.0,3001.0,2001.0,5001.0,2001.0,5001.0,2501.0,,,1001.0,2501.0,2001.0,4501.0,2001.0,,,22.0,,
eibar,Spain,4501.0,,1751.0,,1751.0,5001.0,5001.0,501.0,4001.0,2501.0,3001.0,5001.0,5001.0,5001.0,,,1001.0,5001.0,2501.0,4501.0,2501.0,,,22.0,,
malaga,Spain,2001.0,,1001.0,,1001.0,1001.0,501.0,501.0,751.0,2501.0,5001.0,1001.0,1001.0,1001.0,,,1001.0,1001.0,2501.0,2001.0,2501.0,2001.0,,143.0,,
real sociedad,Spain,4001.0,,2001.0,,2001.0,1501.0,1001.0,501.0,1001.0,2501.0,5001.0,1001.0,1501.0,1501.0,,,1001.0,1501.0,2501.0,4001.0,2501.0,,,190.0,,
rayo vallecano,Spain,3001.0,,4001.0,,4001.0,1501.0,2501.0,501.0,1001.0,2501.0,7501.0,1001.0,2501.0,2501.0,,,1001.0,2501.0,2501.0,3001.0,2501.0,,,22.0,,
getafe,Spain,4001.0,,3001.0,,3001.0,2001.0,5001.0,501.0,5001.0,2501.0,10001.0,2001.0,5001.0,5001.0,,,1001.0,5001.0,2501.0,4001.0,2501.0,,,22.0,,
gijon,Spain,4501.0,,1751.0,,1751.0,2501.0,5001.0,501.0,3001.0,5001.0,10001.0,2001.0,5001.0,5001.0,,,1001.0,5001.0,5001.0,4501.0,5001.0,,,22.0,,
granada,Spain,4501.0,,4001.0,,4001.0,2001.0,5001.0,501.0,5001.0,5001.0,10001.0,3001.0,5001.0,5001.0,,,1001.0,5001.0,5001.0,4501.0,5001.0,,,22.0,,
levante,Spain,4501.0,,5001.0,,5001.0,2001.0,2501.0,501.0,5001.0,5001.0,10001.0,5001.0,5001.0,5001.0,,,1001.0,5001.0,5001.0,4501.0,5001.0,,,22.0,,
ud las palmas,Spain,4501.0,,,,,5001.0,5001.0,501.0,5001.0,5001.0,10001.0,2001.0,5001.0,5001.0,,,1001.0,5001.0,5001.0,4501.0,5001.0,,,22.0,,
man city,England,1.83,1.8,,1.8,1.8,1.8,1.8,1.91,1.8,1.85,1.9,1.91,1.8,1.8,1.8,1.8,1.8,1.8,1.85,1.83,1.85,1.8,,1.88,,1.92
arsenal,England,3.4,3.25,,3.3,3.25,3.25,3.25,3.0,3.25,3.4,3.1,3.0,3.25,3.25,3.25,3.4,3.2,3.25,3.4,3.4,3.4,3.5,,3.42,,3.51
man utd,England,7.0,7.0,,6.5,7.0,6.5,7.0,7.0,6.5,7.0,6.0,7.0,7.0,7.0,7.0,6.5,6.75,7.0,7.0,7.0,7.0,7.0,,7.08,,7.34
chelsea,England,17.0,23.0,,17.0,17.0,17.0,21.0,26.0,17.0,17.0,19.0,17.0,17.0,21.0,17.0,17.0,18.0,21.0,17.0,17.0,17.0,17.0,,20.0,,21.0
liverpool,England,67.0,81.0,,67.0,51.0,51.0,67.0,51.0,67.0,67.0,51.0,67.0,51.0,67.0,67.0,51.0,58.0,67.0,67.0,67.0,67.0,71.0,,62.0,,60.0
tottenham,England,151.0,151.0,,151.0,126.0,81.0,151.0,151.0,101.0,151.0,151.0,151.0,126.0,151.0,81.0,126.0,145.0,151.0,151.0,151.0,151.0,151.0,,200.0,,199.0
southampton,England,751.0,501.0,,1001.0,201.0,251.0,1001.0,501.0,601.0,751.0,751.0,1001.0,1001.0,751.0,751.0,501.0,701.0,751.0,751.0,751.0,751.0,751.0,,741.0,,80.0
