name,country,Bet Victor,Totesport,Sporting Bet,Winner,888sport,32Red Bet,Stan James,You Win,Betfred,Betway,Spreadex,Bwin,Betfair,Coral,Unibet,Betdaq,Sporting Index,Sky Bet,Bet 365,William Hill,Paddy Power,Ladbrokes,Boylesports
Bayern Munich,Germany,1.06,1.06,,,1.07,,,1.06,,1.07,1.06,,,1.05,1.06,,1.07,1.07,,1.03,1.06,1.03,
Bor Dortmund,Germany,11.0,9.0,,,9.0,,,10.0,,9.0,9.0,,,10.0,9.5,,8.0,9.0,,15.5,16.7,16.0,
Bayer Leverkusen,Germany,29.0,26.0,,,21.0,,,26.0,,30.0,21.0,,,26.0,29.0,,31.0,30.0,,41.0,48.0,45.0,
Schalke 04,Germany,401.0,151.0,,,81.0,,,201.0,,150.0,151.0,,,151.0,251.0,,151.0,150.0,,152.0,200.0,190.0,
Bor Monchengladbach,Germany,501.0,201.0,,,101.0,,,201.0,,150.0,151.0,,,151.0,251.0,,101.0,150.0,,144.0,190.0,180.0,
Hamburg,Germany,,,,,,,,501.0,,,,,,,401.0,,,,,340.0,475.0,451.0,
Hertha Berlin,Germany,,,,,,,,,,,,,,,501.0,,,,,365.0,523.0,495.0,
Mainz 05,Germany,,,,,,,,,,,,,,,501.0,,,,,615.0,950.0,907.0,
VfB Stuttgart,Germany,,,,,751.0,,,,,,,,,501.0,1001.0,,,,,255.0,361.0,340.0,
VfL Wolfsburg,Germany,1001.0,,,,501.0,,,501.0,,300.0,501.0,,,501.0,501.0,,251.0,300.0,,260.0,380.0,344.0,
Hannover 96,Germany,,,,,,,,,,,,,,,1001.0,,,,,285.0,760.0,378.0,
Werder Bremen,Germany,,,,,,,,,,,,,,,1001.0,,,,,275.0,855.0,364.0,
Augsburg,Germany,,,,,,,,,,,,,,,1001.0,,,,,615.0,931.0,907.0,
Eintracht Frankfurt,Germany,,,,,,,,,,,,,,,1001.0,,,,,605.0,950.0,892.0,
Hoffenheim,Germany,,,,,,,,,,,,,,,1001.0,,,,,615.0,950.0,907.0,
Freiburg,Germany,,,,,,,,,,,,,,,2001.0,,,,,610.0,950.0,902.0,
Nurnberg,Germany,,,,,,,,,,,,,,,2501.0,,,,,615.0,950.0,907.0,
Braunschweig,Germany,,,,,,,,,,,,,,,5001.0,,,,,615.0,950.0,907.0,
Barcelona,Spain,,1.57,,,,,,1.62,,1.6,,,,1.57,,,,1.6,,,1.66,1.39,
Real Madrid,Spain,,3.0,,,,,,3.0,,2.9,,,,2.9,,,,2.9,,,3.18,,
Atletico Madrid,Spain,,8.0,,,,,,7.0,,8.0,,,,8.0,,,,8.0,,,7.27,,
Villarreal,Spain,,,,,,,,,,300.0,,,,,,,,300.0,,,950.0,,
Athl Bilbao,Spain,,,,,,,,401.0,,300.0,,,,,,,,300.0,,,950.0,,
Real Sociedad,Spain,,,,,,,,401.0,,500.0,,,,,,,,500.0,,,950.0,,
Sevilla,Spain,,,,,,,,326.0,,750.0,,,,,,,,750.0,,,950.0,,
Valencia,Spain,,,,,,,,426.0,,1000.0,,,,,,,,1000.0,,,950.0,,
Getafe,Spain,,,,,,,,1001.0,,1500.0,,,,,,,,1500.0,,,950.0,,
Espanyol,Spain,,,,,,,,1001.0,,4000.0,,,,,,,,4000.0,,,950.0,,
Granada,Spain,,,,,,,,3001.0,,4000.0,,,,,,,,4000.0,,,950.0,,
Levante,Spain,,,,,,,,2001.0,,4000.0,,,,,,,,4000.0,,,950.0,,
Malaga,Spain,,,,,,,,1001.0,,4000.0,,,,,,,,4000.0,,,950.0,,
Almeria,Spain,,,,,,,,,,5000.0,,,,,,,,5000.0,,,950.0,,
Betis,Spain,,,,,,,,1001.0,,5000.0,,,,,,,,5000.0,,,950.0,,
Celta Vigo,Spain,,,,,,,,1501.0,,5000.0,,,,,,,,5000.0,,,950.0,,
Osasuna,Spain,,,,,,,,2501.0,,5000.0,,,,,,,,5000.0,,,950.0,,
Rayo Vallecano,Spain,,,,,,,,1001.0,,5000.0,,,,,,,,5000.0,,,950.0,,
Valladolid,Spain,,,,,,,,2501.0,,5000.0,,,,,,,,5000.0,,,950.0,,
Elche,Spain,,,,,,,,5001.0,,4000.0,,,,,,,,4000.0,,,950.0,,
Man City,England,2.63,2.62,2.62,2.7,2.63,,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.62,2.6,,2.62,2.63,2.78,2.75,2.78,
Arsenal,England,3.5,3.5,2.75,3.5,2.75,,3.25,3.6,3.25,3.5,3.5,3.2,3.5,3.25,3.25,3.5,,3.5,3.5,3.55,3.52,3.57,
Chelsea,England,4.0,4.0,4.0,4.5,4.0,,4.5,4.33,4.0,4.25,3.5,4.0,3.75,4.0,4.33,4.0,,4.25,4.0,4.7,4.71,4.78,
Man Utd,England,11.0,11.0,11.0,12.0,11.0,,13.0,11.0,12.0,12.0,11.0,11.0,11.0,12.0,11.0,11.0,,12.0,11.0,12.0,12.4,12.6,
Liverpool,England,15.0,13.0,13.0,12.0,13.0,,11.0,11.0,11.0,13.0,12.0,12.0,11.0,12.0,12.0,12.0,,13.0,13.0,12.5,12.9,13.1,
Tottenham,England,67.0,67.0,67.0,81.0,67.0,,67.0,71.0,67.0,70.0,81.0,67.0,67.0,67.0,67.0,67.0,,70.0,71.0,88.0,105.0,107.0,
Everton,England,101.0,101.0,126.0,101.0,126.0,,151.0,101.0,151.0,100.0,126.0,126.0,101.0,126.0,101.0,101.0,,100.0,101.0,96.0,124.0,118.0,
Southampton,England,251.0,201.0,201.0,301.0,201.0,,151.0,326.0,251.0,250.0,351.0,301.0,251.0,251.0,251.0,201.0,,250.0,301.0,290.0,447.0,383.0,
Newcastle,England,751.0,751.0,751.0,,751.0,,1501.0,501.0,,750.0,2501.0,751.0,2001.0,1501.0,,751.0,,750.0,,630.0,931.0,931.0,
Swansea,England,1501.0,2001.0,2501.0,,2501.0,,2501.0,1001.0,,1500.0,2501.0,2001.0,1501.0,2501.0,,2001.0,,1500.0,,655.0,950.0,970.0,
West Brom,England,2501.0,2501.0,2001.0,,2001.0,,2501.0,2001.0,,3000.0,3001.0,,2501.0,2501.0,,2501.0,,3000.0,,655.0,950.0,970.0,
Aston Villa,England,2501.0,2001.0,2001.0,,2001.0,,2501.0,2001.0,,2000.0,5001.0,,2501.0,2501.0,,2501.0,,2000.0,,660.0,950.0,970.0,
West Ham,England,,,4001.0,,4001.0,,4001.0,2001.0,,,5001.0,,5001.0,4001.0,,,,,,660.0,950.0,970.0,
Stoke,England,,,2501.0,,2501.0,,5001.0,3001.0,,,7501.0,,5001.0,5001.0,,,,,,655.0,950.0,970.0,
Cardiff,England,,,4001.0,,4001.0,,7501.0,5001.0,,,10001.0,,7501.0,7501.0,,,,,,655.0,950.0,970.0,
Crystal Palace,England,,,10001.0,,10000.0,,10001.0,10001.0,,,10001.0,,10001.0,10000.0,,,,,,660.0,950.0,970.0,
Fulham,England,,,5001.0,,5001.0,,7501.0,5001.0,,,10001.0,,7501.0,7501.0,,,,,,660.0,950.0,970.0,
Hull,England,,,5001.0,,5001.0,,7501.0,5001.0,,,10001.0,,7501.0,7501.0,,,,,,660.0,950.0,970.0,
Norwich,England,,,5001.0,,5001.0,,10001.0,5001.0,,,10001.0,,7501.0,7501.0,,,,,,660.0,950.0,970.0,
Sunderland,England,,,5001.0,,5001.0,,7501.0,5001.0,,,10001.0,,7501.0,7501.0,,,,,,660.0,950.0,970.0,
PSG,France,,1.07,,1.1,,,,1.07,,1.07,,,,1.1,,,,1.07,,,1.1,,
Monaco,France,,8.5,,8.0,,,,8.5,,9.0,,,,8.0,,,,9.0,,,4.42,,
Lille,France,,21.0,,21.0,,,,23.0,,25.0,,,,17.0,,,,25.0,,,8.41,,
Marseille,France,,67.0,,67.0,,,,76.0,,60.0,,,,67.0,,,,60.0,,,76.0,,
Bordeaux,France,,,,,,,,,,300.0,,,,,,,,300.0,,,333.0,,
St Etienne,France,,,,,,,,301.0,,300.0,,,,251.0,,,,300.0,,,71.0,,
Bastia,France,,,,,,,,501.0,,500.0,,,,,,,,500.0,,,124.0,,
Rennes,France,,,,,,,,501.0,,400.0,,,,,,,,400.0,,,124.0,,
Nantes,France,,,,251.0,,,,501.0,,300.0,,,,,,,,300.0,,,133.0,,
Lyon,France,,,,,,,,501.0,,200.0,,,,201.0,,,,200.0,,,475.0,,
Nice,France,,,,,,,,501.0,,500.0,,,,751.0,,,,500.0,,,266.0,,
Ajaccio,France,,,,,,,,,,,,,,,,,,,,,124.0,,
Evian,France,,,,,,,,,,,,,,,,,,,,,124.0,,
Guingamp,France,,,,,,,,,,,,,,,,,,,,,124.0,,
Lorient,France,,,,,,,,,,,,,,,,,,,,,124.0,,
Reims,France,,,,,,,,,,,,,,,,,,,,,124.0,,
Sochaux,France,,,,,,,,,,,,,,,,,,,,,124.0,,
Toulouse,France,,,,,,,,,,,,,,,,,,,,,124.0,,
Valenciennes,France,,,,,,,,,,,,,,,,,,,,,124.0,,
Montpellier,France,,,,,,,,,,,,,,,,,,,,,580.0,,
Juventus,Italy,,1.25,,,,,,1.25,,1.3,,,,1.29,,,,1.3,,,1.36,1.28,
Roma,Italy,,5.5,,,,,,5.5,,5.5,,,,5.0,,,,5.5,,4.4,4.89,4.49,
Napoli,Italy,,10.0,,,,,,10.0,,10.0,,,,10.0,,,,10.0,,,8.41,3.72,
Fiorentina,Italy,,34.0,,,,,,34.0,,40.0,,,,41.0,,,,40.0,,41.0,48.0,45.0,
Inter,Italy,,41.0,,,,,,41.0,,40.0,,,,41.0,,,,40.0,,41.0,48.0,45.0,
AC Milan,Italy,,201.0,,,,,,201.0,,,,,,201.0,,,,,,92.0,124.0,113.0,
Lazio,Italy,,401.0,,,,,,401.0,,,,,,501.0,,,,,,565.0,950.0,766.0,
Cagliari,Italy,,,,,,,,,,,,,,,,,,,,,19.0,,
Genoa,Italy,,,,,,,,,,,,,,,,,,,,,228.0,1.2,
Verona,Italy,,,,,,,,,,,,,,,,,,,,295.0,485.0,388.0,
Udinese,Italy,,,,,,,,,,,,,,,,,,,,365.0,618.0,495.0,
Atalanta,Italy,,,,,,,,,,,,,,,,,,,,565.0,950.0,766.0,
Bologna,Italy,,,,,,,,,,,,,,,,,,,,565.0,950.0,766.0,
Catania,Italy,,,,,,,,,,,,,,,,,,,,565.0,950.0,766.0,
Chievo,Italy,,,,,,,,,,,,,,,,,,,,565.0,950.0,766.0,
Livorno,Italy,,,,,,,,,,,,,,,,,,,,565.0,950.0,766.0,
Parma,Italy,,,,,,,,,,,,,,,,,,,,565.0,950.0,766.0,
Sampdoria,Italy,,,,,,,,,,,,,,,,,,,,565.0,950.0,766.0,
Sassuolo,Italy,,,,,,,,,,,,,,,,,,,,565.0,950.0,766.0,
Torino,Italy,,,,,,,,,,,,,,,,,,,,565.0,950.0,766.0,
Celtic,Scotland,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.01,,,,1.01,1.02,1.01,
Inverness,Scotland,67.0,81.0,,81.0,,,51.0,67.0,,,67.0,51.0,67.0,67.0,,67.0,,,,36.0,46.0,39.0,
Motherwell,Scotland,81.0,101.0,,101.0,,,101.0,81.0,,,67.0,67.0,81.0,101.0,,81.0,,,,86.0,124.0,105.0,
Aberdeen,Scotland,201.0,126.0,,151.0,,,101.0,101.0,,,67.0,67.0,81.0,81.0,,151.0,,,,36.0,48.0,40.0,
Dundee Utd,Scotland,201.0,201.0,,151.0,,,251.0,101.0,,,151.0,81.0,151.0,151.0,,201.0,,,,92.0,133.0,113.0,
St Johnstone,Scotland,751.0,501.0,,251.0,,,301.0,501.0,,,301.0,201.0,301.0,351.0,,501.0,,,,112.0,162.0,138.0,
Hibernian,Scotland,1001.0,1001.0,,,,,301.0,1001.0,,,1001.0,751.0,,751.0,,1001.0,,,,112.0,162.0,138.0,
Partick,Scotland,,2001.0,,,,,1001.0,2501.0,,,3001.0,1501.0,,1001.0,,3001.0,,,,126.0,181.0,157.0,
Kilmarnock,Scotland,,2001.0,,,,,1001.0,2501.0,,,3001.0,,,1501.0,,3001.0,,,,140.0,219.0,177.0,
Ross County,Scotland,,2501.0,,,,,1001.0,2501.0,,,3001.0,2501.0,,1501.0,,3001.0,,,,140.0,219.0,177.0,
St Mirren,Scotland,,2501.0,,,,,751.0,5001.0,,,1501.0,1501.0,,1501.0,,5001.0,,,,140.0,219.0,177.0,
Hearts,Scotland,,7501.0,,,,,10001.0,10001.0,,,7501.0,,,7501.0,,10001.0,,,,140.0,219.0,177.0,
Ajax,Holland,,,,,,,,,,,,,,,,,,,,,1.86,,
Vitesse,Holland,,,,,,,,,,,,,,,,,,,,,6.13,,
Twente,Holland,,,,,,,,,,,,,,,,,,,,,6.7,,
Feyenoord,Holland,,,,,,,,,,,,,,,,,,,,,7.84,,
PSV Eindhoven,Holland,,,,,,,,,,,,,,,,,,,,,9.55,,
AZ Alkmaar,Holland,,,,,,,,,,,,,,,,,,,,,13.4,,
Heerenveen,Holland,,,,,,,,,,,,,,,,,,,,,71.0,,
Groningen,Holland,,,,,,,,,,,,,,,,,,,,,105.0,,
Utrecht,Holland,,,,,,,,,,,,,,,,,,,,,143.0,,
Zwolle,Holland,,,,,,,,,,,,,,,,,,,,,152.0,,
Cambuur,Holland,,,,,,,,,,,,,,,,,,,,,485.0,,
Den Haag,Holland,,,,,,,,,,,,,,,,,,,,,485.0,,
Go Ahead Eagles,Holland,,,,,,,,,,,,,,,,,,,,,485.0,,
Heracles,Holland,,,,,,,,,,,,,,,,,,,,,485.0,,
