name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,1.1,1.08,,1.08,1.08,1.05,1.06,,1.12,1.08,1.1,,1.08,1.08,,1.09,1.08,1.12,1.13,1.12,1.1,1.11,1.05,
bor dortmund,Germany,,17.0,17.0,,17.0,11.0,17.0,15.0,,12.0,15.0,15.0,,17.0,17.0,,13.3,17.0,12.0,13.0,12.0,11.0,10.0,8.95,
wolfsburg,Germany,,17.0,17.0,,17.0,21.0,17.0,26.0,,18.0,19.0,19.0,,19.0,17.0,,18.0,19.0,18.0,13.0,18.0,19.0,23.0,20.0,
bayer leverkusen,Germany,,34.0,41.0,,41.0,34.0,26.0,34.0,,41.0,34.0,34.0,,34.0,34.0,,35.0,34.0,41.0,34.0,41.0,42.0,44.0,42.0,
schalke 04,Germany,,41.0,51.0,,51.0,67.0,41.0,41.0,,36.0,67.0,51.0,,51.0,41.0,,47.0,51.0,36.0,51.0,36.0,37.0,30.0,44.0,
bor monchengladbach,Germany,,34.0,41.0,,41.0,81.0,67.0,67.0,,67.0,67.0,101.0,,51.0,41.0,,62.0,51.0,67.0,51.0,67.0,69.0,48.0,47.0,
eintracht frankfurt,Germany,,501.0,501.0,,501.0,501.0,751.0,501.0,,501.0,501.0,501.0,,501.0,501.0,,451.0,501.0,501.0,501.0,501.0,501.0,29.0,97.0,
hamburg,Germany,,301.0,751.0,,751.0,501.0,1001.0,501.0,,1001.0,751.0,1001.0,,751.0,501.0,,651.0,751.0,1001.0,501.0,1001.0,,27.0,97.0,
hannover,Germany,,501.0,501.0,,501.0,501.0,751.0,501.0,,801.0,1001.0,1001.0,,751.0,751.0,,651.0,751.0,801.0,1001.0,801.0,801.0,27.0,97.0,
hoffenheim,Germany,,251.0,251.0,,251.0,251.0,1001.0,251.0,,301.0,301.0,501.0,,501.0,501.0,,351.0,501.0,301.0,501.0,301.0,251.0,27.0,82.0,
augsburg,Germany,,301.0,251.0,,251.0,501.0,1001.0,501.0,,501.0,351.0,1001.0,,401.0,501.0,,501.0,401.0,501.0,501.0,501.0,501.0,29.0,97.0,
mainz 05,Germany,,501.0,501.0,,501.0,401.0,751.0,501.0,,601.0,501.0,1001.0,,751.0,501.0,,551.0,751.0,601.0,751.0,601.0,601.0,29.0,97.0,
fc koln,Germany,,301.0,401.0,,401.0,501.0,501.0,501.0,,601.0,1001.0,501.0,,501.0,751.0,,551.0,501.0,601.0,751.0,601.0,601.0,48.0,97.0,
hertha berlin,Germany,,751.0,751.0,,751.0,501.0,751.0,501.0,,701.0,1001.0,501.0,,501.0,751.0,,601.0,501.0,701.0,751.0,701.0,651.0,48.0,97.0,
vfb stuttgart,Germany,,751.0,401.0,,401.0,301.0,1001.0,501.0,,401.0,751.0,501.0,,501.0,501.0,,451.0,501.0,401.0,501.0,401.0,601.0,86.0,87.0,
werder bremen,Germany,,301.0,251.0,,251.0,301.0,1501.0,501.0,,801.0,751.0,1001.0,,751.0,751.0,,551.0,751.0,801.0,501.0,801.0,801.0,27.0,97.0,
ingolstadt,Germany,,1501.0,1001.0,,1001.0,751.0,1501.0,501.0,,1001.0,2501.0,1001.0,,1001.0,2001.0,,851.0,1001.0,1001.0,1001.0,1001.0,1001.0,26.0,47.0,
darmstadt,Germany,,1501.0,2501.0,,2501.0,1001.0,5001.0,501.0,,3001.0,5001.0,2501.0,,2501.0,2501.0,,1001.0,2501.0,3001.0,1501.0,3001.0,1001.0,26.0,16.0,
barcelona,Spain,1.62,1.67,1.73,1.67,1.73,1.67,1.62,1.67,1.62,1.65,1.62,1.62,1.67,1.73,1.61,1.73,1.6,1.73,1.65,1.67,1.65,1.71,1.7,1.6,
real madrid,Spain,2.75,2.62,2.63,2.6,2.63,2.6,2.25,2.5,2.5,2.7,2.62,2.62,2.5,2.5,2.5,2.5,2.45,2.5,2.7,2.75,2.7,2.5,2.6,2.44,
atletico madrid,Spain,17.0,17.0,23.0,23.0,23.0,21.0,21.0,15.0,15.0,16.0,21.0,17.0,21.0,17.0,17.0,15.0,16.0,17.0,16.0,19.0,16.0,15.0,15.3,12.6,
valencia,Spain,51.0,34.0,67.0,51.0,67.0,34.0,51.0,34.0,41.0,51.0,67.0,67.0,67.0,41.0,51.0,34.0,47.0,41.0,51.0,67.0,51.0,41.0,67.0,60.0,
seville,Spain,51.0,51.0,67.0,51.0,67.0,41.0,51.0,51.0,41.0,51.0,67.0,67.0,67.0,51.0,51.0,41.0,50.0,51.0,51.0,67.0,51.0,41.0,90.0,82.0,
villarreal,Spain,101.0,101.0,301.0,251.0,301.0,101.0,251.0,226.0,101.0,251.0,301.0,201.0,301.0,151.0,251.0,251.0,195.0,151.0,251.0,201.0,251.0,101.0,285.0,330.0,
athletic bilbao,Spain,201.0,101.0,401.0,301.0,401.0,201.0,251.0,301.0,201.0,251.0,501.0,501.0,501.0,251.0,251.0,251.0,221.0,251.0,251.0,251.0,251.0,201.0,95.0,286.0,
celta vigo,Spain,1001.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,1001.0,1001.0,501.0,1001.0,501.0,751.0,501.0,701.0,501.0,1001.0,1001.0,1001.0,53.0,95.0,417.0,
malaga,Spain,1001.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,1001.0,1001.0,1001.0,1001.0,501.0,751.0,501.0,651.0,501.0,1001.0,751.0,1001.0,501.0,95.0,417.0,
real sociedad,Spain,1001.0,501.0,501.0,751.0,501.0,501.0,1001.0,501.0,501.0,1001.0,1001.0,1001.0,1001.0,751.0,751.0,501.0,701.0,751.0,1001.0,751.0,1001.0,101.0,95.0,417.0,
espanyol,Spain,1001.0,1001.0,751.0,1001.0,751.0,751.0,1001.0,501.0,751.0,1501.0,1501.0,1001.0,1001.0,751.0,1001.0,751.0,851.0,751.0,1501.0,1001.0,1501.0,1001.0,95.0,417.0,
betis,Spain,5001.0,1001.0,1501.0,1501.0,1501.0,1001.0,5001.0,501.0,1001.0,5001.0,5001.0,1001.0,2501.0,1501.0,1501.0,1501.0,1001.0,1501.0,5001.0,1501.0,5001.0,261.0,95.0,417.0,
rayo vallecano,Spain,1001.0,1001.0,2001.0,2001.0,2001.0,1501.0,2501.0,501.0,1001.0,5001.0,5001.0,1001.0,2501.0,2001.0,2501.0,2001.0,1001.0,2001.0,5001.0,2501.0,5001.0,261.0,95.0,417.0,
deportivo la coruna,Spain,10001.0,1501.0,1501.0,2501.0,1501.0,1001.0,5001.0,501.0,1001.0,5001.0,10001.0,2001.0,2501.0,2501.0,2501.0,1501.0,1001.0,2501.0,5001.0,2501.0,5001.0,511.0,95.0,417.0,
eibar,Spain,10001.0,5001.0,2501.0,2501.0,2501.0,5001.0,5001.0,501.0,2501.0,7501.0,10001.0,5001.0,5001.0,5001.0,5001.0,2001.0,1001.0,5001.0,7501.0,2501.0,7501.0,511.0,95.0,417.0,
getafe,Spain,10001.0,5001.0,1501.0,2501.0,1501.0,2001.0,5001.0,501.0,2501.0,5001.0,10001.0,2001.0,5001.0,5001.0,5001.0,2501.0,1001.0,5001.0,5001.0,2501.0,5001.0,261.0,95.0,417.0,
gijon,Spain,10001.0,5001.0,2501.0,2501.0,2501.0,2501.0,5001.0,501.0,2501.0,7501.0,10001.0,2001.0,5001.0,5001.0,5001.0,5001.0,1001.0,5001.0,7501.0,2501.0,7501.0,511.0,95.0,417.0,
levante,Spain,10001.0,5001.0,2501.0,2501.0,2501.0,2001.0,2501.0,501.0,2501.0,5001.0,10001.0,5001.0,5001.0,5001.0,5001.0,2501.0,1001.0,5001.0,5001.0,2501.0,5001.0,261.0,95.0,417.0,
ud las palmas,Spain,10001.0,5001.0,2501.0,2501.0,2501.0,5001.0,5001.0,501.0,2501.0,5001.0,10001.0,2001.0,5001.0,5001.0,1001.0,5001.0,1001.0,5001.0,5001.0,2501.0,5001.0,511.0,95.0,417.0,
granada,Spain,10001.0,5001.0,2001.0,2501.0,2001.0,2001.0,5001.0,501.0,2001.0,5001.0,10001.0,2001.0,5001.0,5001.0,5001.0,2501.0,1001.0,5001.0,5001.0,2501.0,5001.0,261.0,105.0,417.0,
man city,England,2.25,2.25,2.38,2.38,2.38,2.25,2.25,2.3,2.25,2.25,2.25,2.2,2.25,2.25,2.25,2.25,,2.25,2.25,2.25,2.25,2.3,2.25,2.28,2.31
chelsea,England,4.33,4.33,4.0,4.0,4.0,4.5,4.0,4.5,4.0,4.35,4.33,4.33,4.5,4.33,4.33,4.33,,4.33,4.35,4.33,4.35,4.4,4.51,4.59,4.61
arsenal,England,5.0,5.0,4.5,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.46,5.56,5.65
man utd,England,6.5,6.5,6.5,6.0,6.5,6.5,6.5,6.0,6.0,6.5,6.5,6.5,6.0,6.5,6.0,6.0,,6.5,6.5,6.5,6.5,6.0,6.7,6.82,6.94
liverpool,England,21.0,29.0,21.0,21.0,21.0,21.0,17.0,21.0,21.0,23.0,23.0,15.0,17.0,23.0,21.0,17.0,,23.0,23.0,21.0,23.0,19.0,22.0,22.0,23.0
tottenham,England,201.0,151.0,201.0,251.0,201.0,151.0,151.0,151.0,151.0,251.0,251.0,251.0,201.0,251.0,251.0,201.0,,251.0,251.0,201.0,251.0,151.0,285.0,296.0,199.0
everton,England,501.0,751.0,201.0,401.0,201.0,251.0,401.0,301.0,501.0,501.0,401.0,401.0,501.0,501.0,251.0,401.0,,501.0,501.0,501.0,501.0,401.0,618.0,640.0,496.0
southampton,England,751.0,1001.0,401.0,501.0,401.0,301.0,401.0,501.0,251.0,751.0,401.0,401.0,351.0,751.0,401.0,401.0,,751.0,751.0,751.0,751.0,401.0,722.0,752.0,80.0
swansea,England,1501.0,1501.0,1001.0,1501.0,1001.0,1501.0,751.0,1001.0,1001.0,1001.0,2001.0,1501.0,1001.0,1501.0,751.0,1001.0,,1501.0,1001.0,1501.0,1001.0,751.0,808.0,839.0,496.0
west ham,England,1001.0,2501.0,1001.0,1501.0,1001.0,1001.0,751.0,1251.0,751.0,1501.0,2501.0,1501.0,1001.0,2001.0,1001.0,1501.0,,2001.0,1501.0,1001.0,1501.0,751.0,950.0,970.0,496.0
crystal palace,England,1501.0,2501.0,2001.0,1501.0,2001.0,2001.0,1501.0,1251.0,1001.0,1501.0,3001.0,1501.0,3001.0,1501.0,1001.0,2001.0,,1501.0,1501.0,1501.0,1501.0,1501.0,950.0,970.0,496.0
leicester,England,1501.0,2501.0,2001.0,1501.0,2001.0,2001.0,2001.0,2001.0,1501.0,1501.0,3001.0,2001.0,1501.0,2001.0,1501.0,2001.0,,2001.0,1501.0,1501.0,1501.0,2501.0,950.0,970.0,496.0
stoke,England,1251.0,2501.0,1001.0,1501.0,1001.0,1001.0,2501.0,1501.0,1001.0,1501.0,3001.0,1501.0,3001.0,2001.0,1001.0,1501.0,,2001.0,1501.0,1251.0,1501.0,2501.0,950.0,970.0,496.0
aston villa,England,2001.0,5001.0,1501.0,3001.0,1501.0,2001.0,4001.0,2001.0,1501.0,2501.0,5001.0,2001.0,5001.0,4001.0,2501.0,2501.0,,4001.0,2501.0,2001.0,2501.0,4001.0,950.0,970.0,496.0
newcastle,England,2501.0,5001.0,1001.0,2501.0,1001.0,1501.0,3001.0,1501.0,1001.0,2501.0,5001.0,1501.0,3001.0,3001.0,2501.0,1001.0,,3001.0,2501.0,2501.0,2501.0,3001.0,950.0,970.0,496.0
