name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
,Germany,,1.02,,1.02,,1.01,1.05,1.01,,,,,,,1.01,,,,,,,1.01,,1.02,,
,Germany,,17.0,,17.0,,15.0,15.0,21.0,,,,,,,15.0,,,,,,,26.0,,26.0,,
,Germany,,201.0,,,,151.0,21.0,501.0,,,,,,,151.0,,,,,,,501.0,,105.0,,
,Germany,,251.0,,,,251.0,21.0,501.0,,,,,,,251.0,,,,,,,1001.0,,57.0,,
,Germany,,,,,,401.0,81.0,501.0,,,,,,,251.0,,,,,,,1001.0,,95.0,,
,Germany,,,,,,,751.0,501.0,,,,,,,751.0,,,,,,,1201.0,,95.0,,
,Germany,,,,,,751.0,51.0,501.0,,,,,,,501.0,,,,,,,1501.0,,219.0,,
,Germany,,,,,,,1001.0,501.0,,,,,,,,,,,,,,2001.0,,62.0,,
,Germany,,,,,,,751.0,501.0,,,,,,,,,,,,,,2001.0,,62.0,,
,Germany,,,,,,,501.0,501.0,,,,,,,,,,,,,,2001.0,,62.0,,
,Germany,,,,,,,1001.0,501.0,,,,,,,,,,,,,,2001.0,,62.0,,
,Germany,,,,,,,751.0,501.0,,,,,,,,,,,,,,2001.0,,62.0,,
,Germany,,,,,,,1001.0,501.0,,,,,,,,,,,,,,2001.0,,62.0,,
,Germany,,,,,,,1001.0,501.0,,,,,,,,,,,,,,2001.0,,62.0,,
,Germany,,,,,,,751.0,501.0,,,,,,,,,,,,,,2001.0,,67.0,,
,Germany,,,,,,,1501.0,501.0,,,,,,,,,,,,,,2001.0,,90.0,,
,Germany,,,,,,,1501.0,501.0,,,,,,,,,,,,,,2001.0,,95.0,,
,Germany,,,,,,,5001.0,501.0,,,,,,,,,,,,,,2001.0,,90.0,,
,Spain,,1.2,1.2,,1.2,,1.17,1.17,,,,,,1.22,1.2,,,,,,,1.18,,1.24,,
,Spain,,6.5,5.5,,5.5,,6.5,6.5,,,,,,6.0,6.0,,,,,,,5.5,,6.32,5.75,
,Spain,,9.0,10.0,,10.0,,9.0,9.5,,,,,,10.0,8.0,,,,,,,10.0,,8.98,12.6,
,Spain,,,301.0,,301.0,,,501.0,,,,,,501.0,301.0,,,,,,,301.0,,190.0,286.0,
,Spain,,,401.0,,401.0,,,501.0,,,,,,501.0,501.0,,,,,,,501.0,,314.0,563.0,
,Spain,,,501.0,,501.0,,,501.0,,,,,,1001.0,501.0,,,,,,,501.0,,475.0,480.0,
