name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,1.02,1.03,1.03,1.02,1.03,1.02,1.05,1.02,1.03,1.01,1.02,1.03,1.01,1.02,1.03,1.02,,1.02,1.01,1.05,1.01,1.02,,1.04,,
bor dortmund,Germany,17.0,15.0,17.0,21.0,17.0,17.0,15.0,26.0,15.0,28.0,15.0,15.0,26.0,15.0,15.0,17.0,,15.0,28.0,9.0,28.0,23.0,,21.0,,
wolfsburg,Germany,67.0,51.0,51.0,81.0,51.0,67.0,21.0,81.0,51.0,161.0,51.0,67.0,101.0,51.0,51.0,67.0,,51.0,161.0,67.0,161.0,86.0,,76.0,,
schalke 04,Germany,201.0,101.0,81.0,101.0,81.0,101.0,51.0,201.0,101.0,251.0,101.0,151.0,,101.0,101.0,101.0,,101.0,251.0,101.0,251.0,201.0,,95.0,,
bayer leverkusen,Germany,201.0,101.0,81.0,151.0,81.0,101.0,21.0,151.0,151.0,401.0,151.0,151.0,,101.0,101.0,151.0,,101.0,401.0,101.0,401.0,151.0,,81.0,,
bor monchengladbach,Germany,751.0,,81.0,,81.0,151.0,81.0,201.0,151.0,601.0,101.0,251.0,,,151.0,,,,601.0,101.0,601.0,201.0,,57.0,,
hertha berlin,Germany,1501.0,,1001.0,,1001.0,501.0,751.0,501.0,,2501.0,1001.0,,,,751.0,,,,2501.0,501.0,2501.0,751.0,,62.0,,
eintracht frankfurt,Germany,3001.0,,1251.0,,1251.0,,751.0,501.0,,3001.0,1001.0,,,,501.0,,,,3001.0,501.0,3001.0,751.0,,57.0,,
fc koln,Germany,1501.0,,1251.0,,1251.0,,501.0,501.0,,3001.0,1001.0,,,,501.0,,,,3001.0,501.0,3001.0,751.0,,57.0,,
hamburg,Germany,3001.0,,751.0,,751.0,,1001.0,501.0,,3001.0,1001.0,,,,501.0,,,,3001.0,501.0,3001.0,501.0,,57.0,,
mainz 05,Germany,3001.0,,751.0,,751.0,,751.0,501.0,,3001.0,1001.0,,,,501.0,,,,3001.0,1001.0,3001.0,501.0,,62.0,,
ingolstadt,Germany,4501.0,,1001.0,,1001.0,,1501.0,501.0,,3501.0,1001.0,,,,1001.0,,,,3501.0,501.0,3501.0,751.0,,90.0,,
