name,country,Bet Victor,Totesport,Sporting Bet,Winner,888sport,32Red Bet,Stan James,You Win,Betfred,Betway,Spreadex,Bwin,Betfair,Coral,Unibet,Betdaq,188Bet,Sporting Index,Sky Bet,Bet 365,William Hill,Paddy Power,Ladbrokes,Boylesports
Braunschweig,Germany,,,,,,,,501.0,2001.0,3000.0,2501.0,,,,5001.0,,3000.0,,2001.0,,615.0,950.0,888.0,
Barcelona,Spain,,,,,,,1.53,1.57,1.62,,,,,,,,,,,,1.68,1.68,1.67,
Real Madrid,Spain,,,,,,,2.5,2.4,2.25,,,,,,,,,,,,2.54,2.56,2.55,
Atletico Madrid,Spain,,,,,,,67.0,51.0,41.0,,,,,,,,,,,,12.5,13.8,12.9,
Valencia,Spain,,,,,,,251.0,101.0,101.0,,,,,,,,,,,,154.0,485.0,195.0,
Real Sociedad,Spain,,,,,,,401.0,201.0,201.0,,,,,,,,,,,,118.0,190.0,144.0,
Athl Bilbao,Spain,,,,,,,751.0,401.0,501.0,,,,,,,,,,,,78.0,228.0,89.0,
Betis,Spain,,,,,,,751.0,501.0,501.0,,,,,,,,,,,,225.0,323.0,295.0,
Sevilla,Spain,,,,,,,751.0,201.0,301.0,,,,,,,,,,,,350.0,485.0,451.0,
Malaga,Spain,,,,,,,1001.0,326.0,501.0,,,,,,,,,,,,500.0,713.0,665.0,
Espanyol,Spain,,,,,,,1501.0,1001.0,1001.0,,,,,,,,,,,,154.0,228.0,195.0,
Getafe,Spain,,,,,,,2001.0,1001.0,1501.0,,,,,,,,,,,,615.0,950.0,888.0,
Celta Vigo,Spain,,,,,,,2501.0,1501.0,2001.0,,,,,,,,,,,,154.0,228.0,195.0,
Levante,Spain,,,,,,,2501.0,2001.0,2501.0,,,,,,,,,,,,615.0,950.0,888.0,
Villarreal,Spain,,,,,,,1501.0,,3001.0,,,,,,,,,,,,78.0,95.0,89.0,
Valladolid,Spain,,,,,,,3001.0,2501.0,3001.0,,,,,,,,,,,,615.0,950.0,888.0,
Granada,Spain,,,,,,,5001.0,3001.0,3001.0,,,,,,,,,,,,615.0,950.0,888.0,
Osasuna,Spain,,,,,,,5001.0,2501.0,3001.0,,,,,,,,,,,,615.0,950.0,888.0,
Rayo Vallecano,Spain,,,,,,,5001.0,1001.0,1501.0,,,,,,,,,,,,615.0,950.0,888.0,
Almeria,Spain,,,,,,,7501.0,,,,,,,,,,,,,,615.0,950.0,888.0,
Elche,Spain,,,,,,,7501.0,5001.0,7501.0,,,,,,,,,,,,615.0,950.0,888.0,
Man City,England,3.5,3.4,3.0,3.6,3.0,,3.0,3.25,3.25,3.4,3.0,3.4,3.25,3.0,,3.5,3.4,,3.4,3.5,3.65,3.61,3.61,
Chelsea,England,3.75,3.5,3.25,3.6,3.25,,3.5,3.5,3.5,3.6,3.25,3.5,3.5,3.5,,3.5,3.6,,3.5,3.5,3.85,3.85,3.8,
Man Utd,England,4.5,4.5,4.5,4.5,4.5,,4.5,4.5,4.5,4.75,4.5,4.33,4.5,4.5,,4.5,4.75,,4.5,4.5,4.9,4.89,4.89,
Arsenal,England,8.5,10.0,10.0,8.5,10.0,,10.0,10.0,10.0,9.0,11.0,8.5,9.0,9.0,,9.0,9.0,,10.0,8.5,8.6,8.6,8.6,
Liverpool,England,9.0,9.0,11.0,9.0,11.0,,10.0,10.0,12.0,9.0,12.0,9.0,9.0,10.0,,9.0,9.0,,9.0,9.0,8.8,8.6,8.79,
Tottenham,England,13.0,17.0,17.0,15.0,17.0,,17.0,17.0,17.0,14.0,19.0,15.0,13.0,17.0,,15.0,14.0,,17.0,13.0,14.0,14.3,14.3,
Everton,England,151.0,301.0,401.0,301.0,401.0,,301.0,176.0,251.0,250.0,751.0,251.0,251.0,251.0,,301.0,250.0,,301.0,501.0,230.0,295.0,299.0,
Southampton,England,1501.0,1501.0,2001.0,2001.0,2001.0,,2001.0,2001.0,1501.0,1500.0,2001.0,2001.0,1001.0,2001.0,,2001.0,1500.0,,2001.0,2001.0,660.0,950.0,950.0,
Aston Villa,England,2001.0,2001.0,2001.0,1001.0,2001.0,,1501.0,2001.0,1501.0,2000.0,2501.0,2501.0,1501.0,2001.0,,2501.0,2000.0,,2001.0,1751.0,660.0,950.0,950.0,
Swansea,England,1501.0,1501.0,2001.0,1501.0,2001.0,,2001.0,1001.0,1001.0,1500.0,2501.0,2501.0,2001.0,2001.0,,2001.0,1500.0,,2001.0,2251.0,660.0,950.0,950.0,
Newcastle,England,1001.0,1001.0,2001.0,1001.0,2001.0,,1501.0,1001.0,2001.0,1500.0,3001.0,2501.0,1501.0,1501.0,,2001.0,1500.0,,1001.0,2251.0,660.0,950.0,950.0,
West Ham,England,2501.0,2001.0,2001.0,2001.0,2001.0,,2001.0,2001.0,1501.0,2500.0,3001.0,3001.0,2001.0,2001.0,,2501.0,2500.0,,2001.0,2501.0,660.0,950.0,950.0,
Fulham,England,2501.0,2001.0,2001.0,2501.0,2001.0,,2501.0,2001.0,1501.0,3000.0,4001.0,4001.0,3001.0,2501.0,,3001.0,3000.0,,2001.0,3001.0,660.0,950.0,950.0,
West Brom,England,3001.0,2001.0,2001.0,2001.0,2001.0,,2501.0,2001.0,1001.0,3000.0,4001.0,4001.0,2501.0,2501.0,,3001.0,3000.0,,2001.0,3001.0,660.0,950.0,950.0,
Norwich,England,5001.0,3001.0,2501.0,,2501.0,,3001.0,5001.0,2501.0,5000.0,5001.0,5001.0,5001.0,2501.0,,5001.0,5000.0,,5001.0,4001.0,660.0,950.0,950.0,
Stoke,England,2501.0,2001.0,2501.0,,2501.0,,3001.0,4001.0,1501.0,3000.0,5001.0,2501.0,4001.0,2501.0,,3001.0,3000.0,,2501.0,4001.0,660.0,950.0,950.0,
Cardiff,England,5001.0,5001.0,5001.0,,5001.0,,5001.0,3001.0,5001.0,5000.0,7501.0,5001.0,5001.0,5001.0,,5001.0,5000.0,,5001.0,5001.0,660.0,950.0,950.0,
Hull,England,5001.0,7501.0,5001.0,,5001.0,,7501.0,7501.0,5001.0,7500.0,7501.0,7501.0,7501.0,5001.0,,7501.0,7500.0,,7501.0,5001.0,660.0,950.0,950.0,
Sunderland,England,7501.0,2001.0,2501.0,,2501.0,,3001.0,5001.0,1501.0,5000.0,7501.0,7501.0,3001.0,5001.0,,5001.0,5000.0,,7501.0,4001.0,660.0,950.0,950.0,
Crystal Palace,England,10001.0,10001.0,7501.0,,7501.0,,10001.0,10001.0,5001.0,7500.0,10001.0,10001.0,10001.0,7501.0,,10001.0,7500.0,,10001.0,5001.0,660.0,950.0,950.0,
PSG,France,,1.44,,,,,,1.4,,1.4,,,,,,,1.4,,,,1.4,1.43,1.39,
Monaco,France,,3.0,,,,,,3.25,,3.4,,,,,,,3.4,,,,3.05,3.23,3.18,
Marseille,France,,23.0,,,,,,26.0,,22.0,,,,,,,22.0,,,,3.85,19.0,4.32,
Lyon,France,,51.0,,,,,,56.0,,60.0,,,,,,,60.0,,,,60.0,71.0,67.0,
St Etienne,France,,51.0,,,,,,51.0,,60.0,,,,,,,60.0,,,,64.0,81.0,72.0,
Lille,France,,81.0,,,,,,67.0,,75.0,,,,,,,75.0,,,,34.0,38.0,36.0,
Rennes,France,,151.0,,,,,,101.0,,250.0,,,,,,,250.0,,,,64.0,76.0,72.0,
Nice,France,,201.0,,,,,,101.0,,300.0,,,,,,,300.0,,,,68.0,86.0,76.0,
Bordeaux,France,,251.0,,,,,,401.0,,250.0,,,,,,,250.0,,,,134.0,171.0,165.0,
Lorient,France,,401.0,,,,,,401.0,,500.0,,,,,,,500.0,,,,72.0,86.0,82.0,
Montpellier,France,,251.0,,,,,,301.0,,500.0,,,,,,,500.0,,,,205.0,285.0,261.0,
Toulouse,France,,401.0,,,,,,501.0,,500.0,,,,,,,500.0,,,,64.0,76.0,72.0,
Reims,France,,751.0,,,,,,501.0,,750.0,,,,,,,750.0,,,,64.0,76.0,72.0,
Bastia,France,,751.0,,,,,,501.0,,1000.0,,,,,,,1000.0,,,,64.0,76.0,72.0,
Sochaux,France,,751.0,,,,,,501.0,,1000.0,,,,,,,1000.0,,,,64.0,76.0,72.0,
Valenciennes,France,,751.0,,,,,,501.0,,1000.0,,,,,,,1000.0,,,,64.0,76.0,72.0,
Ajaccio,France,,1001.0,,,,,,501.0,,1000.0,,,,,,,1000.0,,,,64.0,76.0,72.0,
Evian,France,,1001.0,,,,,,501.0,,1000.0,,,,,,,1000.0,,,,64.0,76.0,72.0,
Guingamp,France,,1001.0,,,,,,501.0,,1500.0,,,,,,,1500.0,,,,64.0,76.0,72.0,
Nantes,France,,1251.0,,,,,,501.0,,1500.0,,,,,,,1500.0,,,,64.0,76.0,72.0,
Juventus,Italy,,1.62,,,,,,1.62,1.62,1.6,,,,,,,1.6,,,,,1.62,0.05,
Napoli,Italy,,5.5,,,,,,4.5,6.0,5.5,,,,,,,5.5,,,,,5.09,0.05,
AC Milan,Italy,,10.0,,,,,,9.0,8.0,12.0,,,,,,,12.0,,,,,10.5,0.05,
Inter,Italy,,12.0,,,,,,11.0,13.0,10.0,,,,,,,10.0,,,,,12.9,0.05,
Roma,Italy,,17.0,,,,,,15.0,15.0,15.0,,,,,,,15.0,,,,,17.1,0.05,
Fiorentina,Italy,,17.0,,,,,,17.0,15.0,15.0,,,,,,,15.0,,,,,25.0,0.05,
Lazio,Italy,,41.0,,,,,,51.0,51.0,75.0,,,,,,,75.0,,,,,124.0,0.05,
Udinese,Italy,,126.0,,,,,,101.0,101.0,100.0,,,,,,,100.0,,,,,181.0,0.05,
Parma,Italy,,501.0,,,,,,501.0,501.0,750.0,,,,,,,750.0,,,,,950.0,0.05,
Sampdoria,Italy,,501.0,,,,,,501.0,501.0,750.0,,,,,,,750.0,,,,,950.0,0.05,
Cagliari,Italy,,751.0,,,,,,501.0,751.0,750.0,,,,,,,750.0,,,,,152.0,0.05,
Catania,Italy,,751.0,,,,,,501.0,501.0,500.0,,,,,,,500.0,,,,,950.0,0.05,
Atalanta,Italy,,501.0,,,,,,501.0,501.0,1000.0,,,,,,,1000.0,,,,,950.0,0.05,
Genoa,Italy,,751.0,,,,,,501.0,501.0,1000.0,,,,,,,1000.0,,,,,950.0,0.05,
Bologna,Italy,,1001.0,,,,,,501.0,751.0,1000.0,,,,,,,1000.0,,,,,950.0,0.05,
Chievo,Italy,,1001.0,,,,,,501.0,751.0,1000.0,,,,,,,1000.0,,,,,950.0,0.05,
Torino,Italy,,751.0,,,,,,501.0,1001.0,750.0,,,,,,,750.0,,,,,950.0,0.05,
Livorno,Italy,,,,,,,,501.0,1501.0,1000.0,,,,,,,1000.0,,,,,950.0,0.05,
Sassuolo,Italy,,1501.0,,,,,,501.0,1501.0,1000.0,,,,,,,1000.0,,,,,950.0,0.05,
Verona,Italy,,1001.0,,,,,,501.0,1501.0,1000.0,,,,,,,1000.0,,,,,950.0,0.05,
Celtic,Scotland,1.0,1.0,,1.01,1.01,,1.01,1.01,1.01,,1.0,,1.01,1.01,,,,,,,1.03,1.04,1.03,
Inverness,Scotland,67.0,67.0,,67.0,67.0,,41.0,67.0,67.0,,67.0,,67.0,51.0,,,,,,,18.0,30.0,18.6,
Motherwell,Scotland,51.0,67.0,,67.0,67.0,,34.0,51.0,67.0,,41.0,,67.0,41.0,,,,,,,24.0,36.0,26.0,
Aberdeen,Scotland,101.0,101.0,,67.0,81.0,,67.0,81.0,81.0,,67.0,,67.0,67.0,,,,,,,37.0,52.0,41.0,
Dundee Utd,Scotland,251.0,301.0,,251.0,151.0,,251.0,301.0,301.0,,151.0,,251.0,251.0,,,,,,,92.0,133.0,110.0,
St Johnstone,Scotland,301.0,301.0,,301.0,251.0,,201.0,301.0,201.0,,251.0,,251.0,251.0,,,,,,,92.0,133.0,110.0,
Hibernian,Scotland,301.0,501.0,,401.0,201.0,,201.0,401.0,151.0,,251.0,,301.0,251.0,,,,,,,92.0,133.0,110.0,
Partick,Scotland,751.0,501.0,,1001.0,301.0,,301.0,501.0,1001.0,,501.0,,301.0,501.0,,,,,,,84.0,124.0,101.0,
Ross County,Scotland,1001.0,501.0,,501.0,501.0,,501.0,751.0,501.0,,501.0,,501.0,501.0,,,,,,,92.0,133.0,110.0,
Kilmarnock,Scotland,1251.0,751.0,,1001.0,501.0,,1501.0,751.0,251.0,,1001.0,,1001.0,751.0,,,,,,,92.0,133.0,110.0,
Hearts,Scotland,2001.0,1001.0,,1001.0,751.0,,2001.0,1001.0,1001.0,,1001.0,,1001.0,1001.0,,,,,,,92.0,133.0,110.0,
St Mirren,Scotland,1751.0,1501.0,,1001.0,751.0,,2501.0,1001.0,1001.0,,1001.0,,1001.0,1001.0,,,,,,,92.0,133.0,110.0,
Ajax,Holland,,,,,,,,2.0,,,,,,,,,2.35,,,,,2.1,,
PSV Eindhoven,Holland,,,,,,,,2.5,,,,,,,,,2.35,,,,,2.37,,
Twente,Holland,,,,,,,,15.0,,,,,,,,,9.0,,,,,13.4,,
Feyenoord,Holland,,,,,,,,21.0,,,,,,,,,11.0,,,,,12.4,,
AZ Alkmaar,Holland,,,,,,,,21.0,,,,,,,,,25.0,,,,,32.0,,
Vitesse,Holland,,,,,,,,26.0,,,,,,,,,30.0,,,,,26.0,,
Heerenveen,Holland,,,,,,,,34.0,,,,,,,,,25.0,,,,,34.0,,
Zwolle,Holland,,,,,,,,67.0,,,,,,,,,75.0,,,,,46.0,,
Utrecht,Holland,,,,,,,,34.0,,,,,,,,,75.0,,,,,48.0,,
Groningen,Holland,,,,,,,,,,,,,,,,,150.0,,,,,190.0,,
Waalwijk,Holland,,,,,,,,,,,,,,,,,150.0,,,,,219.0,,
Heracles,Holland,,,,,,,,,,,,,,,,,300.0,,,,,219.0,,
Cambuur,Holland,,,,,,,,,,,,,,,,,500.0,,,,,219.0,,
Go Ahead Eagles,Holland,,,,,,,,,,,,,,,,,500.0,,,,,219.0,,
NAC Breda,Holland,,,,,,,,,,,,,,,,,500.0,,,,,219.0,,
Roda,Holland,,,,,,,,,,,,,,,,,500.0,,,,,247.0,,
Den Haag,Holland,,,,,,,,,,,,,,,,,750.0,,,,,219.0,,
NEC Nijmegen,Holland,,,,,,,,,,,,,,,,,750.0,,,,,219.0,,
Porto,Portugal,,,,,,,,1.67,,,,,,,,,,,,,,1.6,,
Benfica,Portugal,,,,,,,,2.5,,,,,,,,,,,,,,2.9,,
Sporting Lisbon,Portugal,,,,,,,,11.0,,,,,,,,,,,,,,10.0,,
Braga,Portugal,,,,,,,,41.0,,,,,,,,,,,,,,52.0,,
Academica,Portugal,,,,,,,,,,,,,,,,,,,,,,24.0,,
Arouca,Portugal,,,,,,,,,,,,,,,,,,,,,,24.0,,
Belenenses,Portugal,,,,,,,,,,,,,,,,,,,,,,24.0,,
Estoril,Portugal,,,,,,,,,,,,,,,,,,,,,,24.0,,
Gil Vicente,Portugal,,,,,,,,,,,,,,,,,,,,,,24.0,,
Guimaraes,Portugal,,,,,,,,,,,,,,,,,,,,,,24.0,,
Olhanense,Portugal,,,,,,,,,,,,,,,,,,,,,,24.0,,
Rio Ave,Portugal,,,,,,,,,,,,,,,,,,,,,,24.0,,
Vitoria Setubal,Portugal,,,,,,,,,,,,,,,,,,,,,,24.0,,
Nacional,Portugal,,,,,,,,,,,,,,,,,,,,,,25.0,,
Maritimo,Portugal,,,,,,,,,,,,,,,,,,,,,,52.0,,
Pacos Ferreira,Portugal,,,,,,,,,,,,,,,,,,,,,,114.0,,
Galatasaray,Turkey,,,,,,,,1.67,,,,,,,,,,,,,,1.02,,
Fenerbahce,Turkey,,,,,,,,3.4,,,,,,,,,,,,,,2.01,,
Besiktas,Turkey,,,,,,,,5.0,,,,,,,,,,,,,,3.38,,
Trabzonspor,Turkey,,,,,,,,41.0,,,,,,,,,,,,,,3.38,,
Bursaspor,Turkey,,,,,,,,51.0,,,,,,,,,,,,,,3.38,,
Eskisehirspor,Turkey,,,,,,,,101.0,,,,,,,,,,,,,,3.38,,
Akhisar,Turkey,,,,,,,,,,,,,,,,,,,,,,3.38,,
Antalyaspor,Turkey,,,,,,,,,,,,,,,,,,,,,,3.38,,
Elazigspor,Turkey,,,,,,,,,,,,,,,,,,,,,,3.38,,
Erciyesspor,Turkey,,,,,,,,,,,,,,,,,,,,,,3.38,,
Gaziantepspor,Turkey,,,,,,,,,,,,,,,,,,,,,,3.38,,
Genclerbirligi,Turkey,,,,,,,,,,,,,,,,,,,,,,3.38,,
Karabukspor,Turkey,,,,,,,,,,,,,,,,,,,,,,3.38,,
Kasimpasa,Turkey,,,,,,,,,,,,,,,,,,,,,,3.38,,
Kayserispor,Turkey,,,,,,,,,,,,,,,,,,,,,,3.38,,
Konyaspor,Turkey,,,,,,,,,,,,,,,,,,,,,,3.38,,
Rizespor,Turkey,,,,,,,,,,,,,,,,,,,,,,3.38,,
Sivasspor,Turkey,,,,,,,,,,,,,,,,,,,,,,3.38,,
Cruzeiro,Brazil,,,,,,,,,,,,,,,,,,,,,,1.11,,
Botafogo RJ,Brazil,,,,,,,,,,,,,,,,,,,,,,4.04,,
Internacional RS,Brazil,,,,,,,,,,,,,,,,,,,,,,6.32,,
Gremio,Brazil,,,,,,,,,,,,,,,,,,,,,,10.0,,
Santos SP,Brazil,,,,,,,,,,,,,,,,,,,,,,28.0,,
Atletico Mineiro,Brazil,,,,,,,,,,,,,,,,,,,,,,29.0,,
Atletico PR,Brazil,,,,,,,,,,,,,,,,,,,,,,32.0,,
Corinthians SP,Brazil,,,,,,,,,,,,,,,,,,,,,,32.0,,
Nautico PE,Brazil,,,,,,,,,,,,,,,,,,,,,,32.0,,
Ponte Preta,Brazil,,,,,,,,,,,,,,,,,,,,,,32.0,,
Coritiba,Brazil,,,,,,,,,,,,,,,,,,,,,,34.0,,
Vasco da Gama,Brazil,,,,,,,,,,,,,,,,,,,,,,40.0,,
Sao Paulo,Brazil,,,,,,,,,,,,,,,,,,,,,,42.0,,
Fluminense RJ,Brazil,,,,,,,,,,,,,,,,,,,,,,71.0,,
Goias GO,Brazil,,,,,,,,,,,,,,,,,,,,,,71.0,,
Portuguesa,Brazil,,,,,,,,,,,,,,,,,,,,,,71.0,,
Vitoria,Brazil,,,,,,,,,,,,,,,,,,,,,,71.0,,
Bahia,Brazil,,,,,,,,,,,,,,,,,,,,,,81.0,,
Flamengo,Brazil,,,,,,,,,,,,,,,,,,,,,,81.0,,
Criciuma,Brazil,,,,,,,,,,,,,,,,,,,,,,90.0,,
