name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,1.02,1.03,1.03,1.02,1.03,1.02,1.02,1.02,1.03,1.01,1.02,1.03,1.01,1.02,1.03,1.02,,1.02,1.01,1.05,1.01,1.02,,1.04,,
bor dortmund,Germany,17.0,15.0,17.0,21.0,17.0,17.0,17.0,26.0,15.0,28.0,15.0,15.0,26.0,15.0,15.0,17.0,,15.0,28.0,9.0,28.0,18.0,,21.0,,
wolfsburg,Germany,67.0,51.0,51.0,81.0,51.0,67.0,34.0,81.0,51.0,161.0,51.0,67.0,101.0,51.0,51.0,67.0,,51.0,161.0,67.0,161.0,86.0,,76.0,,
schalke 04,Germany,201.0,101.0,81.0,101.0,81.0,101.0,67.0,201.0,101.0,251.0,101.0,151.0,,101.0,101.0,101.0,,101.0,251.0,101.0,251.0,201.0,,95.0,,
bayer leverkusen,Germany,201.0,101.0,81.0,151.0,81.0,101.0,67.0,151.0,151.0,401.0,151.0,151.0,,101.0,101.0,151.0,,101.0,401.0,101.0,401.0,151.0,,81.0,,
bor monchengladbach,Germany,751.0,,81.0,,81.0,151.0,81.0,201.0,151.0,601.0,101.0,251.0,,1001.0,151.0,,,1001.0,601.0,101.0,601.0,201.0,,95.0,,
hertha berlin,Germany,1501.0,,1001.0,,1001.0,501.0,751.0,501.0,,2501.0,1001.0,,,1001.0,751.0,,,1001.0,2501.0,501.0,2501.0,751.0,,71.0,,
eintracht frankfurt,Germany,3001.0,,1251.0,,1251.0,,751.0,501.0,,3001.0,1001.0,,,1001.0,501.0,,,1001.0,3001.0,501.0,3001.0,751.0,,71.0,,
fc koln,Germany,1501.0,,1251.0,,1251.0,,501.0,501.0,,3001.0,1001.0,,,1001.0,501.0,,,1001.0,3001.0,501.0,3001.0,751.0,,71.0,,
hamburg,Germany,3001.0,,751.0,,751.0,,1001.0,501.0,,3001.0,1001.0,,,1001.0,501.0,,,1001.0,3001.0,501.0,3001.0,501.0,,71.0,,
mainz 05,Germany,3001.0,,751.0,,751.0,,751.0,501.0,,3001.0,1001.0,,,1001.0,501.0,,,1001.0,3001.0,1001.0,3001.0,501.0,,71.0,,
ingolstadt,Germany,4501.0,,1001.0,,1001.0,,1501.0,501.0,,3501.0,1001.0,,,1001.0,1001.0,,,1001.0,3501.0,501.0,3501.0,751.0,,71.0,,
hannover,Germany,4501.0,,1501.0,,1501.0,,751.0,501.0,,5001.0,1001.0,,,1001.0,501.0,,,1001.0,5001.0,1001.0,5001.0,501.0,,71.0,,
vfb stuttgart,Germany,4501.0,,601.0,,601.0,501.0,1001.0,501.0,,5001.0,1001.0,,,1001.0,501.0,,,1001.0,5001.0,1001.0,5001.0,751.0,,71.0,,
werder bremen,Germany,4001.0,,1501.0,,1501.0,,1501.0,501.0,,5001.0,2001.0,,,1001.0,751.0,,,1001.0,5001.0,1001.0,5001.0,751.0,,71.0,,
augsburg,Germany,4501.0,,1501.0,,1501.0,,1001.0,501.0,,6001.0,2001.0,,,1001.0,1001.0,,,1001.0,6001.0,1001.0,6001.0,751.0,,71.0,,
darmstadt,Germany,4501.0,,2501.0,,2501.0,,5001.0,501.0,,6001.0,2501.0,,,1001.0,1501.0,,,1001.0,6001.0,1001.0,6001.0,501.0,,71.0,,
hoffenheim,Germany,3001.0,,751.0,,751.0,,1001.0,501.0,,8001.0,1501.0,,,1001.0,1001.0,,,1001.0,8001.0,1001.0,8001.0,751.0,,71.0,,
barcelona,Spain,1.8,1.73,1.73,1.8,1.73,1.75,1.8,1.8,1.8,1.85,1.73,1.8,1.83,1.8,1.72,1.8,,1.8,1.85,1.85,1.85,1.77,,,,
real madrid,Spain,2.1,2.1,2.2,2.0,2.2,2.0,2.0,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.0,,2.1,2.1,2.1,2.1,2.2,,,2.32,
atletico madrid,Spain,21.0,21.0,21.0,21.0,21.0,17.0,21.0,17.0,21.0,21.0,19.0,17.0,17.0,19.0,26.0,17.0,,19.0,21.0,17.0,21.0,22.0,,,20.0,
celta vigo,Spain,501.0,251.0,176.0,301.0,176.0,501.0,501.0,501.0,251.0,501.0,501.0,251.0,251.0,501.0,126.0,151.0,,501.0,501.0,501.0,501.0,501.0,,,286.0,
villarreal,Spain,401.0,501.0,201.0,501.0,201.0,401.0,501.0,501.0,401.0,501.0,251.0,501.0,251.0,251.0,251.0,201.0,,251.0,501.0,301.0,501.0,401.0,,,301.0,
valencia,Spain,251.0,251.0,151.0,251.0,151.0,251.0,501.0,501.0,251.0,251.0,251.0,501.0,251.0,151.0,126.0,201.0,,151.0,251.0,201.0,251.0,255.0,,,349.0,
seville,Spain,751.0,,251.0,501.0,251.0,501.0,201.0,501.0,751.0,751.0,501.0,501.0,751.0,501.0,251.0,251.0,,501.0,751.0,751.0,751.0,751.0,,,470.0,
athletic bilbao,Spain,1501.0,,501.0,,501.0,1001.0,,501.0,,1501.0,1251.0,1001.0,1001.0,1001.0,,,,1001.0,1501.0,1501.0,1501.0,1001.0,,,543.0,
