name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
chelsea,England,1.33,1.36,1.4,1.33,1.4,,1.36,1.36,,1.33,1.3,1.33,1.36,1.33,,1.33,1.33,,1.33,1.33,,1.33,,1.37,1.38
man city,England,3.75,3.5,3.25,3.5,3.25,,3.5,3.75,,3.75,3.5,3.75,3.75,3.5,,3.75,3.5,,3.5,3.75,,3.75,,3.91,4.12
man utd,England,41.0,34.0,34.0,34.0,34.0,,34.0,34.0,,41.0,34.0,41.0,34.0,41.0,,41.0,41.0,,41.0,41.0,,41.0,,58.0,55.0
arsenal,England,101.0,101.0,81.0,101.0,81.0,,101.0,101.0,,101.0,67.0,81.0,81.0,81.0,,81.0,101.0,,81.0,101.0,,101.0,,134.0,100.0
southampton,England,151.0,201.0,151.0,151.0,151.0,,151.0,201.0,,151.0,101.0,151.0,151.0,151.0,,151.0,126.0,,151.0,151.0,,151.0,,161.0,70.0
liverpool,England,501.0,501.0,401.0,401.0,401.0,,501.0,501.0,,401.0,501.0,401.0,401.0,501.0,,501.0,401.0,,501.0,401.0,,401.0,,495.0,496.0
tottenham,England,251.0,401.0,401.0,401.0,401.0,,501.0,301.0,,401.0,501.0,301.0,401.0,401.0,,501.0,401.0,,401.0,401.0,,401.0,,437.0,298.0
newcastle,England,2001.0,,,,,,,,,,,,,,,,,,,,,,,970.0,496.0
sunderland,England,2501.0,,,,,,,,,,,,,,,,,,,,,,,970.0,496.0
swansea,England,2501.0,,,,,,,,,,,,,,,,,,,,,,,970.0,496.0
stoke,England,3001.0,,,,,,,,,,,,,,,,,,,,,,,970.0,496.0
aston villa,England,4001.0,,,,,,,,,,,,,,,,,,,,,,,970.0,496.0
west brom,England,5001.0,,,,,,,,,,,,,,,,,,,,,,,970.0,496.0
west ham,England,1501.0,,,,,,,1501.0,,,5001.0,,,,,,,,,,,,,970.0,496.0
everton,England,2001.0,,,,,,1001.0,2501.0,,,6001.0,,,,,,,,,,,,,917.0,496.0
crystal palace,England,7501.0,,,,,,,,,,,,,,,,,,,,,,,970.0,496.0
hull,England,10001.0,,,,,,,,,,,,,,,,,,,,,,,970.0,496.0
qpr,England,10001.0,,,,,,,,,,,,,,,,,,,,,,,970.0,
burnley,England,15001.0,,,,,,,,,,,,,,,,,,,,,,,970.0,496.0
leicester,England,15001.0,,,,,,,,,,,,,,,,,,,,,,,970.0,496.0
celtic,Scotland,1.08,1.08,1.08,1.06,1.08,1.08,1.08,1.06,,1.1,,1.08,1.08,1.08,,1.08,,,1.08,1.1,,1.1,1.1,1.06,
aberdeen,Scotland,9.0,9.0,8.5,9.0,8.5,7.5,8.0,10.0,,7.5,,10.0,8.0,8.0,,8.5,,,8.0,7.5,,7.5,8.22,7.79,
dundee utd,Scotland,29.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,,41.0,,34.0,34.0,34.0,,34.0,,,34.0,41.0,,41.0,28.0,23.0,
inverness,Scotland,51.0,67.0,67.0,67.0,67.0,67.0,67.0,81.0,,67.0,,51.0,67.0,67.0,,51.0,,,67.0,67.0,,67.0,81.0,105.0,
hamilton,Scotland,151.0,101.0,126.0,126.0,126.0,67.0,251.0,251.0,,101.0,,126.0,151.0,151.0,,126.0,,,151.0,101.0,,101.0,19.0,48.0,
st johnstone,Scotland,501.0,,401.0,401.0,401.0,501.0,,251.0,,,,401.0,,,,501.0,,,,,,,23.0,188.0,
kilmarnock,Scotland,2501.0,,,,,,,301.0,,,,1251.0,,,,1001.0,,,,,,,190.0,180.0,
dundee,Scotland,3001.0,,,,,,,1001.0,,,,,,,,1001.0,,,,,,,285.0,247.0,
motherwell,Scotland,5001.0,,,,,,,1001.0,,,,,,,,,,,,,,,190.0,180.0,
partick,Scotland,7501.0,,,,,,,1001.0,,,,,,,,2001.0,,,,,,,19.0,417.0,
ross county,Scotland,10001.0,,,,,,,1001.0,,,,,,,,,,,,,,,19.0,611.0,
st mirren,Scotland,10001.0,,,,,,,1001.0,,,,,,,,,,,,,,,19.0,417.0,
fenerbahce,Turkey,2.2,,,,,2.05,2.1,2.2,,2.1,,,,,,,,,,2.1,,2.1,1.72,,
galatasaray,Turkey,2.38,,,,,2.2,2.25,2.4,,2.2,,,,,,,,,,2.2,,2.2,2.6,,
besiktas,Turkey,4.33,,,,,4.5,5.0,5.0,,4.5,,,,,,,,,,4.5,,4.5,2.9,,
bursaspor,Turkey,51.0,,,,,51.0,67.0,67.0,,51.0,,,,,,,,,,51.0,,51.0,1.15,,
istanbul bb,Turkey,101.0,,,,,101.0,126.0,101.0,,51.0,,,,,,,,,,51.0,,51.0,1.15,,
trabzonspor,Turkey,151.0,,,,,41.0,,67.0,,26.0,,,,,,,,,,26.0,,26.0,1.15,,
kasimpasa,Turkey,201.0,,,,,101.0,,101.0,,101.0,,,,,,,,,,101.0,,101.0,1.15,,
genclerbirligi,Turkey,301.0,,,,,101.0,101.0,101.0,,101.0,,,,,,,,,,101.0,,101.0,1.15,,
gaziantepspor,Turkey,501.0,,,,,67.0,67.0,67.0,,51.0,,,,,,,,,,51.0,,51.0,1.15,,
mersin i y,Turkey,501.0,,,,,67.0,67.0,67.0,,101.0,,,,,,,,,,101.0,,101.0,1.15,,
eskisehirspor,Turkey,1501.0,,,,,101.0,67.0,101.0,,101.0,,,,,,,,,,101.0,,101.0,1.15,,
akhisar,Turkey,2001.0,,,,,251.0,101.0,201.0,,301.0,,,,,,,,,,301.0,,301.0,1.15,,
erciyesspor,Turkey,2001.0,,,,,751.0,1001.0,501.0,,1001.0,,,,,,,,,,1001.0,,1001.0,1.15,,
karabukspor,Turkey,2001.0,,,,,151.0,126.0,301.0,,126.0,,,,,,,,,,126.0,,126.0,1.15,,
konyaspor,Turkey,2001.0,,,,,751.0,1001.0,501.0,,1001.0,,,,,,,,,,1001.0,,1001.0,1.15,,
rizespor,Turkey,2001.0,,,,,251.0,151.0,401.0,,251.0,,,,,,,,,,251.0,,251.0,1.15,,
sivasspor,Turkey,2001.0,,,,,201.0,101.0,101.0,,301.0,,,,,,,,,,301.0,,301.0,1.15,,
balikesirspor,Turkey,2501.0,,,,,751.0,751.0,501.0,,1001.0,,,,,,,,,,1001.0,,1001.0,1.15,,
