name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,1.08,,1.07,1.08,,1.06,1.11,1.1,,,,1.07,1.08,,1.08,,,1.08,,1.13,,1.11,1.07,
bor dortmund,Germany,,11.0,,9.0,8.0,,11.0,10.0,8.0,,,,9.5,10.0,,11.0,,,10.0,,10.0,,9.55,9.15,
bayer leverkusen,Germany,,23.0,,21.0,26.0,,17.0,21.0,21.0,,,,26.0,19.0,,21.0,,,19.0,,17.0,,24.0,14.6,
schalke 04,Germany,,67.0,,51.0,51.0,,81.0,67.0,51.0,,,,81.0,67.0,,81.0,,,67.0,,75.0,,561.0,223.0,
vfl wolfsburg,Germany,,67.0,,81.0,51.0,,81.0,51.0,51.0,,,,81.0,81.0,,81.0,,,81.0,,101.0,,247.0,204.0,
bor monchengladbach,Germany,,101.0,,101.0,101.0,,251.0,101.0,101.0,,,,201.0,101.0,,101.0,,,101.0,,75.0,,171.0,78.0,
hoffenheim,Germany,,151.0,,151.0,151.0,,151.0,176.0,201.0,,,,201.0,151.0,,251.0,,,151.0,,251.0,,361.0,291.0,
mainz 05,Germany,,251.0,,301.0,251.0,,401.0,501.0,401.0,,,,501.0,351.0,,401.0,,,351.0,,251.0,,428.0,97.0,
hannover 96,Germany,,501.0,,501.0,501.0,,501.0,501.0,501.0,,,,1001.0,501.0,,751.0,,,501.0,,251.0,,105.0,87.0,
vfb stuttgart,Germany,,501.0,,501.0,501.0,,501.0,201.0,251.0,,,,1001.0,501.0,,501.0,,,501.0,,501.0,,475.0,97.0,
hamburg,Germany,,501.0,,501.0,501.0,,501.0,301.0,501.0,,,,1001.0,501.0,,751.0,,,501.0,,501.0,,722.0,640.0,
fc koln,Germany,,751.0,,751.0,751.0,,1001.0,501.0,751.0,,,,1001.0,751.0,,1001.0,,,751.0,,501.0,,950.0,97.0,
eintracht frankfurt,Germany,,1001.0,,1001.0,1001.0,,1001.0,251.0,1001.0,,,,1001.0,1001.0,,1501.0,,,1001.0,,501.0,,475.0,97.0,
hertha berlin,Germany,,1001.0,,1501.0,1001.0,,1501.0,501.0,1001.0,,,,1001.0,1001.0,,1501.0,,,1001.0,,501.0,,950.0,839.0,
werder bremen,Germany,,1001.0,,1001.0,1001.0,,2001.0,376.0,501.0,,,,1001.0,1001.0,,1001.0,,,1001.0,,501.0,,950.0,427.0,
paderborn,Germany,,1501.0,,751.0,1001.0,,2501.0,501.0,501.0,,,,1001.0,1001.0,,2501.0,,,1001.0,,501.0,,475.0,417.0,
augsburg,Germany,,501.0,,501.0,401.0,,2001.0,501.0,1001.0,,,,1001.0,1001.0,,2501.0,,,1001.0,,501.0,,950.0,97.0,
freiburg,Germany,,1501.0,,1001.0,1251.0,,2001.0,501.0,1501.0,,,,1001.0,2001.0,,2501.0,,,2001.0,,501.0,,950.0,97.0,
barcelona,Spain,,1.91,,,1.73,1.8,2.0,1.83,,1.85,1.8,,1.91,1.85,,1.83,1.9,,1.85,1.85,1.95,1.85,2.01,1.97,
real madrid,Spain,,2.1,,,2.25,2.15,2.1,2.25,,2.2,2.2,,2.2,2.1,,2.1,2.1,,2.1,2.2,2.15,2.2,2.04,1.99,
atletico madrid,Spain,,13.0,,,15.0,11.0,11.0,10.0,,12.0,13.0,,12.0,13.0,,13.0,11.0,,13.0,12.0,11.0,12.0,15.3,14.1,
valencia,Spain,,67.0,,,101.0,101.0,101.0,81.0,,101.0,67.0,,67.0,81.0,,67.0,101.0,,81.0,101.0,67.0,101.0,36.0,31.0,
seville,Spain,,201.0,,,201.0,201.0,151.0,201.0,,201.0,201.0,,201.0,201.0,,151.0,201.0,,201.0,201.0,201.0,201.0,409.0,340.0,
villarreal,Spain,,251.0,,,251.0,251.0,251.0,376.0,,301.0,301.0,,401.0,251.0,,251.0,251.0,,251.0,301.0,251.0,301.0,950.0,849.0,
athletic bilbao,Spain,,251.0,,,201.0,201.0,201.0,201.0,,501.0,501.0,,251.0,251.0,,251.0,201.0,,251.0,501.0,251.0,501.0,950.0,849.0,
celta vigo,Spain,,751.0,,,751.0,1001.0,501.0,1001.0,,1501.0,751.0,,501.0,501.0,,,1001.0,,501.0,1501.0,751.0,1501.0,950.0,849.0,
real sociedad,Spain,,501.0,,,251.0,251.0,301.0,201.0,,1501.0,751.0,,501.0,501.0,,251.0,251.0,,501.0,1501.0,251.0,1501.0,950.0,849.0,
malaga,Spain,,1501.0,,,1501.0,1501.0,751.0,1001.0,,2001.0,2001.0,,751.0,751.0,,,1501.0,,751.0,2001.0,1501.0,2001.0,950.0,849.0,
espanyol,Spain,,1501.0,,,1501.0,2001.0,1501.0,1001.0,,2501.0,2001.0,,751.0,1501.0,,,1501.0,,1501.0,2501.0,2001.0,2501.0,950.0,849.0,
deportivo la coruna,Spain,,2001.0,,,1501.0,2001.0,5001.0,1001.0,,4001.0,3001.0,,2501.0,1501.0,,,2001.0,,1501.0,4001.0,2501.0,4001.0,950.0,849.0,
granada,Spain,,1501.0,,,1251.0,1501.0,1501.0,1001.0,,2001.0,5001.0,,1001.0,1501.0,,,1001.0,,1501.0,2001.0,1501.0,2001.0,950.0,849.0,
rayo vallecano,Spain,,1501.0,,,1501.0,1501.0,2001.0,1001.0,,3001.0,5001.0,,1001.0,2001.0,,,2001.0,,2001.0,3001.0,2001.0,3001.0,950.0,849.0,
almeria,Spain,,3001.0,,,2501.0,3001.0,3001.0,1001.0,,4001.0,7501.0,,1001.0,2501.0,,,2501.0,,2501.0,4001.0,3001.0,4001.0,950.0,849.0,
cordoba,Spain,,3001.0,,,4001.0,,5001.0,1001.0,,5001.0,7501.0,,2501.0,5001.0,,,5001.0,,5001.0,5001.0,5001.0,5001.0,950.0,849.0,
eibar,Spain,,2001.0,,,2501.0,2001.0,4001.0,1001.0,,4001.0,7501.0,,3001.0,2501.0,,,2501.0,,2501.0,4001.0,3001.0,4001.0,950.0,849.0,
elche,Spain,,2501.0,,,2501.0,2501.0,5001.0,1001.0,,4001.0,7501.0,,1001.0,2501.0,,,2001.0,,2501.0,4001.0,5001.0,4001.0,950.0,849.0,
getafe,Spain,,2501.0,,,1251.0,2501.0,2501.0,1001.0,,4001.0,7501.0,,1001.0,2001.0,,,2001.0,,2001.0,4001.0,2501.0,4001.0,950.0,849.0,
levante,Spain,,2001.0,,,2501.0,2001.0,2001.0,1001.0,,5001.0,7501.0,,1001.0,2001.0,,,1501.0,,2001.0,5001.0,2501.0,5001.0,950.0,849.0,
chelsea,England,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.62,1.67,1.6,1.62,1.57,1.67,1.62,1.62,1.61,1.65,1.65,1.62,1.6,1.65,1.6,1.69,1.71,1.73
man city,England,3.75,4.0,4.0,3.75,4.0,4.0,3.75,4.0,4.0,4.0,3.6,4.0,4.0,4.0,4.0,4.0,4.0,3.9,4.0,4.0,4.0,4.0,4.14,4.01,4.22
arsenal,England,10.0,10.0,10.0,10.0,10.0,8.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.5,10.0,10.0,10.0,10.0,10.0,10.2,10.4
man utd,England,17.0,13.0,12.0,12.0,12.0,13.0,13.0,15.0,11.0,15.0,17.0,15.0,13.0,15.0,13.0,15.0,13.0,14.2,15.0,15.0,15.0,15.0,15.7,16.0,15.9
liverpool,England,23.0,21.0,23.0,26.0,23.0,19.0,26.0,26.0,26.0,29.0,26.0,26.0,21.0,29.0,26.0,34.0,23.0,25.0,29.0,29.0,26.0,29.0,30.0,30.0,31.0
tottenham,England,151.0,151.0,151.0,151.0,151.0,81.0,151.0,151.0,126.0,151.0,151.0,151.0,81.0,151.0,151.0,101.0,151.0,140.0,151.0,151.0,151.0,151.0,171.0,169.0,150.0
everton,England,401.0,251.0,251.0,301.0,251.0,201.0,251.0,251.0,201.0,251.0,401.0,301.0,251.0,251.0,251.0,201.0,251.0,251.0,251.0,251.0,301.0,251.0,361.0,354.0,298.0
southampton,England,1001.0,751.0,1001.0,751.0,1001.0,501.0,1001.0,1001.0,1001.0,501.0,1001.0,751.0,1001.0,1001.0,1001.0,1001.0,1001.0,701.0,1001.0,501.0,501.0,501.0,694.0,660.0,496.0
swansea,England,2001.0,2001.0,2001.0,1501.0,2001.0,751.0,1501.0,2501.0,1501.0,2001.0,2001.0,1501.0,2501.0,2001.0,2001.0,1501.0,2001.0,1001.0,2001.0,2001.0,2001.0,2001.0,950.0,970.0,496.0
stoke,England,2501.0,2501.0,2501.0,2501.0,2501.0,2001.0,2501.0,2001.0,2001.0,2501.0,4001.0,2501.0,2501.0,2501.0,2001.0,3001.0,2501.0,1001.0,2501.0,2501.0,2501.0,2501.0,950.0,970.0,496.0
aston villa,England,2501.0,2501.0,2501.0,2001.0,2501.0,2001.0,5001.0,1001.0,2001.0,2501.0,2501.0,5001.0,2501.0,2501.0,2501.0,2001.0,2001.0,1001.0,2501.0,2501.0,2501.0,2501.0,950.0,970.0,496.0
