name,country,Bet Victor,Totesport,Sporting Bet,Winner,888sport,32Red Bet,Stan James,You Win,Betfred,Betway,Spreadex,Bwin,Betfair,Coral,Unibet,Betdaq,Sporting Index,Sky Bet,Bet 365,William Hill,Paddy Power,Ladbrokes,Boylesports
Bayern Munich,Germany,,1.2,,,,,,1.2,,1.18,,,,1.16,,1.18,1.18,,,,1.28,1.24,
Bor Dortmund,Germany,,5.0,,,,,,5.0,,5.0,,,,5.0,,4.75,5.0,,,4.4,5.27,5.07,
Bayer Leverkusen,Germany,,17.0,,,,,,21.0,,20.0,,,,21.0,,23.0,20.0,,,17.5,22.0,18.5,
Schalke 04,Germany,,151.0,,,,,,151.0,,100.0,,,,151.0,,75.0,100.0,,,92.0,124.0,113.0,
Bor Monchengladbach,Germany,,101.0,,,,,,151.0,,150.0,,,,151.0,,101.0,150.0,,,120.0,162.0,149.0,
VfB Stuttgart,Germany,,151.0,,,,,,226.0,,200.0,,,,201.0,,101.0,200.0,,,220.0,323.0,286.0,
Hamburg,Germany,,,,,,,,301.0,,200.0,,,,251.0,,251.0,200.0,,,124.0,162.0,155.0,
Hertha Berlin,Germany,,,,,,,,226.0,,200.0,,,,351.0,,101.0,200.0,,,230.0,361.0,306.0,
Eintracht Frankfurt,Germany,,,,,,,,226.0,,400.0,,,,351.0,,251.0,400.0,,,340.0,485.0,446.0,
VfL Wolfsburg,Germany,,301.0,,,,,,501.0,,150.0,,,,501.0,,101.0,150.0,,,142.0,200.0,179.0,
Hannover 96,Germany,,,,,,,,501.0,,300.0,,,,251.0,,101.0,300.0,,,280.0,399.0,373.0,
Werder Bremen,Germany,,501.0,,,,,,276.0,,400.0,,,,501.0,,251.0,400.0,,,415.0,589.0,563.0,
Hoffenheim,Germany,,,,,,,,251.0,,300.0,,,,501.0,,251.0,300.0,,,615.0,950.0,907.0,
Mainz 05,Germany,,,,,,,,376.0,,300.0,,,,501.0,,251.0,300.0,,,615.0,950.0,907.0,
Augsburg,Germany,,,,,,,,476.0,,500.0,,,,751.0,,501.0,500.0,,,615.0,950.0,907.0,
Freiburg,Germany,,,,,,,,501.0,,2000.0,,,,1501.0,,2001.0,2000.0,,,610.0,950.0,902.0,
Nurnberg,Germany,,,,,,,,501.0,,2000.0,,,,1501.0,,2001.0,2000.0,,,615.0,950.0,907.0,
Braunschweig,Germany,,,,,,,,501.0,,5000.0,,,,2501.0,,2001.0,5000.0,,,615.0,950.0,907.0,
Barcelona,Spain,,1.36,,,,,1.33,1.33,,,,,,1.33,,,,,,1.33,1.36,1.33,
Real Madrid,Spain,,4.5,,,,,3.75,4.0,,,,,,3.75,,,,,,3.85,4.71,4.4,
Atletico Madrid,Spain,,9.0,,,,,13.0,11.0,,,,,,11.0,,,,,,9.4,10.5,9.73,
Real Sociedad,Spain,,,,,,,501.0,401.0,,,,,,501.0,,,,,,320.0,447.0,422.0,
Valencia,Spain,,,,,,,251.0,251.0,,,,,,501.0,,,,,,355.0,494.0,470.0,
Betis,Spain,,,,,,,751.0,401.0,,,,,,751.0,,,,,,615.0,950.0,907.0,
Villarreal,Spain,,,,,,,1001.0,,,,,,,751.0,,,,,,215.0,304.0,276.0,
Sevilla,Spain,,,,,,,1001.0,401.0,,,,,,751.0,,,,,,360.0,542.0,490.0,
Athl Bilbao,Spain,,,,,,,1001.0,401.0,,,,,,751.0,,,,,,615.0,950.0,907.0,
Espanyol,Spain,,,,,,,1001.0,1001.0,,,,,,,,,,,,615.0,950.0,907.0,
Malaga,Spain,,,,,,,1001.0,501.0,,,,,,1001.0,,,,,,615.0,950.0,907.0,
Getafe,Spain,,,,,,,2001.0,1001.0,,,,,,,,,,,,615.0,950.0,907.0,
Celta Vigo,Spain,,,,,,,2501.0,1501.0,,,,,,,,,,,,615.0,950.0,907.0,
Levante,Spain,,,,,,,2501.0,2001.0,,,,,,,,,,,,615.0,950.0,907.0,
Valladolid,Spain,,,,,,,3001.0,2501.0,,,,,,,,,,,,615.0,950.0,907.0,
Granada,Spain,,,,,,,5001.0,3001.0,,,,,,,,,,,,615.0,950.0,907.0,
Osasuna,Spain,,,,,,,5001.0,2501.0,,,,,,,,,,,,615.0,950.0,907.0,
Rayo Vallecano,Spain,,,,,,,5001.0,1001.0,,,,,,,,,,,,615.0,950.0,907.0,
Almeria,Spain,,,,,,,7501.0,,,,,,,,,,,,,615.0,950.0,907.0,
Elche,Spain,,,,,,,7501.0,5001.0,,,,,,,,,,,,615.0,950.0,907.0,
Chelsea,England,2.88,3.25,3.25,3.1,3.25,,2.88,3.1,3.0,3.1,3.0,3.25,3.0,2.88,,3.0,3.1,,3.25,3.1,3.14,3.13,
Man City,England,3.6,3.4,3.25,3.25,3.25,,3.25,3.4,3.5,3.35,3.25,3.25,3.25,3.25,,3.4,3.35,,3.25,3.45,3.42,3.47,
Arsenal,England,5.5,6.0,5.5,6.0,5.5,,6.5,5.5,5.0,5.5,5.5,5.5,5.5,6.0,,6.0,5.5,,6.0,6.2,6.32,6.43,
