name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,1.1,1.07,1.07,1.07,1.1,1.05,1.07,,,1.07,,1.08,,1.08,,,,,1.13,,,1.11,,
bor dortmund,Germany,,15.0,15.0,15.0,15.0,11.0,17.0,15.0,,,13.0,,11.0,,15.0,,,,,10.0,,,10.0,,
wolfsburg,Germany,,21.0,17.0,17.0,17.0,21.0,21.0,19.0,,,19.0,,21.0,,17.0,,,,,13.0,,,27.0,,
bayer leverkusen,Germany,,34.0,34.0,34.0,34.0,34.0,26.0,31.0,,,29.0,,41.0,,34.0,,,,,34.0,,,21.0,,
schalke 04,Germany,,67.0,67.0,67.0,67.0,51.0,51.0,51.0,,,81.0,,67.0,,67.0,,,,,75.0,,,30.0,,
bor monchengladbach,Germany,,67.0,67.0,67.0,67.0,67.0,67.0,67.0,,,81.0,,101.0,,67.0,,,,,75.0,,,105.0,,
eintracht frankfurt,Germany,,501.0,501.0,501.0,501.0,501.0,751.0,501.0,,,501.0,,501.0,,501.0,,,,,501.0,,,30.0,,
mainz 05,Germany,,501.0,401.0,501.0,401.0,401.0,751.0,501.0,,,501.0,,501.0,,501.0,,,,,751.0,,,30.0,,
augsburg,Germany,,501.0,251.0,501.0,251.0,501.0,1001.0,501.0,,,351.0,,501.0,,501.0,,,,,501.0,,,30.0,,
fc koln,Germany,,501.0,401.0,501.0,401.0,501.0,501.0,501.0,,,1001.0,,751.0,,751.0,,,,,501.0,,,30.0,,
hamburg,Germany,,501.0,501.0,501.0,501.0,501.0,1001.0,501.0,,,751.0,,501.0,,501.0,,,,,501.0,,,30.0,,
hannover,Germany,,501.0,751.0,501.0,751.0,501.0,751.0,501.0,,,1001.0,,751.0,,751.0,,,,,1001.0,,,30.0,,
hertha berlin,Germany,,751.0,1001.0,751.0,1001.0,501.0,751.0,501.0,,,1001.0,,751.0,,751.0,,,,,751.0,,,30.0,,
hoffenheim,Germany,,501.0,301.0,251.0,301.0,251.0,1001.0,251.0,,,301.0,,501.0,,501.0,,,,,501.0,,,30.0,,
vfb stuttgart,Germany,,751.0,501.0,501.0,501.0,301.0,1001.0,501.0,,,751.0,,751.0,,501.0,,,,,501.0,,,30.0,,
werder bremen,Germany,,501.0,301.0,501.0,301.0,301.0,1501.0,501.0,,,501.0,,501.0,,501.0,,,,,501.0,,,30.0,,
ingolstadt,Germany,,1501.0,1501.0,1001.0,1501.0,751.0,1501.0,501.0,,,1501.0,,2501.0,,2001.0,,,,,1001.0,,,30.0,,
darmstadt,Germany,,1501.0,2501.0,1501.0,2501.0,1001.0,5001.0,501.0,,,5001.0,,2501.0,,2501.0,,,,,1501.0,,,30.0,,
barcelona,Spain,1.57,,1.57,1.57,1.57,1.57,1.5,1.57,1.53,,1.57,1.57,1.62,,1.57,,,,,1.57,,1.57,1.58,1.51,
real madrid,Spain,2.88,,2.75,2.75,2.75,2.75,2.75,2.75,2.75,,2.62,2.75,2.62,,2.75,,,,,2.85,,2.8,2.86,2.67,
atletico madrid,Spain,15.0,,15.0,17.0,15.0,15.0,17.0,15.0,15.0,,21.0,15.0,13.0,,15.0,,,,,15.0,,17.0,14.3,12.6,
seville,Spain,67.0,,67.0,67.0,67.0,67.0,67.0,67.0,51.0,,67.0,67.0,67.0,,67.0,,,,,67.0,,67.0,52.0,60.0,
valencia,Spain,67.0,,67.0,67.0,67.0,51.0,67.0,51.0,51.0,,67.0,67.0,67.0,,67.0,,,,,67.0,,67.0,57.0,116.0,
villarreal,Spain,251.0,,201.0,201.0,201.0,101.0,251.0,251.0,151.0,,201.0,201.0,201.0,,201.0,,,,,251.0,,251.0,95.0,116.0,
athletic bilbao,Spain,501.0,,501.0,301.0,501.0,201.0,251.0,301.0,251.0,,501.0,501.0,251.0,,251.0,,,,,501.0,,501.0,190.0,204.0,
celta vigo,Spain,751.0,,501.0,501.0,501.0,501.0,501.0,501.0,401.0,,1001.0,501.0,501.0,,751.0,,,,,751.0,,,95.0,180.0,
malaga,Spain,1001.0,,501.0,501.0,501.0,501.0,501.0,501.0,751.0,,1001.0,1001.0,1001.0,,501.0,,,,,1001.0,,1001.0,95.0,180.0,
real sociedad,Spain,1001.0,,751.0,751.0,751.0,501.0,1001.0,501.0,751.0,,1001.0,1001.0,1001.0,,751.0,,,,,1001.0,,,95.0,180.0,
espanyol,Spain,1001.0,,1001.0,751.0,1001.0,751.0,1001.0,501.0,751.0,,1501.0,1001.0,751.0,,1001.0,,,,,1001.0,,1001.0,95.0,180.0,
betis,Spain,4501.0,,2001.0,1501.0,2001.0,1001.0,5001.0,501.0,2001.0,,5001.0,1001.0,2501.0,,1001.0,,,,,4501.0,,,95.0,180.0,
rayo vallecano,Spain,1001.0,,2001.0,2001.0,2001.0,1501.0,2501.0,501.0,2001.0,,5001.0,1001.0,2501.0,,2501.0,,,,,1001.0,,,95.0,180.0,
deportivo la coruna,Spain,5000.0,,2001.0,2501.0,2001.0,1001.0,5001.0,501.0,2001.0,,10001.0,2001.0,2501.0,,2001.0,,,,,5001.0,,,95.0,180.0,
eibar,Spain,5000.0,,5001.0,2501.0,5001.0,5001.0,5001.0,501.0,5001.0,,10001.0,5001.0,5001.0,,5001.0,,,,,5001.0,,,95.0,180.0,
getafe,Spain,5000.0,,5001.0,2501.0,5001.0,2001.0,5001.0,501.0,2501.0,,10001.0,2001.0,5001.0,,5001.0,,,,,5001.0,,,95.0,180.0,
gijon,Spain,5000.0,,2501.0,2501.0,2501.0,2501.0,5001.0,501.0,2001.0,,10001.0,2001.0,5001.0,,5001.0,,,,,5001.0,,,95.0,180.0,
granada,Spain,5000.0,,5001.0,2501.0,5001.0,2001.0,5001.0,501.0,5001.0,,10001.0,2001.0,5001.0,,5001.0,,,,,5001.0,,,95.0,180.0,
levante,Spain,5000.0,,5001.0,2501.0,5001.0,2001.0,2501.0,501.0,2501.0,,10001.0,5001.0,5001.0,,5001.0,,,,,5001.0,,,95.0,180.0,
ud las palmas,Spain,5000.0,,5001.0,2501.0,5001.0,5001.0,5001.0,501.0,2501.0,,10001.0,2001.0,5001.0,,1001.0,,,,,5001.0,,,95.0,180.0,
man city,England,1.8,1.8,,1.8,1.83,1.7,,1.83,1.8,1.8,1.75,1.73,1.83,1.83,1.8,1.83,1.8,1.83,1.8,1.83,1.8,1.8,1.78,1.78,1.81
