name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,1.01,,1.01,,1.01,1.01,1.01,1.01,,,,1.01,1.01,,1.01,1.01,,1.01,,,,1.02,1.01,
bayer leverkusen,Germany,,67.0,,51.0,,67.0,67.0,67.0,67.0,,,,51.0,51.0,,67.0,67.0,,51.0,,,,40.0,41.0,
vfl wolfsburg,Germany,,67.0,,41.0,,67.0,51.0,81.0,67.0,,,,51.0,67.0,,67.0,67.0,,67.0,,,,36.0,34.0,
bor monchengladbach,Germany,,101.0,,101.0,,101.0,126.0,126.0,101.0,,,,101.0,101.0,,126.0,101.0,,101.0,,,,67.0,72.0,
schalke 04,Germany,,151.0,,151.0,,151.0,201.0,151.0,151.0,,,,151.0,151.0,,151.0,151.0,,151.0,,,,48.0,252.0,
mainz 05,Germany,,,,,,501.0,401.0,501.0,401.0,,,,501.0,501.0,,,501.0,,501.0,,,,48.0,466.0,
bor dortmund,Germany,,101.0,,501.0,,151.0,501.0,126.0,126.0,,,,126.0,101.0,,176.0,126.0,,101.0,,,,90.0,116.0,
hannover 96,Germany,,,,,,501.0,501.0,501.0,,,,,501.0,501.0,,,501.0,,501.0,,,,190.0,378.0,
hoffenheim,Germany,,251.0,,301.0,,301.0,501.0,301.0,251.0,,,,251.0,251.0,,251.0,,,251.0,,,,219.0,218.0,
vfb stuttgart,Germany,,,,,,,1001.0,501.0,501.0,,,,,751.0,,,,,751.0,,,,48.0,761.0,
fc koln,Germany,,,,,,,1001.0,501.0,,,,,,751.0,,,,,751.0,,,,124.0,761.0,
eintracht frankfurt,Germany,,,,,,,1001.0,501.0,,,,,,501.0,,,,,501.0,,,,485.0,761.0,
hertha berlin,Germany,,,,,,,1501.0,501.0,,,,,,1001.0,,,,,1001.0,,,,44.0,761.0,
freiburg,Germany,,,,,,,2001.0,501.0,,,,,,1501.0,,,,,1501.0,,,,44.0,761.0,
werder bremen,Germany,,,,,,,2001.0,501.0,,,,,,751.0,,,,,751.0,,,,44.0,761.0,
augsburg,Germany,,,,,,,2001.0,501.0,,,,,,501.0,,,,,501.0,,,,124.0,761.0,
paderborn,Germany,,,,,,,2501.0,501.0,,,,,,751.0,,,,,751.0,,,,46.0,388.0,
hamburg,Germany,,,,,,,2501.0,501.0,,,,,,1501.0,,,,,1501.0,,,,48.0,761.0,
real madrid,Spain,,1.44,,1.44,,1.4,1.44,1.44,,,,,1.44,1.4,,1.44,,,,1.45,,,,1.39,
barcelona,Spain,,2.75,,2.8,,2.95,2.75,2.88,,,,,2.75,2.75,,2.88,,,,3.0,,,,2.73,
atletico madrid,Spain,,21.0,,26.0,,21.0,21.0,21.0,,,,,21.0,21.0,,21.0,,,,23.0,,,,18.0,
valencia,Spain,,101.0,,151.0,,81.0,201.0,101.0,,,,,81.0,101.0,,81.0,,,,101.0,,,,87.0,
seville,Spain,,251.0,,301.0,,151.0,201.0,251.0,,,,,251.0,251.0,,251.0,,,,501.0,,,,190.0,
athletic bilbao,Spain,,,,,,,,501.0,,,,,501.0,501.0,,501.0,,,,501.0,,,,761.0,
villarreal,Spain,,,,,,,,501.0,,,,,301.0,501.0,,501.0,,,,501.0,,,,761.0,
celta vigo,Spain,,,,,,,,1001.0,,,,,751.0,751.0,,,,,,1001.0,,,,761.0,
malaga,Spain,,,,,,,,1001.0,,,,,2001.0,1001.0,,,,,,1001.0,,,,761.0,
real sociedad,Spain,,,,,,,,1001.0,,,,,,751.0,,,,,,2501.0,,,,761.0,
espanyol,Spain,,,,,,,,1001.0,,,,,,2501.0,,,,,,2501.0,,,,761.0,
rayo vallecano,Spain,,,,,,,,1001.0,,,,,,2501.0,,,,,,2501.0,,,,761.0,
getafe,Spain,,,,,,,,1001.0,,,,,2001.0,2501.0,,,,,,3001.0,,,,761.0,
almeria,Spain,,,,,,,,1001.0,,,,,,5001.0,,,,,,5001.0,,,,761.0,
deportivo la coruna,Spain,,,,,,,,1001.0,,,,,,5001.0,,,,,,5001.0,,,,761.0,
eibar,Spain,,,,,,,,1001.0,,,,,,5001.0,,,,,,5001.0,,,,761.0,
elche,Spain,,,,,,,,1001.0,,,,,,5001.0,,,,,,5001.0,,,,761.0,
granada,Spain,,,,,,,,1001.0,,,,,,2501.0,,,,,,5001.0,,,,761.0,
levante,Spain,,,,,,,,1001.0,,,,,,5001.0,,,,,,5001.0,,,,761.0,
cordoba,Spain,,,,,,,,1001.0,,,,,,7501.0,,,,,,5001.0,,,,761.0,
chelsea,England,1.29,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,,1.2,1.25,1.29,1.25,1.25,1.25,1.25,,1.25,1.25,,,,1.28,1.31
man city,England,5.0,5.5,5.5,5.0,5.5,5.0,5.5,5.5,5.5,,5.0,5.5,5.0,5.0,5.5,5.5,5.0,,5.0,5.0,,,,5.56,5.55
man utd,England,26.0,34.0,34.0,29.0,34.0,29.0,34.0,26.0,34.0,,34.0,26.0,29.0,26.0,29.0,29.0,29.0,,26.0,31.0,,,,28.0,31.0
arsenal,England,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,,67.0,51.0,51.0,51.0,51.0,51.0,51.0,,51.0,51.0,,,,58.0,55.0
southampton,England,101.0,101.0,81.0,126.0,81.0,81.0,126.0,67.0,101.0,,101.0,101.0,81.0,81.0,101.0,101.0,101.0,,81.0,101.0,,,,128.0,100.0
liverpool,England,251.0,201.0,201.0,251.0,201.0,201.0,201.0,201.0,201.0,,251.0,151.0,151.0,151.0,201.0,201.0,201.0,,151.0,251.0,,,,296.0,298.0
everton,England,501.0,501.0,401.0,501.0,401.0,401.0,501.0,301.0,501.0,,501.0,401.0,251.0,251.0,401.0,501.0,401.0,,251.0,501.0,,,,543.0,100.0
tottenham,England,451.0,501.0,251.0,301.0,251.0,401.0,401.0,251.0,501.0,,501.0,301.0,201.0,251.0,301.0,501.0,251.0,,251.0,401.0,,,,369.0,298.0
swansea,England,2501.0,,,,,2001.0,3001.0,1501.0,2001.0,,3001.0,2501.0,2001.0,2501.0,,1001.0,,,2501.0,2001.0,,,,917.0,496.0
west ham,England,1501.0,,,,,3001.0,2501.0,1501.0,1501.0,,1501.0,2001.0,2501.0,2501.0,,1501.0,,,2501.0,2001.0,,,,970.0,496.0
newcastle,England,2001.0,,,,,3001.0,5001.0,2001.0,,,2001.0,2501.0,1501.0,2501.0,,1001.0,2001.0,,2501.0,2001.0,,,,970.0,496.0
stoke,England,4001.0,,,,,3001.0,5001.0,2001.0,,,8001.0,7501.0,3001.0,5001.0,,2001.0,,,5001.0,3001.0,,,,970.0,496.0
aston villa,England,3001.0,,,,,5001.0,5001.0,2001.0,,,10001.0,10001.0,3001.0,5001.0,,,,,5001.0,5001.0,,,,970.0,496.0
crystal palace,England,7501.0,,,,,5001.0,10001.0,4001.0,,,10001.0,10001.0,3001.0,5001.0,,,,,5001.0,7501.0,,,,970.0,496.0
hull,England,7501.0,,,,,5001.0,10001.0,3001.0,,,10001.0,10001.0,,7501.0,,,,,7501.0,5001.0,,,,970.0,496.0
qpr,England,7501.0,,,,,10001.0,10001.0,5001.0,,,10001.0,10001.0,,7501.0,,,,,7501.0,7501.0,,,,970.0,
sunderland,England,2001.0,,,,,5001.0,10001.0,3001.0,,,10001.0,10001.0,3001.0,5001.0,,,,,5001.0,5001.0,,,,970.0,496.0
west brom,England,4001.0,,,,,5001.0,10001.0,3001.0,,,10001.0,10001.0,,7501.0,,,,,7501.0,4001.0,,,,970.0,496.0
burnley,England,15001.0,,,,,10001.0,10001.0,5001.0,,,10001.0,10001.0,,7501.0,,,,,7501.0,7501.0,,,,970.0,496.0
leicester,England,15001.0,,,,,5001.0,10001.0,3001.0,,,10001.0,10001.0,,7501.0,,,,,7501.0,7501.0,,,,970.0,496.0
psg,France,,1.12,,1.11,,1.12,1.12,1.14,,,,,,1.12,,,,,1.12,1.12,,,1.12,1.09,
marseille,France,,7.0,,7.5,,6.5,7.0,7.0,,,,,,7.0,,,,,7.0,7.0,,,5.75,1.26,
lyon,France,,23.0,,26.0,,26.0,34.0,21.0,,,,,,21.0,,,,,21.0,29.0,,,6.51,7.79,
st etienne,France,,51.0,,81.0,,81.0,67.0,81.0,,,,,,81.0,,,,,81.0,67.0,,,19.0,18.5,
bordeaux,France,,81.0,,81.0,,101.0,101.0,101.0,,,,,,101.0,,,,,101.0,101.0,,,16.2,60.0,
monaco,France,,,,101.0,,81.0,101.0,201.0,,,,,,101.0,,,,,101.0,151.0,,,29.0,42.0,
lille,France,,,,151.0,,151.0,201.0,251.0,,,,,,101.0,,,,,101.0,251.0,,,6.7,32.0,
lorient,France,,,,,,,1001.0,1001.0,,,,,,1001.0,,,,,1001.0,,,,6.7,97.0,
montpellier,France,,,,,,,1001.0,501.0,,,,,,751.0,,,,,751.0,1001.0,,,6.7,97.0,
nantes,France,,,,,,,1001.0,501.0,,,,,,751.0,,,,,751.0,501.0,,,6.7,97.0,
bastia,France,,,,,,,1501.0,1001.0,,,,,,1501.0,,,,,1501.0,,,,6.7,97.0,
caen,France,,,,,,,1501.0,1001.0,,,,,,1501.0,,,,,1501.0,,,,6.7,97.0,
metz,France,,,,,,,1001.0,1001.0,,,,,,1001.0,,,,,1001.0,1501.0,,,6.7,97.0,
nice,France,,,,,,,1001.0,1001.0,,,,,,1001.0,,,,,1001.0,1501.0,,,6.7,97.0,
toulouse,France,,,,,,,1501.0,1001.0,,,,,,1001.0,,,,,1001.0,1501.0,,,6.7,97.0,
guingamp,France,,,,,,,2001.0,1001.0,,,,,,1501.0,,,,,1501.0,,,,6.7,97.0,
reims,France,,,,,,,2001.0,1001.0,,,,,,1501.0,,,,,1501.0,2001.0,,,6.7,97.0,
rennes,France,,,,,,,2501.0,151.0,,,,,,1001.0,,,,,1001.0,501.0,,,6.7,97.0,
evian,France,,,,,,,10001.0,1001.0,,,,,,2501.0,,,,,2501.0,,,,6.7,97.0,
lens,France,,,,,,,10001.0,1001.0,,,,,,2501.0,,,,,2501.0,,,,6.7,97.0,
juventus,Italy,,1.5,,1.5,,1.5,1.4,1.44,,,,,1.5,1.5,,1.5,,,1.5,1.45,,,,1.02,
roma,Italy,,3.0,,2.88,,3.0,2.75,3.0,,,,,2.88,2.88,,2.88,,,2.88,3.0,,,,1.97,
napoli,Italy,,13.0,,13.0,,17.0,17.0,15.0,,,,,15.0,13.0,,15.0,,,13.0,15.0,,,,1.97,
ac milan,Italy,,67.0,,67.0,,81.0,67.0,61.0,,,,,67.0,67.0,,67.0,,,67.0,101.0,,,,,
fiorentina,Italy,,67.0,,67.0,,126.0,67.0,61.0,,,,,51.0,67.0,,67.0,,,67.0,126.0,,,,,
inter,Italy,,51.0,,81.0,,126.0,101.0,101.0,,,,,51.0,51.0,,81.0,,,51.0,151.0,,,,1.97,
lazio,Italy,,101.0,,151.0,,151.0,151.0,101.0,,,,,151.0,151.0,,151.0,,,151.0,151.0,,,,1.97,
udinese,Italy,,251.0,,251.0,,301.0,301.0,301.0,,,,,251.0,301.0,,251.0,,,301.0,,,,,,
sampdoria,Italy,,,,,,501.0,751.0,251.0,,,,,251.0,501.0,,251.0,,,501.0,,,,,,
torino,Italy,,,,,,,501.0,1001.0,,,,,1001.0,751.0,,751.0,,,751.0,,,,,,
verona,Italy,,,,,,751.0,1001.0,1001.0,,,,,1001.0,751.0,,1251.0,,,751.0,,,,,,
atalanta,Italy,,,,,,,1501.0,1001.0,,,,,1001.0,1501.0,,1001.0,,,1501.0,,,,,,
palermo,Italy,,,,,,,1501.0,1001.0,,,,,1001.0,1001.0,,1501.0,,,1001.0,,,,,,
parma,Italy,,,,,,1001.0,1001.0,1001.0,,,,,501.0,1501.0,,1001.0,,,1501.0,,,,,,
genoa,Italy,,,,,,501.0,1501.0,301.0,,,,,1001.0,751.0,,751.0,,,751.0,,,,,,
cagliari,Italy,,,,,,,2001.0,1001.0,,,,,1001.0,1501.0,,1501.0,,,1501.0,,,,,,
