name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sporting Bet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Spreadex,Betfair Sportsbook,Betway,Bet Bright,Titan Bet,Unibet,Bwin,32Red Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,1.0,,1.01,,1.01,1.01,1.01,,,,,,1.01,,1.01,,,1.01,,,,1.02,1.01,
vfl wolfsburg,Germany,,67.0,,41.0,,67.0,51.0,51.0,,,,,,41.0,,67.0,,,41.0,,,,40.0,34.0,
bayer leverkusen,Germany,,101.0,,67.0,,101.0,67.0,81.0,,,,,,81.0,,67.0,,,81.0,,,,48.0,6.82,
bor monchengladbach,Germany,,81.0,,101.0,,126.0,126.0,126.0,,,,,,101.0,,126.0,,,101.0,,,,71.0,,
schalke 04,Germany,,126.0,,151.0,,201.0,201.0,201.0,,,,,,101.0,,151.0,,,101.0,,,,48.0,155.0,
bor dortmund,Germany,,101.0,,151.0,,201.0,251.0,201.0,,,,,,151.0,,126.0,,,151.0,,,,143.0,,
hannover 96,Germany,,,,,,501.0,501.0,501.0,,,,,,501.0,,,,,501.0,,,,190.0,,
mainz 05,Germany,,,,,,501.0,401.0,501.0,,,,,,501.0,,,,,501.0,,,,494.0,,
hoffenheim,Germany,,251.0,,401.0,,501.0,751.0,501.0,,,,,,751.0,,251.0,,,751.0,,,,219.0,,
vfb stuttgart,Germany,,,,,,,1001.0,501.0,,,,,,1001.0,,,,,1001.0,,,,114.0,,
fc koln,Germany,,,,,,,1001.0,501.0,,,,,,751.0,,,,,751.0,,,,475.0,,
eintracht frankfurt,Germany,,,,,,,1001.0,501.0,,,,,,501.0,,,,,501.0,,,,950.0,,
hertha berlin,Germany,,,,,,,1501.0,501.0,,,,,,1001.0,,,,,1001.0,,,,57.0,,
augsburg,Germany,,,,,,,2001.0,501.0,,,,,,751.0,,,,,751.0,,,,57.0,,
freiburg,Germany,,,,,,,2001.0,501.0,,,,,,1001.0,,,,,1001.0,,,,57.0,,
werder bremen,Germany,,,,,,,2001.0,501.0,,,,,,1001.0,,,,,1001.0,,,,57.0,,
paderborn,Germany,,,,,,,2501.0,501.0,,,,,,1001.0,,,,,1001.0,,,,133.0,,
hamburg,Germany,,,,,,,2501.0,501.0,,,,,,1001.0,,,,,1001.0,,,,732.0,,
real madrid,Spain,,1.44,,1.4,,1.44,1.44,1.44,,1.45,,,,1.44,,1.44,,,,1.45,,1.45,1.49,1.43,
barcelona,Spain,,2.88,,2.8,,2.75,2.75,2.88,,3.0,,,,2.75,,2.8,,,,3.0,,3.0,2.95,2.73,
atletico madrid,Spain,,21.0,,23.0,,21.0,21.0,19.0,,21.0,,,,21.0,,23.0,,,,21.0,,21.0,16.2,14.1,
