name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,1.02,1.02,1.01,1.02,1.01,1.01,1.02,1.02,1.02,1.01,1.02,1.01,1.01,1.02,1.01,1.02,,1.02,1.01,1.02,1.01,1.03,,1.03,,
bor dortmund,Germany,21.0,17.0,15.0,17.0,15.0,13.0,13.0,17.0,17.0,24.0,15.0,17.0,17.0,13.0,15.0,15.0,,13.0,24.0,15.0,24.0,22.0,,21.0,,
wolfsburg,Germany,501.0,251.0,301.0,,301.0,501.0,101.0,501.0,251.0,1001.0,251.0,501.0,501.0,67.0,251.0,251.0,,67.0,1001.0,251.0,1001.0,500.0,,27.0,,
bor monchengladbach,Germany,751.0,,401.0,,401.0,501.0,81.0,501.0,501.0,1001.0,201.0,501.0,501.0,81.0,251.0,251.0,,81.0,1001.0,251.0,1001.0,801.0,,95.0,,
bayer leverkusen,Germany,401.0,201.0,401.0,,401.0,151.0,101.0,501.0,201.0,1001.0,201.0,501.0,401.0,81.0,151.0,201.0,,81.0,1001.0,251.0,1001.0,400.0,,105.0,,
hertha berlin,Germany,1001.0,,501.0,,501.0,1501.0,751.0,501.0,,1201.0,251.0,,501.0,751.0,751.0,751.0,,751.0,1201.0,501.0,1201.0,1001.0,,95.0,,
schalke 04,Germany,1001.0,,751.0,,751.0,751.0,101.0,501.0,751.0,1501.0,401.0,1001.0,751.0,101.0,501.0,501.0,,101.0,1501.0,501.0,1501.0,1001.0,,219.0,,
hamburg,Germany,3001.0,,2501.0,,2501.0,,1001.0,501.0,,4001.0,1001.0,,,1001.0,,,,1001.0,4001.0,,4001.0,1001.0,,95.0,,
fc koln,Germany,3501.0,,2501.0,,2501.0,,501.0,501.0,,4001.0,751.0,,,1001.0,,,,1001.0,4001.0,5001.0,4001.0,1001.0,,29.0,,
mainz 05,Germany,2501.0,,2501.0,,2501.0,,751.0,501.0,,4001.0,1001.0,,,1001.0,,,,1001.0,4001.0,5001.0,4001.0,1001.0,,152.0,,
ingolstadt,Germany,4501.0,,5001.0,,5001.0,,1501.0,501.0,,8001.0,2001.0,,,1001.0,,,,1001.0,8001.0,,8001.0,1001.0,,90.0,,
augsburg,Germany,4001.0,,,,,,1001.0,501.0,,9001.0,1001.0,,,1001.0,,,,1001.0,9001.0,,9001.0,1001.0,,29.0,,
eintracht frankfurt,Germany,4501.0,,,,,,751.0,501.0,,9001.0,2001.0,,,1001.0,,,,1001.0,9001.0,,9001.0,1001.0,,29.0,,
hannover,Germany,4501.0,,,,,,751.0,501.0,,9001.0,3501.0,,,1001.0,,,,1001.0,9001.0,,9001.0,1001.0,,29.0,,
hoffenheim,Germany,4501.0,,,,,,1001.0,501.0,,9001.0,3501.0,,,1001.0,,,,1001.0,9001.0,,9001.0,1001.0,,29.0,,
vfb stuttgart,Germany,4501.0,,,,,,1001.0,501.0,,9001.0,2001.0,,,1001.0,,,,1001.0,9001.0,,9001.0,1001.0,,29.0,,
werder bremen,Germany,4501.0,,,,,,1501.0,501.0,,9001.0,3501.0,,,1001.0,,,,1001.0,9001.0,,9001.0,1001.0,,29.0,,
darmstadt,Germany,4501.0,,,,,,5001.0,501.0,,9001.0,3501.0,,,1001.0,,,,1001.0,9001.0,,9001.0,1001.0,,90.0,,
barcelona,Spain,1.22,1.22,1.2,,1.2,,1.2,1.2,1.2,1.22,1.2,1.17,1.2,1.2,1.2,1.2,,1.2,1.22,1.2,1.22,1.2,,1.28,,
real madrid,Spain,6.0,6.0,5.5,,5.5,,6.5,6.0,5.5,6.0,6.5,6.5,6.0,5.5,6.0,5.5,,5.5,6.0,5.5,6.0,5.5,,6.13,,
atletico madrid,Spain,10.0,8.0,10.0,,10.0,,8.0,9.0,10.0,10.0,9.0,10.0,8.0,9.0,8.0,10.0,,9.0,10.0,9.0,10.0,10.0,,10.0,,
villarreal,Spain,501.0,501.0,251.0,,251.0,,,501.0,401.0,501.0,151.0,,501.0,251.0,201.0,251.0,,251.0,501.0,251.0,501.0,501.0,,295.0,,
seville,Spain,501.0,,301.0,,301.0,,,501.0,,1001.0,1001.0,,,251.0,501.0,301.0,,251.0,1001.0,501.0,1001.0,1001.0,,95.0,,
celta vigo,Spain,1001.0,,501.0,,501.0,,,501.0,,1001.0,1001.0,,,501.0,251.0,501.0,,501.0,1001.0,501.0,1001.0,1001.0,,475.0,,
athletic bilbao,Spain,2001.0,,1001.0,,1001.0,,,501.0,,1501.0,1501.0,,,501.0,,,,501.0,1501.0,,1501.0,2051.0,,428.0,,
rayo vallecano,Spain,3001.0,,,,,,,501.0,,4001.0,,2.1,,2501.0,,,,2501.0,4001.0,,4001.0,,,25.0,,
deportivo la coruna,Spain,4501.0,,,,,,,501.0,,2501.0,1501.0,101.0,,2501.0,,,,2501.0,2501.0,,2501.0,,,25.0,,
eibar,Spain,4501.0,,,,,,,501.0,,2501.0,2001.0,151.0,,2501.0,,,,2501.0,2501.0,,2501.0,,,25.0,,
gijon,Spain,4501.0,,,,,,,501.0,,5001.0,,1.62,,2501.0,,,,2501.0,5001.0,,5001.0,,,25.0,,
granada,Spain,4501.0,,,,,,,501.0,,5001.0,,2.3,,2501.0,,,,2501.0,5001.0,,5001.0,,,25.0,,
levante,Spain,4501.0,,,,,,,501.0,,5001.0,,1.22,,2501.0,,,,2501.0,5001.0,,5001.0,,,25.0,,
ud las palmas,Spain,4501.0,,,,,,,501.0,,5001.0,,2.3,,5001.0,,,,5001.0,5001.0,,5001.0,,,29.0,,
valencia,Spain,1001.0,,1001.0,,1001.0,,,501.0,,1501.0,5001.0,,,501.0,1001.0,751.0,,501.0,1501.0,,1501.0,1051.0,,238.0,,
espanyol,Spain,4501.0,,,,,,,501.0,,4001.0,10001.0,10.0,,1501.0,,,,1501.0,4001.0,,4001.0,4551.0,,25.0,,
getafe,Spain,4501.0,,,,,,,501.0,,4001.0,10001.0,8.0,,2501.0,,,,2501.0,4001.0,,4001.0,,,25.0,,
betis,Spain,4501.0,,,,,,,501.0,,5001.0,10001.0,4.5,,2501.0,,,,2501.0,5001.0,,5001.0,4551.0,,29.0,,
malaga,Spain,4501.0,,,,,,,501.0,,3001.0,10001.0,67.0,,501.0,,,,501.0,3001.0,,3001.0,4551.0,,238.0,,
real sociedad,Spain,4001.0,,,,,,,501.0,,4001.0,10001.0,17.0,,2501.0,,,,2501.0,4001.0,,4001.0,,,238.0,,
man city,England,2.1,2.1,2.1,2.1,2.1,2.1,,2.2,,2.2,2.1,2.1,2.1,,2.1,2.2,,,2.2,2.1,2.2,2.05,,2.08,,2.0
arsenal,England,2.25,2.0,2.38,2.25,2.38,2.35,,2.25,,2.5,2.1,2.4,2.38,,2.5,2.38,,,2.5,2.25,2.5,2.2,,2.62,,2.48
tottenham,England,13.0,13.0,12.0,13.0,12.0,11.0,,13.0,,10.0,12.0,11.0,11.0,,11.0,12.0,,,10.0,13.0,10.0,11.0,,11.9,,9.91
leicester,England,26.0,29.0,26.0,26.0,26.0,23.0,,26.0,,26.0,29.0,26.0,26.0,,26.0,26.0,,,26.0,26.0,26.0,26.0,,29.0,,15.4
man utd,England,26.0,34.0,26.0,26.0,26.0,26.0,,34.0,,26.0,34.0,26.0,26.0,,26.0,21.0,,,26.0,26.0,26.0,26.0,,29.0,,30.0
liverpool,England,51.0,81.0,51.0,51.0,51.0,51.0,,67.0,,67.0,67.0,67.0,51.0,,51.0,51.0,,,67.0,51.0,67.0,51.0,,71.0,,23.0
chelsea,England,101.0,101.0,101.0,126.0,101.0,126.0,,101.0,,151.0,151.0,126.0,101.0,,101.0,101.0,,,151.0,101.0,151.0,106.0,,95.0,,
everton,England,501.0,751.0,501.0,751.0,501.0,501.0,,501.0,,501.0,751.0,501.0,501.0,,751.0,501.0,,,501.0,501.0,501.0,501.0,,656.0,,
west ham,England,151.0,501.0,351.0,201.0,351.0,,,1001.0,,251.0,501.0,501.0,,,251.0,501.0,,,251.0,251.0,251.0,501.0,,304.0,,
crystal palace,England,751.0,2001.0,601.0,751.0,601.0,501.0,,501.0,,751.0,501.0,501.0,501.0,,251.0,501.0,,,751.0,751.0,751.0,501.0,,694.0,,
southampton,England,1501.0,,1001.0,,1001.0,,,1001.0,,3001.0,2001.0,2501.0,,,,,,,3001.0,1001.0,3001.0,1501.0,,950.0,,
stoke,England,1001.0,5001.0,1001.0,,1001.0,,,1001.0,,1001.0,1001.0,1501.0,,,,,,,1001.0,1001.0,1001.0,1001.0,,950.0,,
watford,England,1501.0,5001.0,751.0,1001.0,751.0,,,751.0,,2001.0,1501.0,751.0,,,,,,,2001.0,1501.0,2001.0,1501.0,,950.0,,
aston villa,England,4501.0,,,,,,,5001.0,,9001.0,,,,,,,,,9001.0,,9001.0,4501.0,,950.0,,31.0
bournemouth,England,2501.0,,,,,,,4001.0,,9001.0,10001.0,5001.0,,,,,,,9001.0,,9001.0,2501.0,,950.0,,31.0
newcastle,England,4001.0,,,,,,,4001.0,,9001.0,10001.0,,,,,,,,9001.0,,9001.0,4001.0,,950.0,,31.0
norwich,England,4001.0,,,,,,,5001.0,,9001.0,10001.0,,,,,,,,9001.0,,9001.0,4001.0,,950.0,,31.0
sunderland,England,4501.0,,,,,,,5001.0,,9001.0,10001.0,,,,,,,,9001.0,,9001.0,4501.0,,950.0,,31.0
swansea,England,3501.0,,,,,,,3001.0,,9001.0,10001.0,,,,,,,,9001.0,,9001.0,3501.0,,950.0,,31.0
west brom,England,2001.0,,,,,,,3001.0,,9001.0,4001.0,10001.0,,,,,,,9001.0,,9001.0,2001.0,,950.0,,31.0
psg,France,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,
monaco,France,151.0,67.0,151.0,,151.0,,41.0,201.0,201.0,76.0,,,151.0,101.0,67.0,126.0,,101.0,76.0,,76.0,71.0,,95.0,,
lyon,France,401.0,101.0,251.0,,251.0,,51.0,151.0,201.0,81.0,,,251.0,101.0,101.0,151.0,,101.0,81.0,,81.0,121.0,,95.0,,
st etienne,France,501.0,501.0,401.0,,401.0,,501.0,501.0,501.0,91.0,,,301.0,201.0,501.0,251.0,,201.0,91.0,,91.0,501.0,,95.0,,
marseille,France,751.0,301.0,501.0,,501.0,,251.0,501.0,601.0,251.0,,,501.0,251.0,251.0,251.0,,251.0,251.0,,251.0,351.0,,95.0,,
angers,France,751.0,,,,,,1001.0,501.0,301.0,101.0,,,301.0,501.0,,751.0,,501.0,101.0,,101.0,501.0,,95.0,,
caen,France,501.0,,751.0,,751.0,,,501.0,501.0,1001.0,,,501.0,501.0,,751.0,,501.0,1001.0,,1001.0,1001.0,,95.0,,
nice,France,1001.0,,,,,,501.0,501.0,1001.0,251.0,,,,251.0,,,,251.0,251.0,,251.0,501.0,,95.0,,
rennes,France,1001.0,,,,,,1001.0,501.0,1001.0,301.0,,,,251.0,,1001.0,,251.0,301.0,,301.0,501.0,,95.0,,
lille,France,1501.0,,,,,,501.0,501.0,1001.0,401.0,,,,501.0,,501.0,,501.0,401.0,,401.0,501.0,,95.0,,
bordeaux,France,1501.0,,,,,,501.0,501.0,501.0,1510.0,,,,1001.0,,501.0,,1001.0,1510.0,,1510.0,1001.0,,95.0,,
lorient,France,1501.0,,,,,,,,,501.0,,,,2001.0,,,,2001.0,501.0,,501.0,501.0,,95.0,,
nantes,France,2501.0,,,,,,,,1001.0,1001.0,,,,751.0,,751.0,,751.0,1001.0,,1001.0,1001.0,,95.0,,
reims,France,2501.0,,,,,,,,,1501.0,,,,1501.0,,,,1501.0,1501.0,,1501.0,1001.0,,95.0,,
montpellier,France,3001.0,,,,,,,501.0,,2001.0,,,,3001.0,,,,3001.0,2001.0,,2001.0,1001.0,,95.0,,
guingamp,France,4001.0,,,,,,,,,1051.0,,,,3001.0,,,,3001.0,1051.0,,1051.0,1001.0,,95.0,,
bastia,France,4501.0,,,,,,,,,2001.0,,,,3001.0,,,,3001.0,2001.0,,2001.0,1001.0,,95.0,,
gfco ajaccio,France,4501.0,,,,,,,,,2751.0,,,,4501.0,,,,4501.0,2751.0,,2751.0,,,95.0,,
toulouse,France,4501.0,,,,,,,,,801.0,,,,3001.0,,,,3001.0,801.0,,801.0,501.0,,95.0,,
troyes,France,4501.0,,,,,,,,,1601.0,,,,4501.0,,,,4501.0,1601.0,,1601.0,1001.0,,95.0,,
juventus,Italy,2.0,2.0,2.0,1.91,,2.1,1.8,1.91,2.0,2.0,1.95,1.91,1.95,1.95,1.9,2.0,,1.95,2.0,2.0,2.0,1.91,,2.03,,
napoli,Italy,2.25,2.38,2.25,2.25,,2.0,2.25,2.38,2.25,2.35,2.3,2.1,2.25,2.25,2.37,2.38,,2.25,2.35,2.25,2.35,2.25,,2.25,,
inter,Italy,13.0,9.0,10.0,10.0,,15.0,11.0,9.0,10.0,10.0,10.0,15.0,10.0,10.0,9.0,10.0,,10.0,10.0,10.0,10.0,11.0,,10.5,,
fiorentina,Italy,17.0,21.0,21.0,21.0,,21.0,26.0,21.0,21.0,21.0,21.0,17.0,21.0,21.0,21.0,21.0,,21.0,21.0,23.0,21.0,23.0,,29.0,,
roma,Italy,41.0,26.0,34.0,41.0,,41.0,26.0,21.0,26.0,21.0,29.0,51.0,41.0,29.0,26.0,21.0,,29.0,21.0,26.0,21.0,23.0,,29.0,,
