name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,1.02,,,,1.02,1.02,1.02,1.02,,,,,,1.02,,,,,1.03,,1.02,,1.03,,
bor dortmund,Germany,,17.0,,,,15.0,17.0,34.0,15.0,,,,,,15.0,,,,,15.0,,34.0,,29.0,,
bayer leverkusen,Germany,,81.0,,,,51.0,41.0,101.0,34.0,,,,,,67.0,,,,,67.0,,101.0,,124.0,,
wolfsburg,Germany,,51.0,,,,51.0,26.0,101.0,34.0,,,,,,34.0,,,,,51.0,,111.0,,95.0,,
schalke 04,Germany,,67.0,,,,81.0,41.0,151.0,84.0,,,,,,101.0,,,,,67.0,,151.0,,190.0,,
bor monchengladbach,Germany,,,,,,201.0,81.0,301.0,251.0,,,,,,101.0,,,,,501.0,,301.0,,19.0,,
hertha berlin,Germany,,,,,,501.0,751.0,501.0,751.0,,,,,,501.0,,,,,501.0,,501.0,,19.0,,
eintracht frankfurt,Germany,,,,,,501.0,751.0,501.0,501.0,,,,,,501.0,,,,,501.0,,501.0,,95.0,,
fc koln,Germany,,,,,,501.0,501.0,501.0,501.0,,,,,,751.0,,,,,501.0,,501.0,,95.0,,
mainz 05,Germany,,,,,,401.0,751.0,501.0,501.0,,,,,,501.0,,,,,501.0,,501.0,,95.0,,
hamburg,Germany,,,,,,501.0,1001.0,501.0,501.0,,,,,,501.0,,,,,501.0,,501.0,,19.0,,
hannover,Germany,,,,,,501.0,751.0,501.0,751.0,,,,,,751.0,,,,,1001.0,,601.0,,19.0,,
hoffenheim,Germany,,,,,,501.0,1001.0,501.0,251.0,,,,,,751.0,,,,,501.0,,601.0,,19.0,,
augsburg,Germany,,,,,,501.0,1001.0,501.0,751.0,,,,,,501.0,,,,,501.0,,501.0,,95.0,,
vfb stuttgart,Germany,,,,,,501.0,1001.0,501.0,1501.0,,,,,,501.0,,,,,501.0,,501.0,,19.0,,
werder bremen,Germany,,,,,,301.0,1501.0,501.0,501.0,,,,,,501.0,,,,,501.0,,501.0,,19.0,,
ingolstadt,Germany,,,,,,751.0,1501.0,501.0,751.0,,,,,,2001.0,,,,,501.0,,601.0,,90.0,,
darmstadt,Germany,,,,,,1001.0,5001.0,501.0,1001.0,,,,,,2501.0,,,,,1001.0,,601.0,,90.0,,
barcelona,Spain,1.83,1.73,,,,1.83,1.83,1.8,,,,,,,1.72,,,,,,,1.71,,1.77,1.63,
real madrid,Spain,2.1,2.1,,,,2.05,2.0,2.1,,,,,,,2.25,,,,,,,2.05,,2.18,2.16,
atletico madrid,Spain,19.0,17.0,,,,17.0,17.0,21.0,,,,,,,21.0,,,,,,,23.0,,24.0,24.0,
villarreal,Spain,201.0,101.0,,,,126.0,201.0,151.0,,,,,,,101.0,,,,,,,151.0,,171.0,194.0,
valencia,Spain,251.0,151.0,,,,151.0,251.0,201.0,,,,,,,101.0,,,,,,,226.0,,219.0,223.0,
celta vigo,Spain,501.0,201.0,,,,201.0,501.0,501.0,,,,,,,151.0,,,,,,,,,18.1,247.0,
seville,Spain,501.0,,,,,501.0,201.0,251.0,,,,,,,251.0,,,,,,,251.0,,143.0,330.0,
espanyol,Spain,1001.0,,,,,1001.0,1001.0,501.0,,,,,,,,,,,,,,601.0,,18.1,917.0,
athletic bilbao,Spain,1001.0,,,,,501.0,,301.0,,,,,,,,,,,,,,301.0,,18.6,514.0,
malaga,Spain,1001.0,,,,,1001.0,501.0,501.0,,,,,,,,,,,,,,601.0,,143.0,194.0,
real sociedad,Spain,1001.0,,,,,1501.0,1001.0,501.0,,,,,,,,,,,,,,,,18.6,149.0,
rayo vallecano,Spain,1001.0,,,,,1501.0,2501.0,501.0,,,,,,,,,,,,,,,,19.0,151.0,
levante,Spain,4501.0,,,,,2001.0,2501.0,501.0,,,,,,,,,,,,,,,,18.6,151.0,
betis,Spain,4501.0,,,,,1001.0,5001.0,501.0,,,,,,,,,,,,,,601.0,,19.0,151.0,
deportivo la coruna,Spain,4501.0,,,,,1001.0,5001.0,501.0,,,,,,,,,,,,,,,,19.0,151.0,
eibar,Spain,4501.0,,,,,5001.0,5001.0,501.0,,,,,,,,,,,,,,,,19.0,151.0,
getafe,Spain,4501.0,,,,,2001.0,5001.0,501.0,,,,,,,,,,,,,,,,19.0,151.0,
gijon,Spain,4501.0,,,,,2501.0,5001.0,501.0,,,,,,,,,,,,,,,,19.0,151.0,
granada,Spain,4501.0,,,,,2001.0,5001.0,501.0,,,,,,,,,,,,,,,,19.0,151.0,
ud las palmas,Spain,4501.0,,,,,5001.0,5001.0,501.0,,,,,,,,,,,,,,,,19.0,151.0,
man city,England,1.83,1.73,,1.8,1.8,1.8,1.8,1.83,1.73,1.83,1.85,1.91,1.8,,1.72,1.8,,,1.83,,1.83,1.8,,1.92,,1.93
arsenal,England,3.4,3.25,,3.5,3.25,3.25,3.25,3.3,3.5,3.4,3.3,3.0,3.25,,3.5,3.4,,,3.4,,3.4,3.5,,3.38,,3.48
man utd,England,7.0,7.0,,6.0,7.0,6.5,6.5,6.5,6.0,7.0,6.0,7.0,7.0,,7.0,6.5,,,7.0,,7.0,7.0,,6.89,,7.34
chelsea,England,17.0,21.0,,17.0,17.0,17.0,21.0,21.0,15.0,17.0,19.0,17.0,17.0,,15.0,17.0,,,17.0,,17.0,17.0,,19.0,,19.8
liverpool,England,67.0,67.0,,67.0,51.0,51.0,67.0,51.0,41.0,67.0,51.0,67.0,51.0,,41.0,51.0,,,67.0,,67.0,71.0,,62.0,,51.0
tottenham,England,151.0,201.0,,151.0,126.0,81.0,151.0,151.0,101.0,151.0,151.0,151.0,126.0,,101.0,126.0,,,151.0,,151.0,151.0,,171.0,,60.0
southampton,England,751.0,501.0,,1001.0,201.0,251.0,1001.0,501.0,201.0,501.0,751.0,1001.0,1001.0,,251.0,501.0,,,501.0,,501.0,751.0,,475.0,,80.0
everton,England,501.0,751.0,,1001.0,301.0,351.0,1001.0,501.0,501.0,501.0,751.0,751.0,501.0,,501.0,501.0,,,501.0,,501.0,551.0,,570.0,,80.0
west ham,England,751.0,2501.0,,751.0,751.0,501.0,1001.0,501.0,501.0,501.0,1001.0,751.0,1001.0,,751.0,501.0,,,501.0,,501.0,101.0,,342.0,,298.0
leicester,England,1001.0,2501.0,,1501.0,1501.0,751.0,1001.0,1001.0,1501.0,1501.0,1501.0,3001.0,1001.0,,1501.0,1501.0,,,1501.0,,1501.0,1001.0,,808.0,,496.0
crystal palace,England,1001.0,1001.0,,1001.0,251.0,501.0,1001.0,751.0,801.0,1001.0,1251.0,3001.0,1001.0,,751.0,751.0,,,1001.0,,1001.0,1001.0,,950.0,,496.0
swansea,England,1001.0,2501.0,,1501.0,1001.0,1001.0,1001.0,751.0,1001.0,1001.0,2001.0,3001.0,1001.0,,2001.0,2001.0,,,1001.0,,1001.0,1001.0,,950.0,,496.0
stoke,England,1001.0,5001.0,,2001.0,1001.0,1001.0,1001.0,1501.0,1501.0,2001.0,5001.0,3001.0,3001.0,,,1501.0,,,2001.0,,2001.0,1001.0,,950.0,,496.0
watford,England,5001.0,5001.0,,5001.0,5001.0,5001.0,1001.0,5001.0,4001.0,6001.0,6001.0,5001.0,5001.0,,,,,,6001.0,,6001.0,,,950.0,,496.0
bournemouth,England,7501.0,5001.0,,4001.0,2001.0,5001.0,1001.0,2001.0,3001.0,5001.0,7501.0,5001.0,2001.0,,,,,,5001.0,,5001.0,,,950.0,,496.0
newcastle,England,3501.0,5001.0,,3001.0,2501.0,1501.0,1001.0,1501.0,3001.0,7501.0,7501.0,5001.0,5001.0,,,,,,7501.0,,7501.0,3501.0,,950.0,,496.0
