name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,1.06,1.06,,1.06,1.07,1.05,,1.06,,1.06,1.06,,1.06,,,,1.06,,1.12,,1.11,,1.1,,
bor dortmund,Germany,,13.0,12.0,,12.0,11.0,15.0,,13.0,,11.0,13.0,,11.0,,,,11.0,,10.0,,10.0,,8.79,,
wolfsburg,Germany,,21.0,19.0,,19.0,21.0,17.0,,21.0,,19.0,21.0,,13.0,,,,13.0,,13.0,,13.0,,23.0,,
bayer leverkusen,Germany,,41.0,41.0,,41.0,34.0,21.0,,26.0,,34.0,41.0,,21.0,,,,21.0,,41.0,,41.0,,29.0,,
schalke 04,Germany,,81.0,81.0,,81.0,51.0,81.0,,51.0,,81.0,81.0,,51.0,,,,51.0,,75.0,,81.0,,30.0,,
bor monchengladbach,Germany,,81.0,101.0,,101.0,67.0,81.0,,67.0,,101.0,101.0,,67.0,,,,67.0,,101.0,,101.0,,200.0,,
fc koln,Germany,,,301.0,,301.0,501.0,501.0,,501.0,,401.0,501.0,,401.0,,,,401.0,,401.0,,501.0,,30.0,,
eintracht frankfurt,Germany,,,401.0,,401.0,501.0,751.0,,501.0,,401.0,501.0,,501.0,,,,501.0,,501.0,,601.0,,17.6,,
hamburg,Germany,,,751.0,,751.0,501.0,1001.0,,501.0,,751.0,1001.0,,501.0,,,,501.0,,501.0,,,,13.8,,
hannover,Germany,,,1001.0,,1001.0,501.0,751.0,,501.0,,1001.0,1001.0,,501.0,,,,501.0,,1001.0,,1001.0,,13.8,,
vfb stuttgart,Germany,,,751.0,,751.0,301.0,1001.0,,751.0,,751.0,501.0,,501.0,,,,501.0,,501.0,,601.0,,13.8,,
hoffenheim,Germany,,,301.0,,301.0,251.0,1001.0,,251.0,,351.0,501.0,,251.0,,,,251.0,,501.0,,501.0,,14.3,,
augsburg,Germany,,,401.0,,401.0,501.0,1001.0,,501.0,,501.0,1001.0,,501.0,,,,501.0,,501.0,,501.0,,17.6,,
mainz 05,Germany,,,301.0,,301.0,401.0,751.0,,251.0,,401.0,1001.0,,501.0,,,,501.0,,501.0,,501.0,,17.6,,
hertha berlin,Germany,,,1251.0,,1251.0,501.0,751.0,,751.0,,1001.0,501.0,,751.0,,,,751.0,,751.0,,751.0,,14.3,,
werder bremen,Germany,,,251.0,,251.0,301.0,1501.0,,501.0,,401.0,1001.0,,751.0,,,,751.0,,501.0,,601.0,,13.8,,
ingolstadt,Germany,,,1001.0,,1001.0,751.0,1501.0,,1001.0,,1001.0,1001.0,,1001.0,,,,1001.0,,1001.0,,1001.0,,14.3,,
darmstadt,Germany,,,2501.0,,2501.0,1001.0,5001.0,,2501.0,,5001.0,2501.0,,2501.0,,,,2501.0,,1501.0,,1751.0,,14.3,,
barcelona,Spain,1.57,1.57,,,,1.57,1.5,1.57,1.57,1.62,,1.57,,,1.57,,,,1.62,1.6,1.62,1.57,,1.69,1.51,
real madrid,Spain,2.63,2.75,,,,2.65,2.75,2.75,2.75,2.75,,2.75,,,2.66,,,,2.75,2.62,2.75,2.5,,2.79,2.69,
atletico madrid,Spain,17.0,17.0,,,,15.0,13.0,15.0,15.0,15.0,,13.0,,,13.0,,,,15.0,17.0,15.0,19.0,,10.0,10.2,
valencia,Spain,67.0,67.0,,,,67.0,101.0,51.0,51.0,81.0,,101.0,,,81.0,,,,81.0,67.0,81.0,71.0,,62.0,130.0,
seville,Spain,67.0,81.0,,,,81.0,101.0,67.0,51.0,81.0,,101.0,,,101.0,,,,81.0,67.0,81.0,67.0,,81.0,83.0,
villarreal,Spain,251.0,151.0,,,,101.0,251.0,251.0,101.0,251.0,,251.0,,,201.0,,,,251.0,251.0,251.0,276.0,,95.0,120.0,
athletic bilbao,Spain,501.0,251.0,,,,201.0,501.0,301.0,251.0,501.0,,501.0,,,251.0,,,,501.0,501.0,501.0,601.0,,190.0,243.0,
celta vigo,Spain,501.0,251.0,,,,201.0,751.0,501.0,401.0,501.0,,501.0,,,751.0,,,,501.0,501.0,501.0,,,95.0,186.0,
real sociedad,Spain,1001.0,,,,,501.0,1001.0,501.0,751.0,1001.0,,1001.0,,,751.0,,,,1001.0,1001.0,1001.0,,,95.0,186.0,
malaga,Spain,1001.0,501.0,,,,501.0,1001.0,501.0,751.0,1001.0,,1001.0,,,501.0,,,,1001.0,1001.0,1001.0,1251.0,,95.0,186.0,
espanyol,Spain,1001.0,,,,,751.0,1501.0,501.0,751.0,1501.0,,1001.0,,,1001.0,,,,1501.0,1001.0,1501.0,1251.0,,95.0,186.0,
rayo vallecano,Spain,1001.0,,,,,1501.0,2501.0,501.0,2001.0,2501.0,,1001.0,,,2501.0,,,,2501.0,1001.0,2501.0,,,95.0,186.0,
betis,Spain,4501.0,,,,,1001.0,5001.0,501.0,2001.0,4001.0,,1001.0,,,1001.0,,,,4001.0,4501.0,4001.0,,,95.0,186.0,
deportivo la coruna,Spain,5000.0,,,,,1001.0,5001.0,501.0,2001.0,5001.0,,2001.0,,,2001.0,,,,5001.0,5001.0,5001.0,,,95.0,186.0,
eibar,Spain,5000.0,,,,,5001.0,5001.0,501.0,5001.0,4001.0,,5001.0,,,5001.0,,,,4001.0,5001.0,4001.0,,,95.0,186.0,
getafe,Spain,5000.0,,,,,2001.0,5001.0,501.0,2501.0,5001.0,,2001.0,,,5001.0,,,,5001.0,5001.0,5001.0,,,95.0,186.0,
gijon,Spain,5000.0,,,,,2501.0,5001.0,501.0,2001.0,5001.0,,2001.0,,,5001.0,,,,5001.0,5001.0,5001.0,,,95.0,186.0,
granada,Spain,5000.0,,,,,2001.0,5001.0,501.0,5001.0,5001.0,,2001.0,,,5001.0,,,,5001.0,5001.0,5001.0,,,95.0,186.0,
levante,Spain,5000.0,,,,,2001.0,2501.0,501.0,2501.0,5001.0,,5001.0,,,5001.0,,,,5001.0,5001.0,5001.0,,,95.0,186.0,
ud las palmas,Spain,5000.0,,,,,5001.0,5001.0,501.0,2501.0,5001.0,,2001.0,,,1001.0,,,,5001.0,5001.0,5001.0,,,95.0,186.0,
man city,England,1.5,1.5,,1.5,1.44,1.44,1.5,1.5,1.5,1.5,1.5,1.44,1.5,1.5,1.5,1.44,,1.5,1.5,1.5,1.5,1.5,,1.49,1.5,1.51
arsenal,England,7.0,5.5,,5.5,6.0,6.5,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,,6.0,7.0,7.0,7.0,7.0,,6.89,6.82,7.04
chelsea,England,6.5,7.0,,6.0,6.5,7.0,6.0,5.0,6.5,7.0,6.0,6.5,6.0,6.5,7.0,6.5,,6.5,7.0,6.5,7.0,7.0,,7.46,7.79,7.73
man utd,England,15.0,15.0,,15.0,17.0,15.0,15.0,13.0,13.0,17.0,15.0,13.0,13.0,13.0,15.0,11.0,,13.0,17.0,15.0,17.0,15.0,,19.0,19.4,19.8
liverpool,England,51.0,41.0,,41.0,41.0,34.0,41.0,41.0,34.0,51.0,41.0,34.0,34.0,41.0,41.0,34.0,,41.0,51.0,51.0,51.0,51.0,,48.0,50.0,46.0
tottenham,England,251.0,201.0,,251.0,251.0,301.0,251.0,201.0,251.0,351.0,251.0,401.0,201.0,251.0,251.0,251.0,,251.0,351.0,251.0,351.0,251.0,,266.0,325.0,298.0
everton,England,751.0,751.0,,401.0,501.0,751.0,751.0,301.0,501.0,751.0,501.0,501.0,501.0,401.0,751.0,501.0,,401.0,751.0,751.0,751.0,751.0,,694.0,723.0,496.0
swansea,England,1001.0,1501.0,,1501.0,1001.0,751.0,751.0,501.0,751.0,1001.0,1001.0,1501.0,501.0,1001.0,1001.0,751.0,,1001.0,1001.0,1001.0,1001.0,1001.0,,618.0,892.0,80.0
crystal palace,England,1001.0,1501.0,,401.0,501.0,751.0,501.0,1251.0,1001.0,1001.0,2501.0,751.0,1001.0,1501.0,501.0,1001.0,,1501.0,1001.0,1001.0,1001.0,1001.0,,760.0,781.0,496.0
southampton,England,1001.0,2501.0,,501.0,501.0,751.0,751.0,501.0,751.0,1001.0,501.0,751.0,351.0,501.0,1001.0,751.0,,501.0,1001.0,1001.0,1001.0,1001.0,,950.0,970.0,496.0
aston villa,England,2001.0,,,3001.0,2001.0,2001.0,5001.0,2001.0,5001.0,5001.0,5001.0,3001.0,5001.0,2001.0,2501.0,5001.0,,2001.0,5001.0,2001.0,5001.0,2001.0,,950.0,970.0,496.0
leicester,England,1501.0,5001.0,,1501.0,1501.0,2001.0,2001.0,1501.0,1501.0,2001.0,2501.0,2001.0,1501.0,2001.0,1501.0,1501.0,,2001.0,2001.0,1501.0,2001.0,1501.0,,950.0,970.0,496.0
newcastle,England,3001.0,5001.0,,2001.0,2001.0,1501.0,4001.0,1501.0,2501.0,3001.0,5001.0,2501.0,3001.0,3001.0,2501.0,2501.0,,3001.0,3001.0,3001.0,3001.0,3001.0,,950.0,970.0,496.0
stoke,England,1501.0,5001.0,,1501.0,1501.0,1001.0,2501.0,1501.0,1501.0,3001.0,2501.0,2001.0,3001.0,2001.0,1501.0,2501.0,,2001.0,3001.0,1501.0,3001.0,1501.0,,950.0,970.0,496.0
west ham,England,1501.0,5001.0,,1001.0,1001.0,1001.0,2501.0,1251.0,2501.0,1501.0,3001.0,2001.0,1001.0,2001.0,2501.0,1501.0,,2001.0,1501.0,1501.0,1501.0,1501.0,,950.0,970.0,496.0
bournemouth,England,5000.0,,,2501.0,2501.0,5001.0,3001.0,2001.0,3001.0,5001.0,7501.0,3001.0,2001.0,5001.0,2501.0,5001.0,,5001.0,5001.0,5001.0,5001.0,5001.0,,950.0,970.0,496.0
west brom,England,1501.0,,,3001.0,2001.0,2001.0,4001.0,2001.0,4001.0,5001.0,7501.0,2501.0,2001.0,3001.0,2501.0,2001.0,,3001.0,5001.0,1501.0,5001.0,1751.0,,950.0,970.0,496.0
norwich,England,5000.0,,,5001.0,5001.0,5001.0,5001.0,5001.0,6001.0,7501.0,8001.0,5001.0,1001.0,5001.0,2501.0,5001.0,,5001.0,7501.0,5001.0,7501.0,5001.0,,950.0,970.0,496.0
watford,England,5000.0,,,5001.0,5001.0,5001.0,5001.0,5001.0,7001.0,8001.0,8001.0,5001.0,7501.0,7501.0,2501.0,5001.0,,7501.0,8001.0,5001.0,8001.0,5001.0,,950.0,970.0,496.0
sunderland,England,4501.0,,,5001.0,5001.0,5001.0,7501.0,4001.0,8001.0,8001.0,10001.0,7501.0,3001.0,7501.0,2501.0,5001.0,,7501.0,8001.0,4501.0,8001.0,4501.0,,950.0,970.0,496.0
psg,France,,1.07,1.04,,1.04,1.05,1.08,1.07,1.06,,,1.05,,,,,,,,,,1.05,,1.06,,
lyon,France,,15.0,15.0,,15.0,15.0,15.0,13.0,15.0,,,15.0,,,,,,,,,,13.0,,11.0,,
monaco,France,,19.0,17.0,,17.0,17.0,11.0,17.0,13.0,,,17.0,,,,,,,,,,17.0,,9.55,,
marseille,France,,51.0,51.0,,51.0,51.0,34.0,61.0,41.0,,,51.0,,,,,,,,,,61.0,,46.0,,
st etienne,France,,,51.0,,51.0,101.0,101.0,91.0,81.0,,,101.0,51.0,,,,,,,,,101.0,,71.0,,
bordeaux,France,,,126.0,,126.0,126.0,151.0,176.0,126.0,,,251.0,,,,,,,,,,181.0,,95.0,,
lille,France,,,201.0,,201.0,201.0,501.0,176.0,201.0,,,201.0,,,,,,,,,,176.0,,95.0,,
montpellier,France,,,251.0,,251.0,251.0,501.0,326.0,251.0,,,251.0,,,,,,,,,,351.0,,95.0,,
nantes,France,,,501.0,,501.0,501.0,501.0,501.0,401.0,,,501.0,,,,,,,,,,501.0,,95.0,,
bastia,France,,,1001.0,,1001.0,751.0,751.0,501.0,751.0,,,501.0,,,,,,,,,,501.0,,95.0,,
