name,country,max,min,mean,median,twentyfive,seventyfive
bayern munich,Germany,1.12,1.05,1.0987500000000001,1.1000000000000001,1.1000000000000001,1.1125
vfl wolfsburg,Germany,21.0,15.0,17.428571428571427,17.0,17.0,18.0
bor dortmund,Germany,21.0,12.0,16.883333333333333,16.050000000000001,15.0,19.5
wolfsburg,Germany,26.0,10.7,16.109999999999999,16.25,12.925000000000001,17.0
bayer leverkusen,Germany,41.0,22.0,33.666666666666664,34.0,34.0,34.0
bor monchengladbach,Germany,51.0,26.0,36.041666666666664,34.0,31.25,41.0
schalke 04,Germany,151.0,26.0,49.666666666666664,41.0,41.0,51.0
mainz 05,Germany,521.0,87.0,411.41666666666669,476.0,401.0,501.0
eintracht frankfurt,Germany,751.0,87.0,455.16666666666669,501.0,438.5,501.0
hoffenheim,Germany,751.0,87.0,287.04166666666669,251.0,238.5,253.5
augsburg,Germany,781.0,87.0,420.16666666666669,376.0,251.0,501.0
fc koln,Germany,1001.0,87.0,575.58333333333337,501.0,501.0,751.0
hamburg,Germany,1001.0,87.0,473.29166666666669,501.0,301.0,501.0
hannover,Germany,1001.0,87.0,479.75,501.0,399.5,538.5
hannover 96,Germany,1001.0,401.0,661.625,511.0,501.0,801.0
hertha berlin,Germany,1001.0,87.0,733.5,751.0,751.0,851.0
vfb stuttgart,Germany,1001.0,87.0,432.25,351.0,288.5,501.0
werder bremen,Germany,1001.0,87.0,465.58333333333331,501.0,288.5,501.0
ingolstadt,Germany,2501.0,87.0,1237.6666666666667,1001.0,751.0,2001.0
darmstadt,Germany,5001.0,87.0,2148.0833333333335,1501.0,1001.0,3001.0
barcelona,Spain,1.75,1.53,1.6786956521739129,1.6699999999999999,1.6499999999999999,1.73
real madrid,Spain,2.75,2.3,2.5460869565217394,2.5,2.5,2.6299999999999999
atletico madrid,Spain,21.0,14.1,17.373913043478261,17.0,15.0,21.0
seville,Spain,67.0,40.0,51.434782608695649,51.0,41.0,67.0
valencia,Spain,67.0,29.0,47.347826086956523,41.0,34.0,67.0
villarreal,Spain,301.0,87.0,186.65217391304347,185.0,101.0,251.0
athletic bilbao,Spain,501.0,87.0,261.26086956521738,251.0,201.0,301.0
celta vigo,Spain,1001.0,51.0,516.27272727272725,501.0,501.0,501.0
malaga,Spain,1001.0,87.0,589.52173913043475,501.0,501.0,751.0
real sociedad,Spain,1001.0,87.0,666.5,601.0,501.0,1001.0
espanyol,Spain,1501.0,87.0,946.04347826086962,1001.0,751.0,1001.0
elche,Spain,2501.0,501.0,1501.0,1501.0,1001.0,2001.0
betis,Spain,5001.0,87.0,1618.7727272727273,1501.0,1001.0,1501.0
rayo vallecano,Spain,5001.0,87.0,1789.2272727272727,2001.0,1001.0,2501.0
ud las palmas,Spain,5001.0,87.0,2069.1875,2501.0,938.5,2501.0
girona,Spain,5001.0,501.0,2751.0,2751.0,1626.0,3876.0
deportivo la coruna,Spain,10001.0,87.0,2073.318181818182,1501.0,1001.0,2501.0
eibar,Spain,10001.0,87.0,2903.1176470588234,2501.0,2001.0,2501.0
getafe,Spain,10001.0,87.0,2505.1363636363635,2251.0,1501.0,2501.0
gijon,Spain,10001.0,87.0,2790.0666666666666,2501.0,1501.0,2501.0
granada,Spain,10001.0,87.0,2641.5,2501.0,2001.0,2501.0
levante,Spain,10001.0,87.0,2709.681818181818,2501.0,2126.0,2501.0
chelsea,England,2.63,2.2,2.4256521739130434,2.3999999999999999,2.375,2.5
man city,England,3.81,3.4,3.7047826086956519,3.75,3.75,3.75
arsenal,England,6.0,5.0,5.4341666666666661,5.5,5.5,5.5
man utd,England,7.0,5.0,6.0582608695652178,6.0,6.0,6.0
liverpool,England,31.0,19.0,23.260869565217391,23.0,21.0,24.5
tottenham,England,126.0,67.0,99.956521739130437,101.0,95.5,103.5
everton,England,301.0,201.0,264.13043478260869,251.0,251.0,301.0
southampton,England,496.0,151.0,241.21739130434781,251.0,201.0,251.0
crystal palace,England,3001.0,990.0,2002.695652173913,2001.0,2001.0,2501.0
newcastle,England,3001.0,501.0,1804.8695652173913,2001.0,1001.0,2501.0
stoke,England,3001.0,501.0,1372.2608695652175,1501.0,1001.0,1501.0
swansea,England,3001.0,501.0,1437.4782608695652,1501.0,1001.0,1501.0
west ham,England,3001.0,501.0,1502.695652173913,1501.0,1001.0,2001.0
aston villa,England,5001.0,990.0,2198.3478260869565,2001.0,1501.0,2501.0
leicester,England,5001.0,990.0,2241.8260869565215,2501.0,2001.0,2501.0
sunderland,England,5001.0,990.0,2504.8695652173915,2501.0,2001.0,3001.0
west brom,England,5001.0,990.0,2067.913043478261,2001.0,2001.0,2276.0
bournemouth,England,7501.0,990.0,3850.521739130435,5001.0,2501.0,5001.0
norwich,England,7501.0,990.0,3935.304347826087,5001.0,2251.0,5001.0
watford,England,7601.0,990.0,4678.782608695652,5001.0,5001.0,5001.0
psg,France,1.17,1.12,1.1427272727272726,1.1399999999999999,1.1399999999999999,1.1475
lyon,France,15.0,8.57,11.515217391304349,11.0,10.65,13.0
monaco,France,17.0,8.5,11.700000000000001,11.0,10.0,13.0
marseille,France,22.0,15.0,20.199999999999999,21.0,20.0,21.0
st etienne,France,101.0,29.0,88.666666666666671,101.0,80.75,101.0
bordeaux,France,151.0,51.0,120.0,105.0,101.0,151.0
lille,France,251.0,87.0,190.30434782608697,201.0,151.0,226.0
montpellier,France,251.0,87.0,216.43478260869566,251.0,188.5,251.0
rennes,France,501.0,87.0,371.86956521739131,401.0,301.0,501.0
lorient,France,801.0,87.0,577.304347826087,501.0,501.0,751.0
nantes,France,801.0,87.0,532.73913043478262,501.0,501.0,626.0
nice,France,801.0,87.0,519.695652173913,501.0,501.0,501.0
guingamp,France,1051.0,87.0,763.17391304347825,751.0,501.0,1001.0
toulouse,France,1051.0,87.0,719.695652173913,751.0,501.0,1001.0
caen,France,1301.0,87.0,854.47826086956525,1001.0,751.0,1001.0
reims,France,1501.0,87.0,891.43478260869563,1001.0,751.0,1001.0
troyes,France,1601.0,87.0,1061.0,1001.0,1001.0,1501.0
bastia,France,2001.0,87.0,911.0,751.0,751.0,1001.0
ajaccio,France,2001.0,87.0,973.66666666666663,1001.0,813.5,1001.0
angers,France,2501.0,87.0,1207.7894736842106,1001.0,1001.0,1251.0
gfco ajaccio,France,2751.0,95.0,1557.2666666666667,1501.0,1001.0,2001.0
juventus,Italy,1.73,1.4,1.5456521739130433,1.53,1.5150000000000001,1.5700000000000001
roma,Italy,8.5,4.88,7.3752173913043473,7.5,7.25,8.0
napoli,Italy,10.0,6.5,8.5873913043478254,9.0,7.75,9.0
ac milan,Italy,17.0,10.0,12.456521739130435,12.0,11.0,13.0
inter,Italy,17.3,9.73,12.675217391304347,13.0,11.0,14.0
lazio,Italy,18.0,12.2,15.856521739130434,17.0,15.0,17.0
fiorentina,Italy,41.0,15.0,30.260869565217391,29.0,26.0,34.0
genoa,Italy,501.0,87.0,280.82608695652175,251.0,226.0,326.0
sampdoria,Italy,501.0,87.0,272.13043478260869,251.0,201.0,326.0
torino,Italy,501.0,87.0,359.08695652173913,351.0,251.0,501.0
udinese,Italy,501.0,87.0,396.04347826086956,501.0,326.0,501.0
empoli,Italy,1501.0,87.0,982.95652173913038,1001.0,751.0,1001.0
palermo,Italy,1501.0,87.0,650.39130434782612,501.0,501.0,601.0
atalanta,Italy,2001.0,87.0,1048.4347826086957,1001.0,1001.0,1001.0
sassuolo,Italy,2001.0,87.0,1059.0869565217392,1001.0,751.0,1001.0
verona,Italy,2001.0,87.0,963.43478260869563,1001.0,751.0,1001.0
chievo,Italy,2501.0,87.0,1606.9130434782608,2001.0,1001.0,2001.0
bologna,Italy,5001.0,87.0,1661.7272727272727,1501.0,1501.0,2001.0
carpi fc,Italy,5001.0,87.0,3406.913043478261,5001.0,2001.0,5001.0
frosinone,Italy,5001.0,87.0,3515.608695652174,5001.0,2001.0,5001.0
celtic,Scotland,1.05,1.02,1.0325000000000002,1.03,1.03,1.0325
aberdeen,Scotland,26.0,15.0,23.11904761904762,25.0,21.0,26.0
hearts,Scotland,67.0,15.1,44.861904761904761,51.0,40.0,51.0
inverness,Scotland,301.0,67.0,124.57142857142857,101.0,101.0,151.0
dundee utd,Scotland,301.0,67.0,119.38095238095238,101.0,101.0,151.0
st johnstone,Scotland,301.0,101.0,208.33333333333334,251.0,151.0,251.0
dundee,Scotland,751.0,103.0,432.04761904761904,501.0,251.0,501.0
partick,Scotland,751.0,103.0,589.19047619047615,501.0,501.0,751.0
kilmarnock,Scotland,1001.0,103.0,851.09523809523807,1001.0,751.0,1001.0
motherwell,Scotland,1001.0,103.0,660.61904761904759,501.0,501.0,1001.0
ross county,Scotland,1001.0,103.0,827.28571428571433,1001.0,751.0,1001.0
hamilton,Scotland,1501.0,103.0,553.47619047619048,501.0,501.0,501.0
psv,Holland,2.5,2.1,2.2870588235294118,2.2999999999999998,2.25,2.2999999999999998
ajax,Holland,2.88,2.25,2.4982352941176469,2.5,2.3999999999999999,2.6200000000000001
feyenoord,Holland,7.5,4.0,5.9670588235294115,6.0,6.0,6.0
vitesse,Holland,34.0,23.0,26.882352941176471,26.0,26.0,26.0
az alkmaar,Holland,51.0,21.0,33.647058823529413,33.0,26.0,41.0
twente,Holland,52.0,34.0,47.529411764705884,51.0,42.0,51.0
heerenveen,Holland,106.0,42.0,81.529411764705884,81.0,67.0,101.0
groningen,Holland,201.0,95.0,169.70588235294119,156.0,151.0,201.0
zwolle,Holland,201.0,95.0,172.64705882352942,170.0,151.0,201.0
utrecht,Holland,401.0,95.0,234.47058823529412,251.0,201.0,251.0
willem ii,Holland,501.0,95.0,400.94117647058823,501.0,301.0,501.0
