name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Betfair,Betdaq,Matchbook
vfb stuttgart,Germany,501.0,,251.0,401.0,251.0,301.0,1001.0,,301.0,301.0,501.0,501.0,751.0,251.0,751.0,751.0,451.0,251.0,301.0,501.0,301.0,521.0,95.0,87.0,
werder bremen,Germany,501.0,,251.0,501.0,251.0,301.0,1001.0,,301.0,501.0,501.0,1001.0,751.0,251.0,751.0,501.0,451.0,251.0,501.0,501.0,501.0,521.0,95.0,87.0,
ingolstadt,Germany,1501.0,,1001.0,1001.0,1001.0,751.0,2001.0,,751.0,2001.0,1001.0,2501.0,2501.0,751.0,2001.0,1001.0,1001.0,751.0,2001.0,1001.0,2001.0,1501.0,95.0,87.0,
darmstadt,Germany,5001.0,,2501.0,1501.0,2501.0,1001.0,5001.0,,751.0,3001.0,2001.0,5001.0,2501.0,1501.0,5001.0,2501.0,1001.0,1501.0,3001.0,2001.0,3001.0,3101.0,95.0,97.0,
barcelona,Spain,1.73,1.73,1.73,1.73,1.73,1.75,1.67,1.67,1.62,1.65,1.62,1.62,1.67,1.73,1.61,1.73,1.63,1.73,1.65,1.73,1.65,1.71,1.71,1.66,
real madrid,Spain,2.63,2.62,2.63,2.5,2.63,2.5,2.5,2.5,2.4,2.7,2.5,2.62,2.4,2.5,2.5,2.5,2.4,2.5,2.7,2.7,2.7,2.6,2.63,2.65,
atletico madrid,Spain,15.0,15.0,17.0,21.0,17.0,15.0,21.0,15.0,15.0,16.0,21.0,17.0,21.0,17.0,17.0,15.0,15.5,17.0,16.0,19.0,16.0,15.0,19.0,18.0,
seville,Spain,41.0,51.0,41.0,51.0,41.0,41.0,51.0,51.0,41.0,51.0,67.0,67.0,67.0,51.0,51.0,41.0,48.0,51.0,51.0,67.0,51.0,41.0,48.0,56.0,
valencia,Spain,41.0,34.0,29.0,51.0,29.0,34.0,51.0,34.0,41.0,51.0,67.0,67.0,67.0,41.0,51.0,34.0,46.0,41.0,51.0,67.0,51.0,41.0,48.0,56.0,
villarreal,Spain,101.0,101.0,301.0,251.0,301.0,101.0,251.0,226.0,176.0,251.0,301.0,201.0,301.0,151.0,251.0,251.0,200.0,151.0,251.0,201.0,251.0,101.0,190.0,180.0,
athletic bilbao,Spain,201.0,101.0,401.0,301.0,401.0,201.0,251.0,301.0,251.0,251.0,501.0,501.0,501.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,201.0,285.0,247.0,
celta vigo,Spain,1001.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,1001.0,1001.0,501.0,751.0,501.0,751.0,501.0,651.0,501.0,1001.0,1001.0,1001.0,,95.0,417.0,
malaga,Spain,1001.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,1001.0,1001.0,1001.0,1001.0,501.0,751.0,501.0,651.0,501.0,1001.0,751.0,1001.0,501.0,95.0,417.0,
real sociedad,Spain,1001.0,501.0,501.0,751.0,501.0,501.0,1001.0,501.0,751.0,1001.0,1001.0,1001.0,1001.0,751.0,751.0,501.0,751.0,751.0,1001.0,751.0,1001.0,,95.0,417.0,
espanyol,Spain,1001.0,1001.0,751.0,1001.0,751.0,751.0,1001.0,501.0,751.0,1501.0,1501.0,1001.0,1001.0,751.0,1001.0,751.0,951.0,751.0,1501.0,1001.0,1501.0,1001.0,95.0,417.0,
betis,Spain,5001.0,1001.0,1501.0,1501.0,1501.0,1001.0,5001.0,501.0,751.0,5001.0,5001.0,1001.0,2501.0,1501.0,1501.0,1501.0,1001.0,1501.0,5001.0,1501.0,5001.0,,95.0,417.0,
rayo vallecano,Spain,1001.0,1001.0,2001.0,2001.0,2001.0,1501.0,2501.0,501.0,501.0,5001.0,5001.0,1001.0,2501.0,2001.0,2501.0,2001.0,1001.0,2001.0,5001.0,2501.0,5001.0,,95.0,417.0,
girona,Spain,,5001.0,,,,,,,,,,,,,,,,,,,,,,,
deportivo la coruna,Spain,10001.0,1501.0,1501.0,2501.0,1501.0,1001.0,5001.0,501.0,751.0,5001.0,10001.0,2001.0,2501.0,2501.0,2501.0,1501.0,1001.0,2501.0,5001.0,2501.0,5001.0,,95.0,417.0,
eibar,Spain,10001.0,5001.0,2501.0,2501.0,2501.0,5001.0,5001.0,501.0,751.0,7501.0,10001.0,5001.0,5001.0,5001.0,5001.0,2001.0,1001.0,5001.0,7501.0,2501.0,7501.0,,95.0,417.0,
getafe,Spain,10001.0,5001.0,1501.0,2501.0,1501.0,2001.0,5001.0,501.0,751.0,5001.0,10001.0,2001.0,5001.0,5001.0,5001.0,2501.0,1001.0,5001.0,5001.0,2501.0,5001.0,,95.0,417.0,
gijon,Spain,10001.0,,2501.0,2501.0,2501.0,2501.0,5001.0,501.0,751.0,7501.0,10001.0,2001.0,5001.0,5001.0,5001.0,,1001.0,5001.0,7501.0,2501.0,7501.0,,95.0,417.0,
levante,Spain,10001.0,5001.0,2501.0,2501.0,2501.0,2001.0,2501.0,501.0,751.0,5001.0,10001.0,5001.0,5001.0,5001.0,5001.0,2501.0,1001.0,5001.0,5001.0,2501.0,5001.0,,95.0,417.0,
ud las palmas,Spain,10001.0,5001.0,2501.0,2501.0,2501.0,5001.0,5001.0,501.0,751.0,5001.0,10001.0,2001.0,5001.0,5001.0,1001.0,,1001.0,5001.0,5001.0,2501.0,5001.0,,95.0,417.0,
granada,Spain,10001.0,5001.0,2001.0,2501.0,2001.0,2001.0,5001.0,501.0,751.0,5001.0,10001.0,2001.0,5001.0,5001.0,5001.0,2501.0,1001.0,5001.0,5001.0,2501.0,5001.0,,105.0,417.0,
chelsea,England,2.5,2.5,2.38,2.4,2.38,2.4,2.25,2.62,2.25,2.5,2.25,2.62,2.5,2.38,2.5,2.5,2.45,2.38,2.5,2.35,2.5,2.45,2.6,2.63,2.64
man city,England,3.75,3.5,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.6,3.4,3.75,3.75,3.75,3.75,3.7,3.75,3.75,3.75,3.75,3.75,3.94,4.01,3.83
arsenal,England,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.25,5.5,5.5,5.5,5.5,5.0,5.5,5.5,5.5,5.25,5.25,5.25,5.8,5.27,5.36,5.55
man utd,England,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.5,6.0,6.0,6.5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.75,6.0,5.7,5.75,6.04,6.15
liverpool,England,21.0,29.0,26.0,23.0,26.0,21.0,21.0,26.0,23.0,21.0,29.0,23.0,26.0,23.0,26.0,26.0,23.0,23.0,21.0,23.0,21.0,21.0,29.0,29.0,31.0
tottenham,England,101.0,101.0,101.0,101.0,101.0,67.0,101.0,91.0,101.0,126.0,151.0,101.0,126.0,101.0,101.0,81.0,105.0,101.0,126.0,101.0,126.0,101.0,133.0,142.0,100.0
everton,England,251.0,251.0,251.0,251.0,251.0,251.0,251.0,201.0,251.0,301.0,301.0,251.0,301.0,251.0,251.0,301.0,251.0,251.0,301.0,251.0,301.0,251.0,475.0,461.0,298.0
southampton,England,251.0,201.0,201.0,251.0,201.0,201.0,251.0,201.0,201.0,251.0,301.0,251.0,301.0,251.0,251.0,201.0,251.0,251.0,251.0,251.0,251.0,251.0,599.0,553.0,496.0
crystal palace,England,2001.0,2501.0,2001.0,2001.0,2001.0,2001.0,2001.0,1001.0,1001.0,2501.0,3001.0,2001.0,2001.0,2001.0,1501.0,2501.0,1001.0,2001.0,2501.0,2001.0,2501.0,2001.0,950.0,931.0,990.0
newcastle,England,2501.0,2501.0,1001.0,2001.0,1001.0,1501.0,2501.0,501.0,1001.0,2501.0,3001.0,1501.0,2001.0,2001.0,1501.0,1001.0,1001.0,2001.0,2501.0,2001.0,2501.0,2501.0,950.0,931.0,990.0
stoke,England,1001.0,1501.0,1001.0,1501.0,1001.0,1001.0,2001.0,501.0,1001.0,1501.0,3001.0,1501.0,2001.0,1501.0,1001.0,1501.0,1001.0,1501.0,1501.0,1501.0,1501.0,1001.0,950.0,931.0,990.0
swansea,England,1501.0,1501.0,1001.0,1501.0,1001.0,1501.0,2001.0,501.0,1001.0,1501.0,3001.0,1501.0,2001.0,1501.0,1001.0,1501.0,1001.0,1501.0,1501.0,1501.0,1501.0,1501.0,950.0,931.0,990.0
west ham,England,1501.0,2501.0,1001.0,1501.0,1001.0,1001.0,2001.0,501.0,1001.0,1501.0,3001.0,2001.0,2001.0,2001.0,1001.0,1501.0,1001.0,2001.0,1501.0,1001.0,1501.0,1501.0,950.0,931.0,990.0
aston villa,England,2501.0,5001.0,1501.0,2001.0,1501.0,2001.0,3001.0,1001.0,1001.0,2501.0,5001.0,2001.0,2501.0,2001.0,2001.0,1501.0,1001.0,2001.0,2501.0,2501.0,2501.0,2501.0,950.0,931.0,990.0
leicester,England,2001.0,5001.0,2001.0,2501.0,2001.0,2001.0,3001.0,1001.0,1001.0,2501.0,5001.0,2001.0,2501.0,2501.0,2501.0,2501.0,1001.0,2501.0,2501.0,2501.0,2501.0,2001.0,950.0,931.0,990.0
sunderland,England,3001.0,5001.0,2001.0,2501.0,2001.0,2001.0,3001.0,1001.0,1001.0,3001.0,5001.0,2001.0,3001.0,2501.0,2501.0,2501.0,1001.0,2501.0,3001.0,2001.0,3001.0,3001.0,950.0,931.0,990.0
west brom,England,2001.0,2501.0,2001.0,2001.0,2001.0,2001.0,2501.0,1001.0,1001.0,2001.0,5001.0,2001.0,2501.0,2501.0,2001.0,2001.0,1001.0,2501.0,2001.0,2001.0,2001.0,2001.0,950.0,931.0,990.0
bournemouth,England,5001.0,5001.0,2501.0,3001.0,2501.0,5001.0,5001.0,2001.0,1001.0,5001.0,7501.0,2501.0,3001.0,5001.0,2501.0,5001.0,1001.0,5001.0,5001.0,5001.0,5001.0,5001.0,950.0,931.0,990.0
norwich,England,5001.0,5001.0,2001.0,5001.0,2001.0,5001.0,4001.0,2001.0,1001.0,5001.0,7501.0,2501.0,5001.0,5001.0,2501.0,5001.0,1001.0,5001.0,5001.0,5001.0,5001.0,5001.0,950.0,931.0,990.0
watford,England,7501.0,5001.0,5001.0,5001.0,5001.0,5001.0,5001.0,2001.0,1001.0,5001.0,10001.0,5001.0,7501.0,5001.0,2501.0,5001.0,1001.0,5001.0,5001.0,5001.0,5001.0,7501.0,950.0,931.0,990.0
psg,France,1.14,1.14,1.14,1.14,1.14,1.15,1.12,1.14,1.13,1.16,1.14,1.17,,1.14,1.14,1.14,1.12,1.14,1.16,1.14,1.16,1.13,1.14,1.1,
lyon,France,11.0,13.0,13.0,11.0,13.0,12.0,13.0,11.0,9.0,12.0,11.0,11.0,,13.0,10.0,13.0,10.3,13.0,12.0,13.0,12.0,10.0,12.4,10.2,
monaco,France,17.0,11.0,11.0,11.0,11.0,10.0,13.0,13.0,8.5,8.0,11.0,11.0,,11.0,15.0,12.0,9.75,11.0,8.0,13.0,8.0,17.5,12.4,9.73,
marseille,France,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,15.0,22.0,21.0,21.0,,21.0,21.0,21.0,18.0,21.0,22.0,21.0,22.0,22.0,20.0,18.5,
st etienne,France,101.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,67.0,101.0,101.0,101.0,51.0,101.0,101.0,101.0,84.0,101.0,101.0,101.0,101.0,101.0,81.0,87.0,
bordeaux,France,151.0,101.0,101.0,101.0,101.0,101.0,151.0,101.0,81.0,151.0,151.0,51.0,,101.0,101.0,151.0,115.0,101.0,151.0,151.0,151.0,151.0,81.0,132.0,
lille,France,201.0,201.0,201.0,201.0,201.0,201.0,251.0,151.0,151.0,251.0,251.0,151.0,,151.0,151.0,201.0,185.0,151.0,251.0,251.0,251.0,201.0,95.0,204.0,
montpellier,France,251.0,251.0,251.0,251.0,251.0,251.0,251.0,251.0,176.0,251.0,251.0,201.0,,151.0,151.0,251.0,201.0,151.0,251.0,251.0,251.0,251.0,95.0,204.0,
rennes,France,301.0,401.0,401.0,401.0,401.0,301.0,501.0,401.0,251.0,501.0,501.0,501.0,,251.0,501.0,501.0,301.0,251.0,501.0,401.0,501.0,301.0,95.0,87.0,
lorient,France,751.0,751.0,501.0,501.0,501.0,501.0,751.0,501.0,501.0,776.0,751.0,501.0,,501.0,501.0,751.0,551.0,501.0,776.0,751.0,776.0,751.0,95.0,87.0,
nantes,France,501.0,501.0,501.0,501.0,501.0,501.0,751.0,501.0,401.0,801.0,751.0,501.0,,501.0,501.0,501.0,501.0,501.0,801.0,751.0,801.0,501.0,95.0,87.0,
nice,France,501.0,501.0,501.0,501.0,501.0,501.0,751.0,501.0,401.0,801.0,751.0,501.0,,501.0,501.0,501.0,501.0,501.0,801.0,501.0,801.0,501.0,95.0,87.0,
guingamp,France,1001.0,1001.0,501.0,751.0,501.0,751.0,1001.0,501.0,501.0,1051.0,1001.0,501.0,,751.0,1001.0,1001.0,751.0,751.0,1051.0,1001.0,1051.0,1001.0,95.0,87.0,
toulouse,France,751.0,751.0,751.0,751.0,751.0,751.0,1001.0,501.0,501.0,1051.0,1001.0,501.0,,501.0,751.0,1001.0,651.0,501.0,1051.0,1001.0,1051.0,751.0,95.0,87.0,
caen,France,1001.0,1001.0,751.0,751.0,751.0,1001.0,1001.0,501.0,501.0,1301.0,1001.0,751.0,,751.0,1001.0,1251.0,801.0,751.0,1301.0,1001.0,1301.0,1001.0,95.0,87.0,
reims,France,1001.0,1001.0,1001.0,1001.0,1001.0,751.0,1001.0,751.0,501.0,1501.0,1001.0,1001.0,,751.0,1001.0,501.0,801.0,751.0,1501.0,1001.0,1501.0,1001.0,95.0,87.0,
ajaccio,France,,1001.0,,,,,,,751.0,,,,,,,,,,,,,1501.0,,87.0,
troyes,France,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1501.0,751.0,751.0,1601.0,1501.0,1501.0,,1001.0,1501.0,1001.0,951.0,1001.0,1601.0,1001.0,1601.0,1001.0,95.0,87.0,
bastia,France,1001.0,1001.0,751.0,751.0,751.0,751.0,1001.0,501.0,751.0,2001.0,1001.0,501.0,,751.0,1001.0,1001.0,851.0,751.0,2001.0,1001.0,2001.0,1001.0,95.0,87.0,
angers,France,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,2501.0,1001.0,751.0,,2501.0,1501.0,,1001.0,2001.0,2501.0,1001.0,1001.0,,1000.0,,,95.0,87.0,
gfco ajaccio,France,1501.0,,1001.0,1001.0,1001.0,1501.0,2001.0,1001.0,,2751.0,1001.0,1501.0,,1501.0,1001.0,1501.0,1001.0,1501.0,2751.0,2001.0,2751.0,,95.0,,
juventus,Italy,1.62,1.62,1.53,1.57,1.53,1.55,1.44,1.57,1.53,1.5,1.57,1.57,1.53,1.53,1.57,1.57,1.53,1.53,1.5,1.55,1.5,1.61,1.63,1.57,
roma,Italy,8.0,8.0,7.5,7.5,7.5,8.0,7.0,7.5,7.5,8.0,8.0,8.0,8.0,7.5,7.0,7.0,7.5,7.5,8.0,7.5,8.0,7.5,7.08,6.43,
napoli,Italy,10.0,10.0,10.0,8.0,10.0,9.0,9.0,9.0,9.5,10.0,9.0,8.0,9.0,9.5,9.0,7.5,9.5,9.5,10.0,10.0,10.0,10.0,9.55,8.76,
inter,Italy,13.0,11.0,12.0,15.0,12.0,15.0,13.0,11.0,12.0,10.0,13.0,17.0,10.0,15.0,13.0,13.0,12.3,15.0,10.0,13.0,10.0,12.5,12.9,11.2,
ac milan,Italy,11.0,11.0,12.0,12.0,12.0,11.0,13.0,13.0,13.0,15.0,13.0,17.0,11.0,12.0,13.0,13.0,13.0,12.0,15.0,15.0,15.0,11.0,15.3,14.1,
lazio,Italy,17.0,15.0,17.0,17.0,17.0,15.0,17.0,15.0,15.0,21.0,17.0,13.0,13.0,17.0,17.0,15.0,16.5,17.0,21.0,17.0,21.0,17.0,18.1,16.0,
fiorentina,Italy,41.0,29.0,29.0,29.0,29.0,29.0,34.0,15.0,34.0,41.0,34.0,21.0,21.0,34.0,41.0,26.0,35.0,34.0,41.0,41.0,41.0,41.0,42.0,36.0,
genoa,Italy,251.0,201.0,251.0,251.0,251.0,201.0,501.0,151.0,301.0,501.0,301.0,501.0,501.0,251.0,251.0,251.0,301.0,251.0,501.0,251.0,501.0,251.0,95.0,247.0,
sampdoria,Italy,201.0,201.0,251.0,251.0,251.0,151.0,501.0,101.0,301.0,501.0,301.0,501.0,501.0,251.0,301.0,251.0,301.0,251.0,501.0,251.0,501.0,201.0,95.0,247.0,
torino,Italy,501.0,201.0,501.0,501.0,501.0,351.0,501.0,101.0,401.0,501.0,301.0,251.0,501.0,501.0,251.0,501.0,401.0,501.0,501.0,501.0,501.0,501.0,95.0,247.0,
udinese,Italy,351.0,201.0,501.0,301.0,501.0,351.0,501.0,151.0,301.0,501.0,501.0,501.0,501.0,501.0,501.0,251.0,351.0,501.0,501.0,351.0,501.0,351.0,95.0,286.0,
empoli,Italy,1001.0,501.0,1001.0,1001.0,1001.0,1001.0,1001.0,501.0,751.0,1501.0,751.0,1001.0,1001.0,1001.0,1501.0,1501.0,1000.0,1001.0,1501.0,1001.0,1501.0,1001.0,95.0,417.0,
palermo,Italy,501.0,501.0,501.0,501.0,501.0,501.0,501.0,401.0,501.0,1501.0,751.0,501.0,751.0,501.0,501.0,501.0,701.0,501.0,1501.0,1001.0,1501.0,501.0,95.0,417.0,
atalanta,Italy,1001.0,501.0,1001.0,1001.0,1001.0,751.0,1001.0,501.0,751.0,2001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,2001.0,1501.0,2001.0,1006.0,95.0,417.0,
bologna,Italy,1501.0,2001.0,2001.0,1501.0,2001.0,1501.0,2001.0,501.0,751.0,1501.0,1501.0,2001.0,2001.0,2001.0,1001.0,2001.0,1001.0,2001.0,1501.0,2001.0,1501.0,1701.0,95.0,417.0,
sassuolo,Italy,751.0,751.0,1001.0,1001.0,1001.0,751.0,1001.0,501.0,751.0,2001.0,1001.0,2001.0,751.0,1001.0,1001.0,1001.0,1001.0,1001.0,2001.0,1501.0,2001.0,751.0,95.0,417.0,
verona,Italy,1001.0,751.0,1001.0,1001.0,1001.0,1001.0,1001.0,401.0,751.0,2001.0,1001.0,1001.0,751.0,751.0,501.0,751.0,951.0,751.0,2001.0,1001.0,2001.0,1001.0,95.0,417.0,
chievo,Italy,2001.0,1501.0,2001.0,2001.0,2001.0,2001.0,2501.0,501.0,751.0,2001.0,1001.0,2001.0,2501.0,2001.0,1001.0,2001.0,1001.0,2001.0,2001.0,1001.0,2001.0,2101.0,95.0,417.0,
frosinone,Italy,5001.0,2001.0,5001.0,2501.0,5001.0,5001.0,5001.0,501.0,751.0,5001.0,2001.0,2001.0,5001.0,5001.0,5001.0,5001.0,1001.0,5001.0,5001.0,5001.0,5001.0,5001.0,95.0,500.0,
carpi fc,Italy,5001.0,2001.0,5001.0,2501.0,5001.0,5001.0,5001.0,501.0,751.0,5001.0,2001.0,2001.0,5001.0,5001.0,2501.0,5001.0,1001.0,5001.0,5001.0,5001.0,5001.0,5001.0,143.0,417.0,
celtic,Scotland,1.03,1.03,1.03,1.03,1.03,1.03,1.02,1.03,1.03,1.03,1.03,1.04,1.05,1.04,1.02,1.03,1.03,1.04,1.03,1.03,1.03,1.03,1.07,1.03,
aberdeen,Scotland,26.0,21.0,26.0,26.0,26.0,21.0,21.0,21.0,26.0,26.0,21.0,26.0,21.0,21.0,21.0,26.0,21.0,21.0,26.0,21.0,26.0,26.0,18.1,16.5,
hearts,Scotland,41.0,67.0,51.0,51.0,51.0,51.0,51.0,51.0,67.0,51.0,67.0,41.0,41.0,34.0,34.0,51.0,42.0,34.0,51.0,41.0,51.0,41.0,24.0,20.0,
inverness,Scotland,151.0,67.0,101.0,151.0,101.0,101.0,81.0,101.0,151.0,151.0,151.0,301.0,151.0,67.0,101.0,101.0,115.0,67.0,151.0,151.0,151.0,151.0,81.0,91.0,
dundee utd,Scotland,151.0,81.0,101.0,151.0,101.0,251.0,67.0,101.0,151.0,101.0,151.0,301.0,151.0,81.0,151.0,101.0,115.0,81.0,101.0,101.0,101.0,151.0,95.0,91.0,
st johnstone,Scotland,251.0,101.0,151.0,201.0,151.0,151.0,151.0,301.0,301.0,251.0,251.0,301.0,201.0,126.0,251.0,251.0,200.0,126.0,251.0,251.0,251.0,251.0,95.0,113.0,
dundee,Scotland,251.0,501.0,501.0,501.0,501.0,501.0,251.0,501.0,501.0,751.0,501.0,501.0,501.0,251.0,501.0,501.0,351.0,251.0,751.0,201.0,751.0,251.0,95.0,114.0,
partick,Scotland,751.0,501.0,501.0,501.0,501.0,751.0,751.0,501.0,501.0,751.0,751.0,751.0,501.0,501.0,751.0,501.0,551.0,501.0,751.0,751.0,751.0,751.0,95.0,114.0,
kilmarnock,Scotland,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,501.0,501.0,1001.0,1001.0,1001.0,1001.0,751.0,751.0,1001.0,751.0,751.0,1001.0,751.0,1001.0,1001.0,95.0,114.0,
motherwell,Scotland,251.0,1001.0,1001.0,501.0,1001.0,751.0,751.0,501.0,501.0,1001.0,1001.0,1001.0,751.0,501.0,501.0,1001.0,551.0,501.0,1001.0,251.0,1001.0,251.0,95.0,114.0,
ross county,Scotland,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,501.0,501.0,501.0,1001.0,1001.0,751.0,1001.0,751.0,1001.0,1001.0,701.0,751.0,1001.0,751.0,1001.0,1001.0,95.0,114.0,
hamilton,Scotland,501.0,501.0,501.0,501.0,501.0,1001.0,1501.0,501.0,501.0,501.0,1001.0,1001.0,501.0,501.0,501.0,501.0,451.0,501.0,501.0,501.0,501.0,501.0,95.0,114.0,
psv,Holland,2.38,2.25,2.25,2.38,2.25,2.3,,2.2,2.2,2.2,2.38,2.5,,,2.25,,2.25,,2.2,2.2,2.2,2.3,2.25,,
ajax,Holland,2.5,2.62,2.63,2.4,2.63,2.4,,2.62,2.3,2.4,2.62,2.88,,,2.37,,2.4,,2.4,2.25,2.4,2.45,2.42,,
feyenoord,Holland,7.5,6.0,6.0,6.0,6.0,6.0,,5.5,5.75,6.0,6.0,4.0,,,6.0,,6.2,,6.0,6.5,6.0,7.25,5.94,,
vitesse,Holland,26.0,26.0,26.0,26.0,26.0,26.0,,26.0,23.0,26.0,26.0,26.0,,,34.0,,26.0,,26.0,34.0,26.0,26.0,25.0,,
az alkmaar,Holland,21.0,34.0,41.0,34.0,41.0,23.0,,21.0,29.0,51.0,26.0,26.0,,,34.0,,33.0,,51.0,41.0,51.0,21.0,40.0,,
twente,Holland,51.0,51.0,51.0,51.0,51.0,51.0,,34.0,41.0,51.0,41.0,51.0,,,51.0,,46.0,,51.0,41.0,51.0,52.0,42.0,,
heerenveen,Holland,101.0,101.0,101.0,101.0,101.0,101.0,,101.0,67.0,71.0,81.0,67.0,,,51.0,,86.0,,71.0,67.0,71.0,106.0,62.0,,
groningen,Holland,151.0,201.0,201.0,201.0,201.0,151.0,,201.0,151.0,201.0,151.0,151.0,,,151.0,,165.0,,201.0,151.0,201.0,156.0,143.0,,
zwolle,Holland,151.0,201.0,201.0,201.0,201.0,151.0,,201.0,151.0,201.0,151.0,151.0,,,201.0,,165.0,,201.0,151.0,201.0,156.0,143.0,,
utrecht,Holland,101.0,251.0,251.0,251.0,251.0,201.0,,201.0,176.0,251.0,251.0,251.0,,,251.0,,200.0,,251.0,201.0,251.0,106.0,105.0,,
willem ii,Holland,251.0,501.0,501.0,501.0,501.0,501.0,,501.0,301.0,501.0,501.0,251.0,,,501.0,,351.0,,501.0,301.0,501.0,256.0,190.0,,
nec nijmegen,Holland,501.0,501.0,501.0,501.0,501.0,501.0,,501.0,401.0,751.0,501.0,501.0,,,501.0,,451.0,,751.0,201.0,751.0,506.0,190.0,,
cambuur,Holland,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,,501.0,501.0,501.0,1001.0,501.0,,,501.0,,701.0,,501.0,301.0,501.0,1001.0,190.0,,
den haag,Holland,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,,501.0,751.0,751.0,1001.0,501.0,,,751.0,,801.0,,751.0,501.0,751.0,1001.0,190.0,,
