name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,,1.03,1.03,1.02,1.03,1.02,1.05,1.02,1.03,1.01,1.02,,1.01,,1.03,1.02,,,1.01,1.05,1.01,1.01,,1.04,,
bor dortmund,Germany,,15.0,17.0,21.0,17.0,17.0,15.0,26.0,15.0,21.0,15.0,,26.0,,15.0,17.0,,,21.0,9.0,21.0,18.0,,21.0,,
wolfsburg,Germany,,51.0,51.0,81.0,51.0,67.0,21.0,81.0,51.0,161.0,51.0,,101.0,,51.0,51.0,,,161.0,67.0,161.0,171.0,,76.0,,
schalke 04,Germany,,101.0,81.0,101.0,81.0,101.0,51.0,201.0,101.0,251.0,101.0,,,,101.0,101.0,,,251.0,101.0,251.0,261.0,,95.0,,
bayer leverkusen,Germany,,101.0,81.0,151.0,81.0,101.0,21.0,151.0,151.0,401.0,151.0,,,,101.0,101.0,,,401.0,101.0,401.0,411.0,,81.0,,
bor monchengladbach,Germany,,,81.0,,81.0,151.0,81.0,201.0,151.0,601.0,101.0,,,,151.0,,,,601.0,101.0,601.0,611.0,,95.0,,
hertha berlin,Germany,,,1001.0,,1001.0,501.0,751.0,501.0,,1201.0,751.0,,,,501.0,,,,1201.0,501.0,1201.0,1201.0,,71.0,,
eintracht frankfurt,Germany,,,1251.0,,1251.0,,751.0,501.0,,3001.0,1001.0,,,,501.0,,,,3001.0,501.0,3001.0,3001.0,,52.0,,
hamburg,Germany,,,751.0,,751.0,,1001.0,501.0,,3001.0,1001.0,,,,501.0,,,,3001.0,501.0,3001.0,3001.0,,62.0,,
fc koln,Germany,,,1251.0,,1251.0,,501.0,501.0,,3001.0,1001.0,,,,501.0,,,,3001.0,501.0,3001.0,3001.0,,71.0,,
mainz 05,Germany,,,751.0,,751.0,,751.0,501.0,,3001.0,1001.0,,,,501.0,,,,3001.0,1001.0,3001.0,3001.0,,71.0,,
ingolstadt,Germany,,,1001.0,,1001.0,,1501.0,501.0,,3501.0,1001.0,,,,1001.0,,,,3501.0,501.0,3501.0,3501.0,,90.0,,
hannover,Germany,,,1501.0,,1501.0,,751.0,501.0,,5001.0,1251.0,,,,501.0,,,,5001.0,1001.0,5001.0,5001.0,,62.0,,
vfb stuttgart,Germany,,,601.0,,601.0,501.0,1001.0,501.0,,5001.0,1001.0,,,,501.0,,,,5001.0,1001.0,5001.0,5001.0,,62.0,,
werder bremen,Germany,,,1501.0,,1501.0,,1501.0,501.0,,5001.0,2001.0,,,,751.0,,,,5001.0,1001.0,5001.0,5001.0,,71.0,,
darmstadt,Germany,,,2501.0,,2501.0,,5001.0,501.0,,6001.0,2501.0,,,,1501.0,,,,6001.0,1001.0,6001.0,5001.0,,90.0,,
hoffenheim,Germany,,,751.0,,751.0,,1001.0,501.0,,8001.0,1501.0,,,,1001.0,,,,8001.0,1001.0,8001.0,7501.0,,62.0,,
augsburg,Germany,,,1501.0,,1501.0,,1001.0,501.0,,8001.0,2001.0,,,,1001.0,,,,8001.0,1001.0,8001.0,7501.0,,71.0,,
barcelona,Spain,,1.73,1.73,1.8,1.73,1.75,1.8,1.8,1.8,1.85,1.73,1.8,1.8,,1.72,1.8,,,1.85,1.85,1.85,1.77,,1.73,,
real madrid,Spain,,2.1,2.2,2.0,2.2,2.0,2.0,2.1,2.1,2.1,2.1,2.1,2.1,,2.1,2.0,,,2.1,2.1,2.1,2.2,,2.35,2.32,
atletico madrid,Spain,,21.0,21.0,21.0,21.0,17.0,21.0,17.0,21.0,21.0,19.0,17.0,17.0,,26.0,17.0,,,21.0,17.0,21.0,22.0,,25.0,25.0,
celta vigo,Spain,,,176.0,301.0,176.0,501.0,501.0,501.0,251.0,501.0,501.0,251.0,251.0,,126.0,151.0,,,501.0,501.0,501.0,501.0,,76.0,286.0,
valencia,Spain,,501.0,151.0,251.0,151.0,251.0,501.0,501.0,251.0,251.0,251.0,501.0,251.0,,126.0,201.0,,,251.0,201.0,251.0,255.0,,238.0,243.0,
villarreal,Spain,,501.0,201.0,501.0,201.0,401.0,501.0,501.0,401.0,501.0,251.0,501.0,251.0,,251.0,201.0,,,501.0,301.0,501.0,401.0,,238.0,281.0,
seville,Spain,,,251.0,501.0,251.0,501.0,201.0,501.0,751.0,751.0,501.0,501.0,751.0,,251.0,251.0,,,751.0,751.0,751.0,751.0,,190.0,524.0,
athletic bilbao,Spain,,,501.0,,501.0,1001.0,,501.0,,1501.0,1251.0,1001.0,1001.0,,,,,,1501.0,1501.0,1501.0,1001.0,,143.0,543.0,
espanyol,Spain,,,2001.0,,2001.0,1001.0,1001.0,501.0,,2501.0,2501.0,1001.0,1001.0,,,,,,2501.0,1501.0,2501.0,1001.0,,143.0,194.0,
betis,Spain,,,2501.0,,2501.0,1001.0,5001.0,501.0,,4001.0,5001.0,1001.0,5001.0,,,,,,4001.0,2501.0,4001.0,4501.0,,143.0,209.0,
deportivo la coruna,Spain,,,1751.0,,1751.0,2001.0,5001.0,501.0,,2501.0,5001.0,2001.0,5001.0,,,,,,2501.0,2501.0,2501.0,,,143.0,209.0,
eibar,Spain,,,1501.0,,1501.0,5001.0,5001.0,501.0,,2501.0,4001.0,5001.0,5001.0,,,,,,2501.0,4501.0,2501.0,,,143.0,209.0,
malaga,Spain,,,1251.0,,1251.0,1501.0,501.0,501.0,,2501.0,5001.0,1001.0,1001.0,,,,,,2501.0,2001.0,2501.0,1001.0,,143.0,577.0,
real sociedad,Spain,,,2501.0,,2501.0,1501.0,1001.0,501.0,,4001.0,5001.0,1001.0,1501.0,,,,,,4001.0,3001.0,4001.0,,,190.0,378.0,
getafe,Spain,,,4001.0,,4001.0,2001.0,5001.0,501.0,,4001.0,10001.0,2001.0,5001.0,,,,,,4001.0,4501.0,4001.0,,,143.0,209.0,
gijon,Spain,,,1501.0,,1501.0,3001.0,5001.0,501.0,,5001.0,10001.0,2001.0,5001.0,,,,,,5001.0,4501.0,5001.0,,,143.0,209.0,
granada,Spain,,,4001.0,,4001.0,2001.0,5001.0,501.0,,5001.0,10001.0,3001.0,5001.0,,,,,,5001.0,4501.0,5001.0,,,143.0,209.0,
levante,Spain,,,7501.0,,7501.0,2001.0,2501.0,501.0,,5001.0,10001.0,5001.0,5001.0,,,,,,5001.0,4501.0,5001.0,,,143.0,209.0,
rayo vallecano,Spain,,,5001.0,,5001.0,1501.0,2501.0,501.0,,4001.0,10001.0,1001.0,2501.0,,,,,,4001.0,3001.0,4001.0,,,143.0,209.0,
ud las palmas,Spain,,,,,,5001.0,5001.0,501.0,,5001.0,10001.0,2001.0,5001.0,,,,,,5001.0,4501.0,5001.0,,,143.0,209.0,
man city,England,1.91,1.83,,1.91,1.91,1.91,1.83,2.0,1.91,1.9,2.0,1.91,1.91,1.91,1.9,1.91,1.9,,1.9,1.9,1.9,1.91,,1.94,,1.98
arsenal,England,2.63,2.5,,2.5,2.63,2.5,2.62,2.4,2.5,2.6,2.3,2.5,2.5,2.5,2.5,2.63,2.55,,2.6,2.6,2.6,2.6,,2.73,,2.78
man utd,England,9.0,11.0,,9.0,8.5,8.5,9.0,11.0,9.0,10.0,9.0,10.0,7.5,9.5,10.0,9.0,9.25,,10.0,9.0,10.0,9.0,,10.0,,10.4
liverpool,England,34.0,41.0,,34.0,29.0,26.0,34.0,41.0,34.0,34.0,29.0,34.0,34.0,34.0,34.0,34.0,34.0,,34.0,34.0,34.0,34.0,,38.0,,39.0
chelsea,England,67.0,67.0,,67.0,51.0,67.0,81.0,81.0,51.0,70.0,67.0,67.0,51.0,67.0,67.0,67.0,70.0,,70.0,67.0,70.0,71.0,,62.0,,65.0
