name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
bayern munich,Germany,1.02,1.02,1.02,1.01,1.02,1.02,1.02,1.02,1.02,1.01,1.02,1.02,1.0,1.02,1.01,1.02,,1.02,1.01,,1.01,1.03,,1.03,,
bor dortmund,Germany,26.0,21.0,21.0,26.0,21.0,15.0,17.0,31.0,21.0,31.0,21.0,21.0,34.0,23.0,21.0,21.0,,23.0,31.0,,31.0,15.0,,38.0,,
wolfsburg,Germany,101.0,51.0,51.0,101.0,51.0,51.0,26.0,67.0,51.0,171.0,67.0,67.0,151.0,29.0,51.0,41.0,,29.0,171.0,,171.0,29.0,,95.0,,
schalke 04,Germany,101.0,81.0,67.0,81.0,67.0,81.0,41.0,76.0,84.0,121.0,81.0,81.0,201.0,81.0,81.0,67.0,,81.0,121.0,,121.0,71.0,,190.0,,
bayer leverkusen,Germany,151.0,67.0,41.0,101.0,41.0,51.0,41.0,76.0,67.0,251.0,67.0,67.0,201.0,41.0,67.0,51.0,,41.0,251.0,,251.0,34.0,,124.0,,
bor monchengladbach,Germany,1001.0,,151.0,,151.0,201.0,81.0,426.0,251.0,801.0,201.0,251.0,,151.0,151.0,,,151.0,801.0,,801.0,401.0,,36.0,,
fc koln,Germany,1501.0,,1001.0,,1001.0,501.0,501.0,501.0,501.0,801.0,501.0,751.0,,501.0,751.0,,,501.0,801.0,,801.0,751.0,,95.0,,
mainz 05,Germany,1501.0,,501.0,,501.0,401.0,751.0,501.0,501.0,901.0,501.0,1501.0,,501.0,501.0,,,501.0,901.0,,901.0,501.0,,95.0,,
hamburg,Germany,1501.0,,751.0,,751.0,501.0,1001.0,426.0,501.0,2001.0,1001.0,751.0,,751.0,501.0,,,751.0,2001.0,,2001.0,751.0,,30.0,,
hoffenheim,Germany,1001.0,,401.0,,401.0,501.0,1001.0,426.0,251.0,2001.0,751.0,1501.0,,1001.0,751.0,,,1001.0,2001.0,,2001.0,601.0,,30.0,,
