name,country,Bet 365,Sky Bet,Totesport,Boylesports,Betfred,Sportingbet,Bet Victor,Paddy Power,Stan James,888sport,Ladbrokes,Coral,William Hill,Winner,Betfair Sportsbook,Betway,BetBright,Titan Bet,Unibet,Bwin,32Red Bet,10Bet,Marathon Bet,Betfair,Betdaq,Matchbook
1.02,Germany,1.02,1.02,1.01,1.02,1.01,1.01,1.05,1.02,1.02,1.01,1.02,1.01,1.01,1.02,1.01,1.02,,1.02,1.01,1.02,1.01,1.03,,1.02,,
21,Germany,21.0,17.0,15.0,17.0,15.0,13.0,15.0,17.0,17.0,24.0,15.0,17.0,17.0,13.0,15.0,15.0,,13.0,24.0,15.0,24.0,22.0,,26.0,,
501,Germany,501.0,251.0,301.0,,301.0,501.0,21.0,501.0,251.0,1001.0,251.0,501.0,501.0,67.0,251.0,251.0,,67.0,1001.0,251.0,1001.0,500.0,,34.0,,
751,Germany,751.0,,401.0,,401.0,501.0,81.0,501.0,501.0,1001.0,201.0,501.0,501.0,81.0,251.0,251.0,,81.0,1001.0,251.0,1001.0,801.0,,95.0,,
401,Germany,401.0,201.0,401.0,,401.0,151.0,21.0,501.0,201.0,1001.0,201.0,501.0,401.0,81.0,151.0,201.0,,81.0,1001.0,251.0,1001.0,400.0,,105.0,,
1001,Germany,1001.0,,501.0,,501.0,1501.0,751.0,501.0,,1201.0,251.0,,501.0,751.0,751.0,751.0,,751.0,1201.0,501.0,1201.0,1001.0,,95.0,,
1001,Germany,1001.0,,751.0,,751.0,751.0,51.0,501.0,751.0,1501.0,401.0,1001.0,751.0,101.0,501.0,501.0,,101.0,1501.0,501.0,1501.0,1001.0,,219.0,,
3001,Germany,3001.0,,2501.0,,2501.0,,1001.0,501.0,,4001.0,1001.0,,,1001.0,,,,1001.0,4001.0,,4001.0,1001.0,,38.0,,
3501,Germany,3501.0,,2501.0,,2501.0,,501.0,501.0,,4001.0,751.0,,,1001.0,,,,1001.0,4001.0,5001.0,4001.0,1001.0,,38.0,,
2501,Germany,2501.0,,2501.0,,2501.0,,751.0,501.0,,4001.0,1001.0,,,1001.0,,,,1001.0,4001.0,5001.0,4001.0,1001.0,,38.0,,
4501,Germany,4501.0,,5001.0,,5001.0,,1501.0,501.0,,8001.0,2001.0,,,1001.0,,,,1001.0,8001.0,,8001.0,1001.0,,90.0,,
4001,Germany,4001.0,,,,,,1001.0,501.0,,9001.0,1001.0,,,1001.0,,,,1001.0,9001.0,,9001.0,1001.0,,38.0,,
4501,Germany,4501.0,,,,,,751.0,501.0,,9001.0,2001.0,,,1001.0,,,,1001.0,9001.0,,9001.0,1001.0,,38.0,,
4501,Germany,4501.0,,,,,,751.0,501.0,,9001.0,3501.0,,,1001.0,,,,1001.0,9001.0,,9001.0,1001.0,,38.0,,
4501,Germany,4501.0,,,,,,1001.0,501.0,,9001.0,3501.0,,,1001.0,,,,1001.0,9001.0,,9001.0,1001.0,,38.0,,
4501,Germany,4501.0,,,,,,1001.0,501.0,,9001.0,2001.0,,,1001.0,,,,1001.0,9001.0,,9001.0,1001.0,,38.0,,
4501,Germany,4501.0,,,,,,1501.0,501.0,,9001.0,3501.0,,,1001.0,,,,1001.0,9001.0,,9001.0,1001.0,,38.0,,
4501,Germany,4501.0,,,,,,5001.0,501.0,,9001.0,3501.0,,,1001.0,,,,1001.0,9001.0,,9001.0,1001.0,,90.0,,
1.22,Spain,1.22,1.22,1.2,,1.2,,1.2,1.2,,1.22,,1.17,1.2,,1.2,1.2,,,1.22,1.2,1.22,1.22,,1.28,,
6,Spain,6.0,6.0,5.5,,5.5,,6.5,6.0,,6.0,,6.5,6.0,,6.0,5.5,,,6.0,6.0,6.0,5.5,,6.7,6.82,
10,Spain,10.0,9.0,10.0,,10.0,,8.0,9.0,,10.0,,10.0,8.0,,8.0,10.0,,,10.0,10.0,10.0,9.0,,10.5,12.6,
401,Spain,401.0,,401.0,,401.0,,,501.0,,501.0,,,501.0,,501.0,251.0,,,501.0,251.0,501.0,501.0,,323.0,461.0,
501,Spain,501.0,,301.0,,301.0,,,501.0,,1001.0,,,,,301.0,301.0,,,1001.0,501.0,1001.0,1001.0,,190.0,257.0,
1001,Spain,1001.0,,501.0,,501.0,,,501.0,,1001.0,,,,,501.0,501.0,,,1001.0,1001.0,1001.0,1001.0,,475.0,480.0,
1501,Spain,1501.0,,1501.0,,1501.0,,,501.0,,1501.0,,,,,,751.0,,,1501.0,,1501.0,1501.0,,238.0,917.0,
2001,Spain,2001.0,,1501.0,,1501.0,,,501.0,,1501.0,,,,,,,,,1501.0,,1501.0,1501.0,,447.0,441.0,
3001,Spain,3001.0,,,,,,,501.0,,4001.0,,,,,,,,,4001.0,,4001.0,,,27.0,917.0,
4001,Spain,4001.0,,,,,,,501.0,,4001.0,,,,,,,,,4001.0,,4001.0,,,238.0,378.0,
4501,Spain,4501.0,,,,,,,501.0,,2501.0,,,,,,,,,2501.0,,2501.0,,,27.0,917.0,
4501,Spain,4501.0,,,,,,,501.0,,2501.0,,,,,,,,,2501.0,,2501.0,,,27.0,917.0,
4501,Spain,4501.0,,,,,,,501.0,,4001.0,,,,,,,,,4001.0,,4001.0,,,27.0,917.0,
4501,Spain,4501.0,,,,,,,501.0,,4001.0,,,,,,,,,4001.0,,4001.0,,,27.0,917.0,
4501,Spain,4501.0,,,,,,,501.0,,3001.0,,,,,,,,,3001.0,,3001.0,,,238.0,243.0,
4501,Spain,4501.0,,,,,,,501.0,,5001.0,,,,,,,,,5001.0,,5001.0,,,27.0,917.0,
4501,Spain,4501.0,,,,,,,501.0,,5001.0,,,,,,,,,5001.0,,5001.0,,,27.0,917.0,
4501,Spain,4501.0,,,,,,,501.0,,5001.0,,,,,,,,,5001.0,,5001.0,,,27.0,917.0,
4501,Spain,4501.0,,,,,,,501.0,,5001.0,,,,,,,,,5001.0,,5001.0,,,27.0,917.0,
4501,Spain,4501.0,,,,,,,501.0,,5001.0,,,,,,,,,5001.0,,5001.0,,,27.0,917.0,
